+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,REB,STL,TO,date,game_id,starter,team,Position
--,0-0,4,0,1,5-6,0-2,19,R.  Ivey,0,2,10,1,1,1,"November 7, 2004",241107013,0,Hawks,PG
--,0-0,5,0,0,0-4,0-0,8,J.  Barry,0,0,0,0,2,0,"November 7, 2004",241107013,0,Hawks,SG
,,,,,,,Did not play,A.  Miller,,,,,,,"November 7, 2004",241107013,0,Hawks,PF
,,,,,,,Did not play,J.  Collier,,,,,,,"November 7, 2004",241107013,0,Hawks,C
--,1-1,1,0,11,4-8,2-2,32,L.  Odom,0,5,11,11,0,3,"November 7, 2004",241107013,1,Lakers,PF
--,1-2,6,2,4,6-12,11-12,44,K.  Bryant,1,2,24,5,0,3,"November 7, 2004",241107013,1,Lakers,SF
--,2-2,0,0,2,10-14,0-2,36,C.  Butler,0,3,22,2,2,3,"November 7, 2004",241107013,1,Lakers,SF
--,0-1,2,4,6,6-8,7-8,31,C.  Mihm,4,3,19,10,0,3,"November 7, 2004",241107013,1,Lakers,C
--,0-2,5,0,1,1-4,0-0,27,C.  Atkins,0,1,2,1,0,0,"November 7, 2004",241107013,1,Lakers,PG
--,1-1,1,0,2,1-2,0-0,6,B.  Cook,1,0,3,3,0,1,"November 7, 2004",241107013,0,Lakers,PF
--,0-0,0,0,2,0-0,0-0,6,B.  Grant,0,0,0,2,0,0,"November 7, 2004",241107013,0,Lakers,PF
--,0-0,0,0,0,0-0,0-0,1,L.  Walton,0,0,0,0,0,0,"November 7, 2004",241107013,0,Lakers,SF
--,1-2,1,1,4,4-9,2-2,31,J.  Jones,1,3,11,5,1,2,"November 7, 2004",241107013,0,Lakers,SF
--,0-1,5,0,0,5-8,3-4,21,T.  Brown,0,2,13,0,1,2,"November 7, 2004",241107013,0,Lakers,PG
--,0-0,0,0,1,0-1,1-1,4,K.  Rush,0,0,1,1,0,1,"November 7, 2004",241107013,0,Lakers,SG
--,0-0,0,0,0,0-0,0-0,1,S.  Vujacic,0,0,0,0,0,0,"November 7, 2004",241107013,0,Lakers,SG
--,0-0,2,1,3,0-3,2-2,18,D.  Gooden,1,3,2,4,0,1,"November 9, 2004",241109001,1,Cavaliers,PF
--,1-4,4,2,9,8-17,8-12,48,L.  James,1,2,25,10,4,3,"November 9, 2004",241109001,1,Cavaliers,SF
--,0-0,1,2,3,9-14,9-12,41,Z.  Ilgauskas,4,3,27,7,0,1,"November 9, 2004",241109001,1,Cavaliers,C
--,1-3,4,0,3,7-12,2-2,42,J.  McInnis,0,1,17,3,2,6,"November 9, 2004",241109001,1,Cavaliers,PG
--,0-0,0,0,0,1-3,0-0,7,L.  Harris,0,4,2,0,0,0,"November 9, 2004",241109001,1,Cavaliers,SG
--,0-1,1,0,5,3-9,2-2,27,R.  Traylor,2,4,8,7,0,3,"November 9, 2004",241109001,0,Cavaliers,PF
--,0-0,1,0,3,1-4,2-2,23,I.  Newble,1,3,4,4,0,0,"November 9, 2004",241109001,0,Cavaliers,SF
--,0-0,0,0,0,0-0,2-2,10,S.  Williams,0,1,2,0,0,1,"November 9, 2004",241109001,0,Cavaliers,C
--,0-0,5,0,3,2-4,2-2,24,E.  Snow,1,4,6,4,2,1,"November 9, 2004",241109001,0,Cavaliers,PG
,,,,,,,Did not play,L.  Jackson,,,,,,,"November 9, 2004",241109001,0,Cavaliers,SF
,,,,,,,Did not play,A.  Varejao,,,,,,,"November 9, 2004",241109001,0,Cavaliers,C
,,,,,,,Did not play,S.  Pavlovic,,,,,,,"November 9, 2004",241109001,0,Cavaliers,SG
--,1-7,6,0,6,8-20,5-9,42,A.  Walker,3,3,22,9,0,6,"November 9, 2004",241109001,1,Hawks,PF
--,0-1,1,0,5,6-11,2-5,37,A.  Harrington,1,3,14,6,0,2,"November 9, 2004",241109001,1,Hawks,PF
--,0-0,0,0,4,3-6,0-0,19,K.  Willis,2,2,6,6,1,2,"November 9, 2004",241109001,1,Hawks,C
--,0-1,2,0,4,1-2,1-1,26,B.  Diaw,0,4,3,4,2,3,"November 9, 2004",241109001,1,Hawks,C
--,0-1,4,0,2,1-9,0-0,28,K.  Anderson,0,3,2,2,0,0,"November 9, 2004",241109001,1,Hawks,PG
--,0-0,0,1,0,0-1,0-0,5,J.  Smith,1,0,0,1,0,1,"November 9, 2004",241109001,0,Hawks,PF
--,0-0,1,1,0,0-0,0-0,7,J.  Childress,0,1,0,0,1,0,"November 9, 2004",241109001,0,Hawks,SF
--,0-0,1,0,0,1-6,0-0,12,J.  Collier,0,0,2,0,1,0,"November 9, 2004",241109001,0,Hawks,C
--,0-1,0,0,0,7-9,5-6,24,P.  Drobnjak,1,4,19,1,1,1,"November 9, 2004",241109001,0,Hawks,C
--,0-0,1,0,0,3-4,1-2,16,R.  Ivey,0,4,7,0,0,0,"November 9, 2004",241109001,0,Hawks,PG
--,0-0,3,0,2,2-5,0-0,24,J.  Barry,2,3,4,4,2,1,"November 9, 2004",241109001,0,Hawks,SG
,,,,,,,Did not play,J.  McCoy,,,,,,,"November 9, 2004",241109001,0,Hawks,PF
--,0-0,7,0,6,6-17,5-6,41,A.  Harrington,4,4,17,10,1,3,"November 12, 2004",241112003,1,Hawks,PF
--,1-4,7,0,8,12-21,2-4,46,A.  Walker,0,3,27,8,3,2,"November 12, 2004",241112003,1,Hawks,PF
--,0-0,1,1,1,3-7,0-2,22,J.  Collier,0,3,6,1,0,1,"November 12, 2004",241112003,1,Hawks,C
--,0-0,1,0,0,1-2,0-0,12,B.  Diaw,0,3,2,0,0,0,"November 12, 2004",241112003,1,Hawks,C
--,1-3,5,0,4,7-12,2-2,40,K.  Anderson,2,2,17,6,5,3,"November 12, 2004",241112003,1,Hawks,PG
--,0-0,1,0,0,0-1,1-2,4,J.  Smith,0,0,1,0,0,0,"November 12, 2004",241112003,0,Hawks,PF
--,0-0,0,1,2,0-2,0-0,8,K.  Willis,0,1,0,2,0,0,"November 12, 2004",241112003,0,Hawks,C
--,1-1,1,0,1,5-6,0-1,23,P.  Drobnjak,1,4,11,2,0,1,"November 12, 2004",241112003,0,Hawks,C
--,0-0,1,0,0,0-1,3-4,8,R.  Ivey,0,1,3,0,0,1,"November 12, 2004",241112003,0,Hawks,PG
--,3-4,3,0,1,4-7,1-1,36,J.  Barry,0,3,12,1,1,1,"November 12, 2004",241112003,0,Hawks,SG
,,,,,,,Did not play,J.  McCoy,,,,,,,"November 12, 2004",241112003,0,Hawks,PF
,,,,,,,Did not play,J.  Childress,,,,,,,"November 12, 2004",241112003,0,Hawks,SF
--,0-0,5,1,6,4-9,2-2,36,P.J. ,1,3,10,7,0,0,"November 12, 2004",241112003,1,Hornets,PF
--,0-2,6,2,4,2-6,0-0,29,G.  Lynch,0,3,4,4,0,2,"November 12, 2004",241112003,1,Hornets,SF
--,0-0,0,1,5,4-7,9-9,34,J.  Magloire,7,3,17,12,0,3,"November 12, 2004",241112003,1,Hornets,C
--,4-6,7,0,4,5-12,4-4,36,B.  Davis,1,3,18,5,2,7,"November 12, 2004",241112003,1,Hornets,PG
--,1-4,2,0,3,6-11,1-1,31,D.  Wesley,0,1,14,3,1,0,"November 12, 2004",241112003,1,Hornets,SG
--,0-0,1,0,0,1-1,1-2,15,C.  Andersen,0,0,3,0,1,1,"November 12, 2004",241112003,0,Hornets,PF
--,0-0,0,0,1,1-1,0-0,6,D.  West,0,2,2,1,0,2,"November 12, 2004",241112003,0,Hornets,PF
--,0-0,0,0,2,6-10,2-2,23,L.  Nailon,2,5,14,4,0,2,"November 12, 2004",241112003,0,Hornets,SF
--,1-6,6,0,4,1-10,2-2,23,D.  Armstrong,2,2,5,6,3,3,"November 12, 2004",241112003,0,Hornets,PG
--,2-5,0,0,0,3-8,0-0,7,J.  Smith,1,1,8,1,0,0,"November 12, 2004",241112003,0,Hornets,SG
,,,,,,,Did not play,R.  Rogers,,,,,,,"November 12, 2004",241112003,0,Hornets,SF
,,,,,,,Did not play,A.  Garcia,,,,,,,"November 12, 2004",241112003,0,Hornets,SG
--,5-5,0,1,1,7-10,3-4,34,B.  Bowen,0,3,22,1,0,0,"November 13, 2004",241113001,1,Spurs,SF
--,0-0,0,2,14,10-20,6-10,33,T.  Duncan,4,2,26,18,0,3,"November 13, 2004",241113001,1,Spurs,C
--,0-0,2,3,8,5-8,0-2,27,R.  Nesterovic,3,2,10,11,0,4,"November 13, 2004",241113001,1,Spurs,C
--,0-1,4,0,3,1-7,1-2,34,T.  Parker,0,1,3,3,0,1,"November 13, 2004",241113001,1,Spurs,PG
--,0-2,9,0,3,2-6,5-5,26,M.  Ginobili,1,2,9,4,2,1,"November 13, 2004",241113001,1,Spurs,SG
--,0-0,2,0,6,1-6,1-2,21,M.  Rose,1,1,3,7,1,1,"November 13, 2004",241113001,0,Spurs,PF
--,0-1,1,1,1,0-2,2-2,7,R.  Horry,1,0,2,2,0,0,"November 13, 2004",241113001,0,Spurs,PF
--,0-0,0,0,0,0-2,0-0,9,T.  Massenburg,1,2,0,1,0,0,"November 13, 2004",241113001,0,Spurs,PF
--,0-0,0,0,0,0-0,0-0,2,M.  Wilks,0,1,0,0,1,0,"November 13, 2004",241113001,0,Spurs,PG
--,2-2,1,0,0,3-6,1-2,14,B.  Udrih,0,1,9,0,1,2,"November 13, 2004",241113001,0,Spurs,PG
--,2-6,3,0,2,4-9,3-3,21,B.  Barry,0,4,13,2,0,0,"November 13, 2004",241113001,0,Spurs,SG
--,0-0,1,0,2,1-2,4-4,12,D.  Brown,0,2,6,2,0,2,"November 13, 2004",241113001,0,Spurs,SG
--,0-0,2,0,11,3-8,4-6,32,A.  Harrington,1,4,10,12,1,1,"November 13, 2004",241113001,1,Hawks,PF
--,4-5,1,0,7,9-21,1-4,34,A.  Walker,3,2,23,10,2,2,"November 13, 2004",241113001,1,Hawks,PF
--,0-0,1,0,2,2-5,0-0,12,J.  Collier,0,3,4,2,0,2,"November 13, 2004",241113001,1,Hawks,C
--,0-0,1,0,2,0-2,3-4,21,B.  Diaw,0,1,3,2,0,2,"November 13, 2004",241113001,1,Hawks,C
--,0-0,2,0,1,3-9,0-0,21,K.  Anderson,1,2,6,2,2,0,"November 13, 2004",241113001,1,Hawks,PG
--,0-0,1,0,0,1-2,0-0,4,J.  Smith,0,0,2,0,0,0,"November 13, 2004",241113001,0,Hawks,PF
--,0-0,0,0,3,1-6,0-0,13,J.  McCoy,3,5,2,6,1,2,"November 13, 2004",241113001,0,Hawks,PF
--,0-0,1,0,4,2-5,0-0,18,J.  Childress,1,2,4,5,1,1,"November 13, 2004",241113001,0,Hawks,SF
--,0-0,0,0,2,2-4,3-3,16,K.  Willis,1,1,7,3,0,0,"November 13, 2004",241113001,0,Hawks,C
--,0-0,0,0,2,3-8,3-4,21,P.  Drobnjak,2,3,9,4,0,0,"November 13, 2004",241113001,0,Hawks,C
--,0-0,3,0,1,4-7,1-1,22,R.  Ivey,0,2,9,1,2,0,"November 13, 2004",241113001,0,Hawks,PG
--,1-5,3,0,2,3-7,2-2,26,J.  Barry,0,3,9,2,1,2,"November 13, 2004",241113001,0,Hawks,SG
--,0-0,3,2,4,1-5,0-0,25,M.  Taylor,1,2,2,5,1,3,"November 16, 2004",241116001,1,Rockets,PF
--,2-7,5,0,3,7-15,2-2,45,J.  Jackson,0,1,18,3,4,2,"November 16, 2004",241116001,1,Rockets,SF
--,0-0,3,1,8,13-15,1-1,38,Y.  Ming,3,4,27,11,0,2,"November 16, 2004",241116001,1,Rockets,C
--,0-5,1,0,4,1-6,0-0,28,C.  Ward,0,2,2,4,2,5,"November 16, 2004",241116001,1,Rockets,PG
--,1-6,2,0,4,7-20,6-8,40,T.  McGrady,0,3,21,4,1,2,"November 16, 2004",241116001,1,Rockets,SG
--,0-0,1,0,0,0-1,0-0,4,S.  Padgett,0,1,0,0,0,0,"November 16, 2004",241116001,0,Rockets,PF
--,0-0,0,0,5,6-9,0-0,22,J.  Howard,0,4,12,5,1,2,"November 16, 2004",241116001,0,Rockets,PF
--,0-1,0,0,1,0-1,0-0,11,R.  Bowen,0,2,0,1,0,1,"November 16, 2004",241116001,0,Rockets,SF
--,0-0,0,1,1,0-0,0-0,7,D.  Mutombo,0,0,0,1,0,0,"November 16, 2004",241116001,0,Rockets,C
--,0-2,4,0,3,1-4,0-0,20,T.  Lue,0,2,2,3,0,1,"November 16, 2004",241116001,0,Rockets,PG
,,,,,,,Did not play,C.  Weatherspoon,,,,,,,"November 16, 2004",241116001,0,Rockets,PF
,,,,,,,Did not play,B.  Nachbar,,,,,,,"November 16, 2004",241116001,0,Rockets,SF
--,0-1,8,1,2,5-13,4-6,42,A.  Harrington,3,3,14,5,0,4,"November 16, 2004",241116001,1,Hawks,PF
--,1-6,5,0,8,9-19,1-2,42,A.  Walker,2,0,20,10,2,4,"November 16, 2004",241116001,1,Hawks,PF
--,0-0,0,0,0,1-2,0-0,8,J.  Collier,0,1,2,0,0,1,"November 16, 2004",241116001,1,Hawks,C
--,0-0,2,0,3,1-4,1-2,13,B.  Diaw,0,1,3,3,1,0,"November 16, 2004",241116001,1,Hawks,C
--,0-0,0,0,1,3-5,0-0,22,K.  Anderson,2,2,6,3,1,1,"November 16, 2004",241116001,1,Hawks,PG
--,0-0,0,0,0,0-0,0-0,3,J.  McCoy,0,0,0,0,0,0,"November 16, 2004",241116001,0,Hawks,PF
--,0-0,3,1,6,6-6,0-2,32,J.  Childress,2,1,12,8,0,2,"November 16, 2004",241116001,0,Hawks,SF
--,0-0,0,0,1,0-2,2-2,10,K.  Willis,0,1,2,1,0,2,"November 16, 2004",241116001,0,Hawks,C
--,1-2,0,0,5,6-14,2-2,31,P.  Drobnjak,0,3,15,5,2,2,"November 16, 2004",241116001,0,Hawks,C
--,0-1,2,0,4,3-7,4-6,26,R.  Ivey,0,2,10,4,1,0,"November 16, 2004",241116001,0,Hawks,PG
--,0-0,1,0,1,1-3,2-4,11,J.  Barry,0,0,4,1,2,0,"November 16, 2004",241116001,0,Hawks,SG
,,,,,,,Did not play,J.  Smith,,,,,,,"November 16, 2004",241116001,0,Hawks,PF
--,0-1,2,0,4,12-19,6-10,41,A.  Harrington,2,5,30,6,3,1,"November 17, 2004",241117011,1,Hawks,PF
--,2-9,5,1,4,7-21,0-4,40,A.  Walker,3,4,16,7,1,1,"November 17, 2004",241117011,1,Hawks,PF
--,0-0,0,1,3,2-5,0-0,15,J.  Collier,1,2,4,4,1,1,"November 17, 2004",241117011,1,Hawks,C
--,0-0,2,0,1,1-2,2-2,16,B.  Diaw,0,1,4,1,0,1,"November 17, 2004",241117011,1,Hawks,C
--,0-0,4,0,5,2-8,0-0,24,K.  Anderson,2,2,4,7,0,1,"November 17, 2004",241117011,1,Hawks,PG
--,1-2,2,0,2,2-4,5-6,26,J.  Childress,1,3,10,3,2,1,"November 17, 2004",241117011,0,Hawks,SF
--,0-0,0,0,1,0-1,0-0,9,K.  Willis,1,2,0,2,0,3,"November 17, 2004",241117011,0,Hawks,C
--,0-0,2,1,1,1-6,0-0,25,P.  Drobnjak,1,5,2,2,2,1,"November 17, 2004",241117011,0,Hawks,C
--,1-1,1,0,3,3-5,1-1,24,R.  Ivey,0,3,8,3,2,2,"November 17, 2004",241117011,0,Hawks,PG
--,2-4,2,1,1,3-7,0-0,20,J.  Barry,0,1,8,1,1,0,"November 17, 2004",241117011,0,Hawks,SG
,,,,,,,Did not play,J.  Smith,,,,,,,"November 17, 2004",241117011,0,Hawks,PF
,,,,,,,Did not play,J.  McCoy,,,,,,,"November 17, 2004",241117011,0,Hawks,PF
--,2-4,4,0,8,5-10,1-2,34,A.  Croshere,5,2,13,13,2,2,"November 17, 2004",241117011,1,Pacers,PF
--,0-1,2,1,6,8-12,8-8,40,M.  World Peace,0,4,24,6,4,1,"November 17, 2004",241117011,1,Pacers,SF
--,1-3,5,0,1,4-10,0-0,26,S.  Jackson,1,6,9,2,0,4,"November 17, 2004",241117011,1,Pacers,SF
--,0-0,0,2,11,8-16,9-11,38,J.  O'Neal,2,4,25,13,0,4,"November 17, 2004",241117011,1,Pacers,C
--,2-3,6,1,1,3-8,0-0,32,J.  Tinsley,0,1,8,1,1,4,"November 17, 2004",241117011,1,Pacers,PG
--,0-1,0,0,3,2-6,1-2,11,J.  Bender,1,2,5,4,0,2,"November 17, 2004",241117011,0,Pacers,SF
--,0-0,0,2,2,0-1,0-0,11,D.  Harrison,1,2,0,3,0,1,"November 17, 2004",241117011,0,Pacers,C
--,1-1,1,0,0,1-1,2-2,17,E.  Gill,0,0,5,0,0,0,"November 17, 2004",241117011,0,Pacers,PG
--,0-1,2,0,3,0-4,4-4,31,F.  Jones,2,2,4,5,0,0,"November 17, 2004",241117011,0,Pacers,SG
,,,,,,,Did not play,S.  Pollard,,,,,,,"November 17, 2004",241117011,0,Pacers,C
,,,,,,,Did not play,J.  Edwards,,,,,,,"November 17, 2004",241117011,0,Pacers,C
,,,,,,,Did not play,J.  Jones,,,,,,,"November 17, 2004",241117011,0,Pacers,SG
--,0-0,1,1,8,9-16,2-2,33,C.  Boozer,3,4,20,11,0,0,"November 20, 2004",241120001,1,Jazz,PF
--,0-1,7,7,11,4-8,3-4,41,A.  Kirilenko,3,2,11,14,1,5,"November 20, 2004",241120001,1,Jazz,SF
--,0-0,1,0,1,2-3,1-4,27,J.  Collins,1,2,5,2,1,2,"November 20, 2004",241120001,1,Jazz,C
--,1-3,8,0,1,2-10,4-4,36,C.  Arroyo,0,3,9,1,0,2,"November 20, 2004",241120001,1,Jazz,PG
--,1-1,0,0,2,5-10,0-0,22,G.  Giricek,0,0,11,2,0,3,"November 20, 2004",241120001,1,Jazz,SG
--,1-2,4,2,5,5-8,7-7,28,M.  Okur,3,2,18,8,0,1,"November 20, 2004",241120001,0,Jazz,C
--,0-0,0,0,0,1-2,0-0,5,C.  Borchardt,2,0,2,2,0,2,"November 20, 2004",241120001,0,Jazz,C
--,0-2,3,0,0,2-4,0-0,12,H.  Eisley,0,0,4,0,0,1,"November 20, 2004",241120001,0,Jazz,PG
--,0-0,0,0,1,2-4,0-0,7,K.  Snyder,1,2,4,2,0,0,"November 20, 2004",241120001,0,Jazz,SG
--,0-1,1,0,3,4-9,0-0,29,R.  Bell,1,2,8,4,0,0,"November 20, 2004",241120001,0,Jazz,SG
,,,,,,,Did not play,M.  Harpring,,,,,,,"November 20, 2004",241120001,0,Jazz,SF
,,,,,,,Did not play,K.  McLeod,,,,,,,"November 20, 2004",241120001,0,Jazz,PG
--,1-5,4,1,8,5-16,4-9,42,A.  Walker,0,2,15,8,1,1,"November 20, 2004",241120001,1,Hawks,PF
--,0-1,2,1,7,8-21,1-2,37,A.  Harrington,5,5,17,12,1,3,"November 20, 2004",241120001,1,Hawks,PF
--,0-0,0,0,1,3-7,1-4,18,J.  Collier,2,2,7,3,0,1,"November 20, 2004",241120001,1,Hawks,C
--,1-2,1,0,0,1-2,0-0,15,B.  Diaw,0,2,3,0,0,0,"November 20, 2004",241120001,1,Hawks,C
--,0-0,1,0,0,3-6,2-3,18,K.  Anderson,1,0,8,1,0,1,"November 20, 2004",241120001,1,Hawks,PG
--,0-0,0,0,0,0-0,0-2,8,J.  McCoy,1,2,0,1,0,0,"November 20, 2004",241120001,0,Hawks,PF
--,2-4,1,1,1,6-13,2-2,27,J.  Childress,4,5,16,5,4,1,"November 20, 2004",241120001,0,Hawks,SF
--,0-0,1,1,0,2-3,0-0,20,P.  Drobnjak,1,2,4,1,0,2,"November 20, 2004",241120001,0,Hawks,C
--,0-1,2,1,1,0-5,0-0,19,R.  Ivey,1,3,0,2,0,0,"November 20, 2004",241120001,0,Hawks,PG
--,0-2,2,0,0,1-4,0-0,15,T.  Delk,1,2,2,1,0,0,"November 20, 2004",241120001,0,Hawks,PG
--,1-2,2,0,2,3-4,0-0,21,J.  Barry,1,3,7,3,1,1,"November 20, 2004",241120001,0,Hawks,SG
,,,,,,,Did not play,J.  Smith,,,,,,,"November 20, 2004",241120001,0,Hawks,PF
--,0-2,3,0,7,8-16,3-6,39,A.  Harrington,1,3,19,8,2,0,"November 23, 2004",241123018,1,Hawks,PF
--,0-3,4,1,8,9-23,2-4,41,A.  Walker,0,2,20,8,0,4,"November 23, 2004",241123018,1,Hawks,PF
