+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,Pos,REB,STL,TO,date,game_id,starter,team
+8,0-2,2,0,2,2-9,2-2,23,W.  Bynum,1,2,6,PG,3,1,1,"November 5, 2010",301105008,0,Pistons
+0,0-0,0,0,0,0-0,0-0,0,R.  Stuckey,0,0,0,PG,0,0,0,"November 5, 2010",301105008,0,Pistons
-2,0-0,0,0,0,0-0,0-0,0,T.  White,0,0,0,SG,0,0,0,"November 5, 2010",301105008,0,Pistons
+6,1-2,1,0,2,2-7,11-11,27,R.  Hamilton,1,2,16,SG,3,0,2,"November 5, 2010",301105008,0,Pistons
+4,5-7,0,0,4,8-13,1-1,34,R.  Lewis,2,0,22,PF,6,0,0,"November 6, 2010",301106030,1,Magic
+8,3-10,1,1,2,5-17,1-2,36,Q.  Richardson,1,1,14,SF,3,0,1,"November 6, 2010",301106030,1,Magic
+9,0-0,4,2,7,8-15,6-10,31,D.  Howard,1,5,22,C,8,0,2,"November 6, 2010",301106030,1,Magic
+8,0-2,9,1,3,2-6,0-0,34,C.  Duhon,0,0,4,PG,3,1,0,"November 6, 2010",301106030,1,Magic
+14,0-4,4,1,4,4-11,2-4,36,V.  Carter,1,1,10,SG,5,2,1,"November 6, 2010",301106030,1,Magic
+0,0-0,0,0,0,0-0,0-0,0,M.  Allen,0,0,0,PF,0,0,0,"November 6, 2010",301106030,0,Magic
-1,0-0,2,0,2,2-4,3-4,14,B.  Bass,1,2,7,PF,3,0,0,"November 6, 2010",301106030,0,Magic
+0,0-0,0,0,0,0-0,0-0,0,R.  Anderson,0,0,0,PF,0,0,0,"November 6, 2010",301106030,0,Magic
-9,1-4,0,0,3,1-4,0-0,17,M.  Pietrus,0,0,3,SF,3,0,1,"November 6, 2010",301106030,0,Magic
-6,0-0,0,1,5,3-5,0-0,17,M.  Gortat,1,1,6,C,6,0,2,"November 6, 2010",301106030,0,Magic
+0,0-0,0,0,0,0-0,0-0,0,D.  Orton,0,0,0,C,0,0,0,"November 6, 2010",301106030,0,Magic
-5,1-2,1,0,0,1-4,0-0,14,J.  Williams,0,0,3,PG,0,1,0,"November 6, 2010",301106030,0,Magic
+0,0-0,0,0,0,0-0,0-0,0,J.  Nelson,0,0,0,PG,0,0,0,"November 6, 2010",301106030,0,Magic
-7,0-3,1,0,0,0-3,0-0,7,J.  Redick,0,1,0,SG,0,0,0,"November 6, 2010",301106030,0,Magic
+0,2-8,6,0,2,7-19,0-0,41,S.  Jackson,0,3,16,SF,2,3,4,"November 6, 2010",301106030,1,Bobcats
-7,4-4,2,0,14,9-15,3-4,43,G.  Wallace,0,0,25,SF,14,0,0,"November 6, 2010",301106030,1,Bobcats
-12,0-0,0,1,4,5-9,2-2,22,N.  Mohammed,1,3,12,C,5,0,2,"November 6, 2010",301106030,1,Bobcats
-2,0-1,2,0,4,3-8,0-0,37,B.  Diaw,1,2,6,C,5,0,2,"November 6, 2010",301106030,1,Bobcats
-8,0-2,8,0,3,4-8,1-1,33,D.J. ,0,3,9,PG,3,0,1,"November 6, 2010",301106030,1,Bobcats
+5,0-0,0,2,4,3-4,4-4,15,T.  Thomas,0,4,10,PF,4,0,3,"November 6, 2010",301106030,0,Bobcats
-9,0-0,0,0,0,0-0,0-0,0,D.  McGuire,0,0,0,PF,0,0,0,"November 6, 2010",301106030,0,Bobcats
+4,0-0,0,0,0,0-0,0-0,0,E.  Najera,0,0,0,PF,0,0,0,"November 6, 2010",301106030,0,Bobcats
+6,0-0,0,0,1,1-3,0-0,9,D.  Brown,0,1,2,SF,1,0,0,"November 6, 2010",301106030,0,Bobcats
+0,0-0,0,0,0,0-0,0-0,0,K.  Brown,0,0,0,C,0,0,0,"November 6, 2010",301106030,0,Bobcats
-3,0-0,2,2,2,0-2,0-0,12,D.  Diop,1,4,0,C,3,0,2,"November 6, 2010",301106030,0,Bobcats
+0,0-0,0,0,0,0-0,0-0,0,S.  Collins,0,0,0,PG,0,0,0,"November 6, 2010",301106030,0,Bobcats
+2,0-0,1,0,0,2-5,0-0,17,S.  Livingston,0,2,4,PG,0,0,1,"November 6, 2010",301106030,0,Bobcats
+4,0-0,1,1,3,2-2,0-0,11,G.  Henderson,0,0,4,SG,3,0,1,"November 6, 2010",301106030,0,Bobcats
+0,0-0,0,0,0,0-0,0-0,0,M.  Carroll,0,0,0,SG,0,0,0,"November 6, 2010",301106030,0,Bobcats
+6,0-3,4,0,6,3-9,0-2,33,R.  Jefferson,1,3,6,SF,7,1,0,"November 8, 2010",301108030,1,Spurs
+0,0-0,2,2,4,2-6,0-0,21,D.  Blair,3,3,4,C,7,1,0,"November 8, 2010",301108030,1,Spurs
+0,0-0,3,2,6,5-12,4-6,34,T.  Duncan,4,3,14,C,10,1,4,"November 8, 2010",301108030,1,Spurs
+2,0-0,8,0,4,6-15,0-1,36,T.  Parker,0,1,12,PG,4,2,2,"November 8, 2010",301108030,1,Spurs
+2,5-11,3,0,3,9-17,3-3,34,M.  Ginobili,2,0,26,SG,5,2,3,"November 8, 2010",301108030,1,Spurs
+4,0-0,0,4,4,2-3,3-3,22,A.  McDyess,1,4,7,PF,5,0,1,"November 8, 2010",301108030,0,Spurs
+3,0-0,0,0,0,0-0,0-0,0,G.  Temple,0,0,0,SF,0,0,0,"November 8, 2010",301108030,0,Spurs
+0,0-0,0,0,0,0-0,0-0,0,A.  Gee,0,0,0,SF,0,0,0,"November 8, 2010",301108030,0,Spurs
+0,0-0,0,0,0,0-0,0-0,0,M.  Bonner,0,0,0,C,0,0,0,"November 8, 2010",301108030,0,Spurs
+5,0-0,0,0,1,2-3,1-2,11,T.  Splitter,3,1,5,C,4,1,1,"November 8, 2010",301108030,0,Spurs
+5,5-7,0,0,1,5-8,0-0,14,G.  Neal,0,3,15,PG,1,1,2,"November 8, 2010",301108030,0,Spurs
+0,0-0,0,0,0,0-0,0-0,0,C.  Quinn,0,0,0,PG,0,0,0,"November 8, 2010",301108030,0,Spurs
-3,0-1,2,1,0,0-4,0-0,21,G.  Hill,1,2,0,PG,1,0,1,"November 8, 2010",301108030,0,Spurs
-1,2-4,0,0,2,2-8,0-0,14,J.  Anderson,0,0,6,SG,2,0,2,"November 8, 2010",301108030,0,Spurs
-11,3-5,1,0,5,4-13,4-4,27,S.  Jackson,0,4,15,SF,5,0,6,"November 8, 2010",301108030,1,Bobcats
-6,1-3,0,2,3,2-11,2-2,32,G.  Wallace,0,0,7,SF,3,2,1,"November 8, 2010",301108030,1,Bobcats
-2,0-0,0,2,1,3-6,1-2,17,N.  Mohammed,3,1,7,C,4,1,1,"November 8, 2010",301108030,1,Bobcats
+4,1-2,5,1,4,5-9,4-6,36,B.  Diaw,2,2,15,C,6,1,1,"November 8, 2010",301108030,1,Bobcats
-5,1-7,6,0,5,3-15,0-0,37,D.J. ,1,0,7,PG,6,0,0,"November 8, 2010",301108030,1,Bobcats
+2,0-0,0,3,3,5-11,6-8,23,T.  Thomas,5,1,16,PF,8,2,2,"November 8, 2010",301108030,0,Bobcats
+2,0-0,0,0,0,0-0,0-0,0,D.  McGuire,0,0,0,PF,0,0,0,"November 8, 2010",301108030,0,Bobcats
-2,0-0,0,0,0,0-0,0-0,0,E.  Najera,0,0,0,PF,0,0,0,"November 8, 2010",301108030,0,Bobcats
-1,0-0,1,0,0,3-3,0-0,17,D.  Brown,1,0,6,SF,1,0,0,"November 8, 2010",301108030,0,Bobcats
+2,0-0,0,0,0,0-0,0-0,0,K.  Brown,0,0,0,C,0,0,0,"November 8, 2010",301108030,0,Bobcats
-6,0-0,1,2,3,2-2,0-0,15,D.  Diop,1,4,4,C,4,0,0,"November 8, 2010",301108030,0,Bobcats
-4,0-1,0,0,0,0-1,0-0,4,S.  Collins,0,0,0,PG,0,0,0,"November 8, 2010",301108030,0,Bobcats
+3,0-0,2,0,1,3-5,0-0,11,S.  Livingston,0,5,6,PG,1,1,1,"November 8, 2010",301108030,0,Bobcats
+6,0-1,3,0,1,3-7,2-2,21,G.  Henderson,2,1,8,SG,3,0,1,"November 8, 2010",301108030,0,Bobcats
+0,0-0,0,0,0,0-0,0-0,0,M.  Carroll,0,0,0,SG,0,0,0,"November 8, 2010",301108030,0,Bobcats
+2,3-6,3,0,3,6-13,5-6,40,S.  Jackson,1,2,20,SF,4,1,4,"November 10, 2010",301110028,1,Bobcats
+12,0-2,5,4,12,6-14,7-10,44,G.  Wallace,2,4,19,SF,14,1,2,"November 10, 2010",301110028,1,Bobcats
+8,0-0,1,1,4,3-9,0-0,18,N.  Mohammed,1,2,6,C,5,0,1,"November 10, 2010",301110028,1,Bobcats
+10,0-1,3,2,3,5-8,0-0,38,B.  Diaw,0,3,10,C,3,2,6,"November 10, 2010",301110028,1,Bobcats
+9,3-5,7,0,0,4-9,5-5,34,D.J. ,0,3,16,PG,0,3,1,"November 10, 2010",301110028,1,Bobcats
-3,0-0,2,5,1,5-9,4-4,21,T.  Thomas,3,4,14,PF,4,1,1,"November 10, 2010",301110028,0,Bobcats
-9,0-0,0,0,0,0-0,0-0,0,D.  McGuire,0,0,0,PF,0,0,0,"November 10, 2010",301110028,0,Bobcats
+8,0-0,0,0,0,0-0,0-0,0,E.  Najera,0,0,0,PF,0,0,0,"November 10, 2010",301110028,0,Bobcats
+0,0-0,0,0,0,1-1,0-0,5,D.  Brown,0,1,2,SF,0,0,0,"November 10, 2010",301110028,0,Bobcats
+0,0-0,0,0,0,0-0,0-0,0,K.  Brown,0,0,0,C,0,0,0,"November 10, 2010",301110028,0,Bobcats
+0,0-0,0,1,0,0-0,0-0,4,D.  Diop,0,1,0,C,0,0,0,"November 10, 2010",301110028,0,Bobcats
+0,0-0,0,0,0,0-0,0-0,0,S.  Collins,0,0,0,PG,0,0,0,"November 10, 2010",301110028,0,Bobcats
-4,0-0,2,0,1,0-0,2-2,14,S.  Livingston,0,1,2,PG,1,0,1,"November 10, 2010",301110028,0,Bobcats
-6,0-0,0,0,4,3-5,4-6,19,G.  Henderson,1,1,10,SG,5,1,0,"November 10, 2010",301110028,0,Bobcats
-3,0-0,0,0,0,1-1,0-0,4,M.  Carroll,0,0,2,SG,0,0,0,"November 10, 2010",301110028,0,Bobcats
-9,0-1,1,1,0,2-7,0-0,17,L.  Kleiza,0,4,4,SF,0,0,0,"November 10, 2010",301110028,1,Raptors
-9,0-0,0,0,8,1-5,0-1,30,R.  Evans,2,4,2,C,10,2,0,"November 10, 2010",301110028,1,Raptors
-1,2-5,2,1,6,9-20,5-6,38,A.  Bargnani,3,0,25,C,9,2,5,"November 10, 2010",301110028,1,Raptors
-6,0-0,5,0,3,4-8,4-4,25,J.  Jack,0,2,12,PG,3,0,6,"November 10, 2010",301110028,1,Raptors
-16,0-0,2,0,0,2-3,0-2,21,D.  DeRozan,0,5,4,SG,0,0,1,"November 10, 2010",301110028,1,Raptors
+0,0-0,0,0,0,0-0,0-0,0,E.  Davis,0,0,0,PF,0,0,0,"November 10, 2010",301110028,0,Raptors
+0,0-0,0,0,0,0-0,0-0,0,J.  Dorsey,0,0,0,PF,0,0,0,"November 10, 2010",301110028,0,Raptors
+10,0-0,2,1,2,4-7,1-1,21,J.  Wright,2,2,9,SF,4,1,0,"November 10, 2010",301110028,0,Raptors
+0,0-0,0,0,0,0-0,0-0,0,D.  Andersen,0,0,0,C,0,0,0,"November 10, 2010",301110028,0,Raptors
+0,0-0,0,0,0,0-0,0-0,0,S.  Alabi,0,0,0,C,0,0,0,"November 10, 2010",301110028,0,Raptors
+2,0-0,0,2,4,6-10,4-5,28,A.  Johnson,5,4,16,C,9,1,3,"November 10, 2010",301110028,0,Raptors
-1,1-3,9,0,1,1-9,1-1,24,J.  Calderon,0,4,4,PG,1,0,1,"November 10, 2010",301110028,0,Raptors
+0,0-0,0,0,0,0-0,0-0,0,M.  Banks,0,0,0,PG,0,0,0,"November 10, 2010",301110028,0,Raptors
+5,0-1,2,0,0,8-12,4-5,37,S.  Weems,2,1,20,SG,2,1,1,"November 10, 2010",301110028,0,Raptors
-1,0-0,0,0,0,0-0,0-0,0,L.  Barbosa,0,0,0,SG,0,0,0,"November 10, 2010",301110028,0,Raptors
+12,1-6,3,0,4,5-11,2-2,42,S.  Jackson,1,0,13,SF,5,0,4,"November 12, 2010",301112027,1,Bobcats
+15,1-1,1,2,8,9-15,6-8,40,G.  Wallace,6,4,25,SF,14,2,1,"November 12, 2010",301112027,1,Bobcats
+26,0-0,0,2,5,3-5,0-0,23,N.  Mohammed,0,4,6,C,5,1,5,"November 12, 2010",301112027,1,Bobcats
+12,2-2,5,1,3,8-10,1-2,38,B.  Diaw,2,1,19,C,5,0,4,"November 12, 2010",301112027,1,Bobcats
+16,3-5,10,0,2,5-8,4-5,33,D.J. ,0,0,17,PG,2,1,4,"November 12, 2010",301112027,1,Bobcats
-11,0-0,2,0,4,1-6,2-2,14,T.  Thomas,5,2,4,PF,9,0,2,"November 12, 2010",301112027,0,Bobcats
-7,0-0,0,0,0,0-0,0-0,0,D.  McGuire,0,0,0,PF,0,0,0,"November 12, 2010",301112027,0,Bobcats
+26,0-0,0,0,0,0-0,0-0,0,E.  Najera,0,0,0,PF,0,0,0,"November 12, 2010",301112027,0,Bobcats
-7,0-0,0,1,1,1-2,1-2,7,D.  Brown,1,1,3,SF,2,0,1,"November 12, 2010",301112027,0,Bobcats
-4,0-0,0,0,0,0-0,0-0,0,K.  Brown,0,0,0,C,0,0,0,"November 12, 2010",301112027,0,Bobcats
-4,0-0,0,0,3,0-1,0-0,11,D.  Diop,1,0,0,C,4,0,0,"November 12, 2010",301112027,0,Bobcats
+0,0-0,0,0,0,0-0,0-0,0,S.  Collins,0,0,0,PG,0,0,0,"November 12, 2010",301112027,0,Bobcats
-13,0-0,1,0,0,1-5,2-2,17,S.  Livingston,0,2,4,PG,0,1,1,"November 12, 2010",301112027,0,Bobcats
-2,0-0,0,0,0,0-2,0-0,3,G.  Henderson,0,0,0,SG,0,0,0,"November 12, 2010",301112027,0,Bobcats
-4,0-2,1,0,2,1-4,0-1,12,M.  Carroll,0,0,2,SG,2,0,0,"November 12, 2010",301112027,0,Bobcats
-7,0-2,0,0,1,1-8,0-0,21,A.  Thornton,1,4,2,SF,2,1,2,"November 12, 2010",301112027,1,Wizards
-12,0-0,2,0,4,10-21,2-2,38,A.  Blatche,5,0,22,C,9,2,1,"November 12, 2010",301112027,1,Wizards
-6,0-0,1,2,2,4-5,2-3,21,J.  McGee,0,1,10,C,2,1,2,"November 12, 2010",301112027,1,Wizards
-17,1-4,11,0,3,6-16,0-0,40,J.  Wall,1,2,13,PG,4,4,1,"November 12, 2010",301112027,1,Wizards
-5,2-3,8,0,1,5-7,2-2,38,K.  Hinrich,0,2,14,SG,1,1,0,"November 12, 2010",301112027,1,Wizards
+0,0-0,0,0,0,0-0,0-0,0,T.  Booker,0,0,0,PF,0,0,0,"November 12, 2010",301112027,0,Wizards
+0,0-0,0,0,0,0-0,0-0,0,C.  Martin,0,0,0,PF,0,0,0,"November 12, 2010",301112027,0,Wizards
+4,0-0,0,0,0,1-1,0-1,5,H.  Armstrong,2,1,2,PF,2,1,0,"November 12, 2010",301112027,0,Wizards
-2,0-0,1,6,1,3-7,2-2,32,Y.  Jianlian,3,4,8,SF,4,1,2,"November 12, 2010",301112027,0,Wizards
-4,0-0,0,0,0,0-0,0-0,0,J.  Howard,0,0,0,SF,0,0,0,"November 12, 2010",301112027,0,Wizards
+0,0-0,0,0,0,0-0,0-0,0,H.  Ndiaye,0,0,0,C,0,0,0,"November 12, 2010",301112027,0,Wizards
+0,0-0,0,0,0,0-0,0-0,0,K.  Seraphin,0,0,0,C,0,0,0,"November 12, 2010",301112027,0,Wizards
+1,1-9,4,1,5,2-14,0-0,32,G.  Arenas,1,2,5,PG,6,2,4,"November 12, 2010",301112027,0,Wizards
-6,0-0,0,0,0,0-0,0-0,0,L.  Hudson,0,0,0,SG,0,0,0,"November 12, 2010",301112027,0,Wizards
+4,1-3,0,0,0,4-7,0-0,13,N.  Young,0,3,9,SG,0,0,0,"November 12, 2010",301112027,0,Wizards
+0,0-0,0,1,5,7-11,3-4,33,P.  Millsap,1,4,17,PF,6,0,1,"November 13, 2010",301113030,1,Jazz
-6,1-3,4,0,6,4-11,3-5,38,A.  Kirilenko,1,0,12,SF,7,1,0,"November 13, 2010",301113030,1,Jazz
-6,0-0,1,3,4,8-13,3-3,31,A.  Jefferson,2,0,19,C,6,1,0,"November 13, 2010",301113030,1,Jazz
+1,1-5,9,2,1,5-15,6-8,35,D.  Williams,1,3,17,PG,2,0,3,"November 13, 2010",301113030,1,Jazz
-13,0-1,1,0,4,1-4,2-2,22,R.  Bell,0,5,4,SG,4,0,0,"November 13, 2010",301113030,1,Jazz
-3,0-0,1,0,0,2-3,0-0,8,J.  Evans,1,0,4,sF,1,0,0,"November 13, 2010",301113030,0,Jazz
+2,0-0,0,0,0,0-1,0-0,4,G.  Hayward,1,0,0,SF,1,0,2,"November 13, 2010",301113030,0,Jazz
+18,1-3,3,0,3,4-13,5-5,26,C.  Miles,3,5,14,SF,6,2,1,"November 13, 2010",301113030,0,Jazz
+7,0-0,1,1,3,2-3,0-2,17,K.  Fesenko,1,2,4,C,4,0,0,"November 13, 2010",301113030,0,Jazz
-13,0-0,0,0,0,0-0,0-0,0,M.  Okur,0,0,0,C,0,0,0,"November 13, 2010",301113030,0,Jazz
+4,0-0,0,0,3,0-1,0-0,7,F.  Elson,0,0,0,C,3,0,0,"November 13, 2010",301113030,0,Jazz
+1,1-2,1,0,0,1-2,0-0,5,R.  Price,0,1,3,PG,0,0,0,"November 13, 2010",301113030,0,Jazz
+0,0-0,1,0,0,1-2,0-0,13,E.  Watson,0,2,2,PG,0,0,2,"November 13, 2010",301113030,0,Jazz
+7,5-13,6,1,3,6-18,7-8,33,S.  Jackson,2,2,24,SF,5,3,2,"November 13, 2010",301113030,1,Bobcats
+2,2-4,3,2,7,4-11,3-6,39,G.  Wallace,1,2,13,SF,8,2,0,"November 13, 2010",301113030,1,Bobcats
+7,0-0,2,4,12,10-16,2-3,36,N.  Mohammed,8,4,22,C,20,0,0,"November 13, 2010",301113030,1,Bobcats
+0,1-2,2,0,1,5-11,1-2,34,B.  Diaw,1,5,12,C,2,0,2,"November 13, 2010",301113030,1,Bobcats
+6,0-2,10,0,3,4-11,4-5,41,D.J. ,0,3,12,PG,3,0,2,"November 13, 2010",301113030,1,Bobcats
-6,0-0,0,0,0,0-0,0-0,0,T.  Thomas,0,0,0,PF,0,0,0,"November 13, 2010",301113030,0,Bobcats
+0,0-0,0,0,0,0-0,0-0,0,D.  McGuire,0,0,0,PF,0,0,0,"November 13, 2010",301113030,0,Bobcats
-4,0-0,0,0,1,0-0,0-0,7,E.  Najera,0,2,0,PF,1,0,0,"November 13, 2010",301113030,0,Bobcats
-5,0-0,2,0,0,2-3,0-0,15,D.  Brown,0,0,4,SF,0,0,2,"November 13, 2010",301113030,0,Bobcats
-6,0-0,0,0,0,0-0,0-0,0,K.  Brown,0,0,0,C,0,0,0,"November 13, 2010",301113030,0,Bobcats
-8,0-0,1,1,1,1-3,0-0,11,D.  Diop,0,2,2,C,1,0,0,"November 13, 2010",301113030,0,Bobcats
+0,0-0,0,0,0,0-0,0-0,0,S.  Collins,0,0,0,PG,0,0,0,"November 13, 2010",301113030,0,Bobcats
-5,0-0,0,0,1,2-3,0-0,16,S.  Livingston,1,3,4,PG,2,0,0,"November 13, 2010",301113030,0,Bobcats
+0,0-0,0,0,0,0-0,0-0,0,G.  Henderson,0,0,0,SG,0,0,0,"November 13, 2010",301113030,0,Bobcats
-5,0-0,0,0,1,1-3,0-0,8,M.  Carroll,0,1,2,SG,1,0,0,"November 13, 2010",301113030,0,Bobcats
-10,3-3,2,2,3,12-25,1-3,39,M.  Beasley,2,4,28,SF,5,0,2,"November 15, 2010",301115030,1,Timberwolves
+0,0-2,4,2,2,2-5,0-2,29,W.  Johnson,0,1,4,SF,2,0,0,"November 15, 2010",301115030,1,Timberwolves
-11,0-0,5,4,8,5-11,3-4,38,D.  Milicic,4,4,13,C,12,0,0,"November 15, 2010",301115030,1,Timberwolves
-7,1-3,0,1,7,8-16,3-3,32,K.  Love,2,5,20,C,9,1,4,"November 15, 2010",301115030,1,Timberwolves
-10,1-2,6,0,1,5-11,0-0,31,S.  Telfair,0,3,11,PG,1,0,3,"November 15, 2010",301115030,1,Timberwolves
+14,2-4,0,0,4,4-8,3-4,22,A.  Tolliver,0,2,13,PF,4,1,0,"November 15, 2010",301115030,0,Timberwolves
-3,0-1,1,0,0,0-2,0-0,6,L.  Hayward,0,3,0,SF,0,1,0,"November 15, 2010",301115030,0,Timberwolves
+12,0-0,0,0,0,0-0,0-0,0,M.  Webster,0,0,0,SF,0,0,0,"November 15, 2010",301115030,0,Timberwolves
+0,0-1,0,0,0,0-1,0-0,1,K.  Koufos,0,0,0,C,0,0,0,"November 15, 2010",301115030,0,Timberwolves
+0,0-0,0,0,0,0-0,0-0,0,N.  Pekovic,0,0,0,C,0,0,0,"November 15, 2010",301115030,0,Timberwolves
-9,0-0,0,0,0,0-0,0-0,0,L.  Ridnour,0,0,0,PG,0,0,0,"November 15, 2010",301115030,0,Timberwolves
-3,0-0,0,0,0,0-0,0-0,0,J.  Flynn,0,0,0,PG,0,0,0,"November 15, 2010",301115030,0,Timberwolves
+8,1-2,2,0,1,4-5,1-2,17,S.  Gaines,0,1,10,PG,1,0,0,"November 15, 2010",301115030,0,Timberwolves
+0,0-0,0,0,0,0-0,0-0,0,W.  Ellington,0,0,0,SG,0,0,0,"November 15, 2010",301115030,0,Timberwolves
+4,1-2,1,0,2,3-9,4-5,26,C.  Brewer,1,4,11,SG,3,2,1,"November 15, 2010",301115030,0,Timberwolves
+9,5-6,3,0,1,9-16,3-3,42,S.  Jackson,1,0,26,SF,2,1,0,"November 15, 2010",301115030,1,Bobcats
+7,1-3,5,1,4,4-10,17-19,40,G.  Wallace,0,6,26,SF,4,2,3,"November 15, 2010",301115030,1,Bobcats
+2,0-0,1,2,4,5-9,1-1,15,N.  Mohammed,0,4,11,C,4,0,0,"November 15, 2010",301115030,1,Bobcats
-2,0-1,0,1,6,3-6,0-0,25,B.  Diaw,1,3,6,C,7,0,2,"November 15, 2010",301115030,1,Bobcats
+9,1-3,11,0,4,3-9,2-4,35,D.J. ,1,1,9,PG,5,0,1,"November 15, 2010",301115030,1,Bobcats
+12,0-0,0,4,7,8-11,4-7,31,T.  Thomas,3,3,20,PF,10,2,7,"November 15, 2010",301115030,0,Bobcats
-11,0-0,0,0,0,0-0,0-0,0,D.  McGuire,0,0,0,PF,0,0,0,"November 15, 2010",301115030,0,Bobcats
+2,0-0,0,0,0,0-0,0-0,0,E.  Najera,0,0,0,PF,0,0,0,"November 15, 2010",301115030,0,Bobcats
-1,0-1,0,0,1,3-5,1-2,9,D.  Brown,0,0,7,SF,1,0,0,"November 15, 2010",301115030,0,Bobcats
-9,0-0,0,3,2,1-2,1-2,11,K.  Brown,1,3,3,C,3,0,0,"November 15, 2010",301115030,0,Bobcats
-2,0-0,0,0,3,1-2,0-0,10,D.  Diop,1,1,2,C,4,0,2,"November 15, 2010",301115030,0,Bobcats
+0,0-0,1,0,0,0-2,0-0,8,S.  Collins,0,0,0,PG,0,0,0,"November 15, 2010",301115030,0,Bobcats
-10,0-0,4,0,5,1-1,1-2,14,S.  Livingston,0,2,3,PG,5,0,1,"November 15, 2010",301115030,0,Bobcats
-1,0-0,0,0,0,0-0,0-0,0,G.  Henderson,0,0,0,SG,0,0,0,"November 15, 2010",301115030,0,Bobcats
+0,0-0,0,0,0,0-0,0-0,0,M.  Carroll,0,0,0,SG,0,0,0,"November 15, 2010",301115030,0,Bobcats
-7,4-9,2,1,2,12-24,2-2,41,S.  Jackson,1,3,30,SF,3,1,2,"November 19, 2010",301119014,1,Bobcats
+1,0-1,2,0,8,2-9,2-2,32,G.  Wallace,1,6,6,SF,9,1,4,"November 19, 2010",301119014,1,Bobcats
-6,0-0,0,0,5,5-9,2-3,19,N.  Mohammed,0,1,12,C,5,0,1,"November 19, 2010",301119014,1,Bobcats
-5,0-2,7,0,3,4-7,0-0,41,B.  Diaw,0,3,8,C,3,3,5,"November 19, 2010",301119014,1,Bobcats
-2,0-3,5,0,2,1-4,1-2,25,D.J. ,0,2,3,PG,2,1,0,"November 19, 2010",301119014,1,Bobcats
+2,0-0,0,0,3,2-5,5-6,19,T.  Thomas,0,3,9,PF,3,0,1,"November 19, 2010",301119014,0,Bobcats
+4,0-0,0,0,0,0-0,0-0,0,D.  McGuire,0,0,0,PF,0,0,0,"November 19, 2010",301119014,0,Bobcats
-6,0-0,0,0,0,0-0,0-0,0,E.  Najera,0,0,0,PF,0,0,0,"November 19, 2010",301119014,0,Bobcats
-5,0-0,1,0,3,2-2,3-3,21,D.  Brown,0,3,7,SF,3,2,0,"November 19, 2010",301119014,0,Bobcats
-4,0-0,1,0,4,1-1,0-2,10,K.  Brown,0,1,2,C,4,0,0,"November 19, 2010",301119014,0,Bobcats
+0,0-0,0,0,0,0-0,0-0,0,D.  Diop,0,0,0,C,0,0,0,"November 19, 2010",301119014,0,Bobcats
-1,0-1,1,0,0,0-1,0-0,4,S.  Collins,0,0,0,PG,0,0,0,"November 19, 2010",301119014,0,Bobcats
-6,0-1,2,0,6,4-9,2-2,24,S.  Livingston,0,1,10,PG,6,0,1,"November 19, 2010",301119014,0,Bobcats
-5,0-0,0,0,0,0-0,0-0,0,G.  Henderson,0,0,0,SG,0,0,0,"November 19, 2010",301119014,0,Bobcats
-7,0-0,0,0,0,0-0,0-0,4,M.  Carroll,0,0,0,SG,0,0,0,"November 19, 2010",301119014,0,Bobcats
+15,0-0,1,0,12,7-15,8-8,38,C.  Bosh,2,2,22,PF,14,0,3,"November 19, 2010",301119014,1,Heat
+4,2-5,5,0,2,12-25,6-7,39,L.  James,0,1,32,SF,2,2,4,"November 19, 2010",301119014,1,Heat
-1,0-0,0,2,6,4-5,0-0,19,Z.  Ilgauskas,3,2,8,C,9,1,0,"November 19, 2010",301119014,1,Heat
+5,1-1,1,0,1,2-5,3-4,16,C.  Arroyo,0,0,8,PG,1,0,0,"November 19, 2010",301119014,1,Heat
+7,0-4,4,0,3,4-13,3-6,36,D.  Wade,0,3,11,SG,3,2,2,"November 19, 2010",301119014,1,Heat
+0,0-0,0,0,0,0-0,0-0,0,J.  Howard,0,0,0,PF,0,0,0,"November 19, 2010",301119014,0,Heat
+7,0-0,1,0,6,3-6,0-0,32,U.  Haslem,3,2,6,PF,9,0,1,"November 19, 2010",301119014,0,Heat
-5,0-0,0,0,0,0-1,0-0,7,J.  Anthony,2,2,0,PF,2,0,1,"November 19, 2010",301119014,0,Heat
+0,0-0,0,0,0,0-0,0-0,0,J.  Stackhouse,0,0,0,SF,0,0,0,"November 19, 2010",301119014,0,Heat
-6,0-0,0,0,0,0-0,0-0,0,J.  Magloire,0,0,0,C,0,0,0,"November 19, 2010",301119014,0,Heat
-2,0-0,0,0,0,0-0,0-0,0,D.  Pittman,0,0,0,C,0,0,0,"November 19, 2010",301119014,0,Heat
+4,0-1,1,0,0,0-1,0-0,6,M.  Chalmers,0,1,0,PG,0,1,0,"November 19, 2010",301119014,0,Heat
-7,0-0,0,0,0,0-0,0-0,0,M.  Miller,0,0,0,SG,0,0,0,"November 19, 2010",301119014,0,Heat
-1,0-0,0,0,1,0-3,1-1,19,E.  House,0,4,1,SG,1,0,1,"November 19, 2010",301119014,0,Heat
+5,2-6,1,1,3,2-6,1-1,28,J.  Jones,0,1,7,SG,3,0,0,"November 19, 2010",301119014,0,Heat
-13,1-3,1,2,5,3-7,4-4,40,C.  Frye,1,4,11,PF,6,0,0,"November 20, 2010",301120030,1,Suns
