+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,Pos,REB,STL,TO,date,game_id,starter,team
+11,1-2,2,0,6,3-4,0-0,16,K.  Leonard,1,1,7,SF,7,1,1,"April 16, 2012",320416009,1,Spurs
+4,0-0,0,0,4,4-7,2-3,19,D.  Blair,1,2,10,C,5,2,0,"April 16, 2012",320416009,1,Spurs
+20,0-0,0,1,0,5-8,3-4,11,T.  Duncan,2,0,13,C,2,1,0,"April 16, 2012",320416009,1,Spurs
+18,0-0,5,0,1,2-7,4-4,15,T.  Parker,1,2,8,PG,2,0,1,"April 16, 2012",320416009,1,Spurs
+16,3-7,1,0,3,4-11,0-0,19,D.  Green,2,0,11,SG,5,0,0,"April 16, 2012",320416009,1,Spurs
-6,0-4,4,0,5,0-6,8-9,22,S.  Jackson,1,1,8,SF,6,1,2,"April 16, 2012",320416009,0,Spurs
+6,2-5,1,0,1,3-7,0-0,18,M.  Bonner,1,1,8,C,2,0,0,"April 16, 2012",320416009,0,Spurs
-7,1-1,1,1,4,2-6,0-0,22,B.  Diaw,5,3,5,C,9,0,2,"April 16, 2012",320416009,0,Spurs
+15,0-0,2,2,5,3-9,9-12,22,T.  Splitter,3,2,15,C,8,0,5,"April 16, 2012",320416009,0,Spurs
-9,0-2,1,0,1,1-7,4-4,17,P.  Mills,1,0,6,PG,2,1,1,"April 16, 2012",320416009,0,Spurs
+15,3-3,5,0,3,5-10,4-4,25,G.  Neal,0,1,17,PG,3,0,0,"April 16, 2012",320416009,0,Spurs
+11,0-0,0,0,0,0-0,0-0,0,C.  Joseph,0,0,0,PG,0,0,0,"April 16, 2012",320416009,0,Spurs
+15,2-3,4,0,2,4-7,2-3,15,M.  Ginobili,1,0,12,SG,3,0,1,"April 16, 2012",320416009,0,Spurs
+7,0-0,1,0,1,0-3,0-0,19,J.  Anderson,0,1,0,SG,1,0,1,"April 16, 2012",320416009,0,Spurs
-15,3-6,1,1,5,5-12,4-4,33,D.  Wright,1,4,17,SF,6,1,0,"April 16, 2012",320416009,1,Warriors
-17,0-0,0,0,3,0-3,0-0,14,M.  Gladness,0,1,0,C,3,0,1,"April 16, 2012",320416009,1,Warriors
-14,0-0,2,0,5,5-13,1-2,33,J.  Tyler,5,4,11,C,10,1,3,"April 16, 2012",320416009,1,Warriors
-5,0-0,4,0,2,0-8,2-2,23,C.  Jenkins,0,5,2,PG,2,1,2,"April 16, 2012",320416009,1,Warriors
-24,2-5,5,0,8,12-22,3-4,43,K.  Thompson,0,4,29,SG,8,2,3,"April 16, 2012",320416009,1,Warriors
+0,0-0,0,0,0,0-0,0-0,0,D.  Lee,0,0,0,PF,0,0,0,"April 16, 2012",320416009,0,Warriors
-6,0-0,3,0,3,1-4,0-0,15,D.  McGuire,1,1,2,PF,4,1,2,"April 16, 2012",320416009,0,Warriors
+8,0-0,0,3,2,0-4,0-0,16,C.  Wright,5,2,0,SF,7,1,1,"April 16, 2012",320416009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,R.  Jefferson,0,0,0,SF,0,0,0,"April 16, 2012",320416009,0,Warriors
-5,0-0,1,0,2,1-2,0-0,9,M.  Moore,2,5,2,C,4,0,1,"April 16, 2012",320416009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,A.  Biedrins,0,0,0,C,0,0,0,"April 16, 2012",320416009,0,Warriors
+15,0-0,0,0,0,0-0,0-0,0,A.  Bogut,0,0,0,C,0,0,0,"April 16, 2012",320416009,0,Warriors
-4,3-7,7,0,2,11-20,5-5,31,N.  Robinson,0,4,30,PG,2,1,2,"April 16, 2012",320416009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,S.  Curry,0,0,0,PG,0,0,0,"April 16, 2012",320416009,0,Warriors
-23,0-2,1,0,1,3-5,0-0,23,B.  Rush,0,1,6,SG,1,1,1,"April 16, 2012",320416009,0,Warriors
+21,2-4,9,1,2,8-14,0-0,39,M.  World Peace,0,0,18,SF,2,0,2,"April 18, 2012",320418009,1,Lakers
+4,0-0,0,0,3,2-5,1-2,29,D.  Ebanks,1,0,5,SF,4,0,0,"April 18, 2012",320418009,1,Lakers
+24,0-0,11,3,9,7-16,8-8,35,P.  Gasol,2,2,22,C,11,0,0,"April 18, 2012",320418009,1,Lakers
+8,0-0,1,1,8,12-14,7-7,30,A.  Bynum,1,3,31,C,9,1,4,"April 18, 2012",320418009,1,Lakers
+6,0-1,5,0,6,3-8,3-6,26,R.  Sessions,1,0,9,PG,7,1,1,"April 18, 2012",320418009,1,Lakers
+6,0-0,2,0,4,1-3,1-4,18,J.  McRoberts,1,0,3,PF,5,2,0,"April 18, 2012",320418009,0,Lakers
-7,0-0,0,0,4,0-3,0-0,11,T.  Murphy,0,1,0,PF,4,0,0,"April 18, 2012",320418009,0,Lakers
-11,0-0,0,0,0,0-0,0-0,0,C.  Eyenga,0,0,0,SF,0,0,0,"April 18, 2012",320418009,0,Lakers
+0,0-0,0,0,0,0-0,0-0,0,K.  Bryant,0,0,0,SF,0,0,0,"April 18, 2012",320418009,0,Lakers
+12,1-4,4,1,6,2-6,1-1,22,M.  Barnes,3,1,6,SF,9,3,0,"April 18, 2012",320418009,0,Lakers
-7,0-0,0,0,0,0-1,0-0,3,J.  Hill,2,1,0,C,2,0,2,"April 18, 2012",320418009,0,Lakers
-9,0-1,0,0,1,0-1,0-0,4,A.  Goudelock,0,0,0,PG,1,0,0,"April 18, 2012",320418009,0,Lakers
-9,0-1,1,0,1,0-2,0-0,4,D.  Morris,0,0,0,PG,1,0,2,"April 18, 2012",320418009,0,Lakers
+11,1-5,1,0,0,2-6,0-0,20,S.  Blake,0,2,5,PG,0,0,3,"April 18, 2012",320418009,0,Lakers
-8,1-3,3,0,5,5-11,1-2,29,D.  Wright,2,0,12,SF,7,3,1,"April 18, 2012",320418009,1,Warriors
+8,0-0,0,1,4,4-8,0-0,23,M.  Gladness,1,2,8,C,5,1,0,"April 18, 2012",320418009,1,Warriors
-4,0-0,0,1,4,6-13,3-4,21,J.  Tyler,2,5,15,C,6,1,2,"April 18, 2012",320418009,1,Warriors
-3,0-1,11,0,1,3-8,0-0,32,C.  Jenkins,0,3,6,PG,1,1,1,"April 18, 2012",320418009,1,Warriors
-11,1-8,5,0,4,7-22,2-2,43,K.  Thompson,0,3,17,SG,4,1,3,"April 18, 2012",320418009,1,Warriors
+0,0-0,0,0,0,0-0,0-0,0,D.  Lee,0,0,0,PF,0,0,0,"April 18, 2012",320418009,0,Warriors
-18,0-0,1,0,4,4-9,0-0,27,D.  McGuire,0,2,8,PF,4,1,1,"April 18, 2012",320418009,0,Warriors
+9,0-0,0,0,2,0-1,0-0,4,C.  Wright,1,0,0,SF,3,0,0,"April 18, 2012",320418009,0,Warriors
-14,1-4,1,0,2,3-8,0-1,20,R.  Jefferson,0,4,7,SF,2,0,1,"April 18, 2012",320418009,0,Warriors
-8,0-0,0,0,2,2-2,0-0,11,M.  Moore,1,3,4,C,3,0,1,"April 18, 2012",320418009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,A.  Biedrins,0,0,0,C,0,0,0,"April 18, 2012",320418009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,A.  Bogut,0,0,0,C,0,0,0,"April 18, 2012",320418009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,N.  Robinson,0,0,0,PG,0,0,0,"April 18, 2012",320418009,0,Warriors
-3,0-0,0,0,0,0-0,0-0,0,S.  Curry,0,0,0,PG,0,0,0,"April 18, 2012",320418009,0,Warriors
-11,1-3,2,1,5,4-8,1-1,30,B.  Rush,0,0,10,SG,5,0,1,"April 18, 2012",320418009,0,Warriors
-6,0-6,2,2,5,4-12,1-1,37,R.  Jefferson,1,3,9,SF,6,1,2,"April 21, 2012",320421010,1,Warriors
-1,0-0,0,0,0,1-2,2-4,12,M.  Gladness,1,0,4,C,1,0,0,"April 21, 2012",320421010,1,Warriors
+6,0-0,0,1,5,4-7,0-0,27,J.  Tyler,1,2,8,C,6,0,2,"April 21, 2012",320421010,1,Warriors
+4,0-1,8,0,5,5-13,6-6,40,C.  Jenkins,0,0,16,PG,5,1,5,"April 21, 2012",320421010,1,Warriors
-4,2-5,3,0,4,9-19,4-4,43,K.  Thompson,0,3,24,SG,4,1,3,"April 21, 2012",320421010,1,Warriors
+0,0-0,0,0,0,0-0,0-0,0,D.  Lee,0,0,0,PF,0,0,0,"April 21, 2012",320421010,0,Warriors
-2,0-0,2,1,1,3-7,2-2,29,D.  McGuire,3,2,8,PF,4,2,0,"April 21, 2012",320421010,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,C.  Wright,0,0,0,SF,0,0,0,"April 21, 2012",320421010,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,D.  Wright,0,0,0,SF,0,0,0,"April 21, 2012",320421010,0,Warriors
-15,0-0,1,0,1,2-2,4-4,18,M.  Moore,2,4,8,C,3,0,2,"April 21, 2012",320421010,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,A.  Biedrins,0,0,0,C,0,0,0,"April 21, 2012",320421010,0,Warriors
+3,0-0,0,0,0,0-0,0-0,0,A.  Bogut,0,0,0,C,0,0,0,"April 21, 2012",320421010,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,N.  Robinson,0,0,0,PG,0,0,0,"April 21, 2012",320421010,0,Warriors
+4,0-0,0,0,0,0-0,0-0,0,S.  Curry,0,0,0,PG,0,0,0,"April 21, 2012",320421010,0,Warriors
+3,3-4,1,1,7,8-11,0-1,34,B.  Rush,0,2,19,SG,7,1,3,"April 21, 2012",320421010,0,Warriors
+3,0-0,1,0,4,6-13,1-2,28,L.  Scola,1,5,13,PF,5,2,2,"April 21, 2012",320421010,1,Rockets
+3,2-4,0,0,3,3-7,0-0,22,C.  Parsons,2,0,8,SF,5,2,0,"April 21, 2012",320421010,1,Rockets
+11,0-0,5,2,7,2-6,0-0,24,M.  Camby,2,3,4,C,9,2,0,"April 21, 2012",320421010,1,Rockets
+3,2-5,7,0,1,8-17,0-0,41,G.  Dragic,2,5,18,PG,3,3,5,"April 21, 2012",320421010,1,Rockets
+11,4-10,1,0,1,7-17,2-2,39,C.  Lee,1,3,20,SG,2,1,1,"April 21, 2012",320421010,1,Rockets
-4,0-0,0,0,0,0-0,0-0,0,G.  Smith,0,0,0,PF,0,0,0,"April 21, 2012",320421010,0,Rockets
+3,0-0,3,0,1,5-8,0-0,26,P.  Patterson,4,2,10,PF,5,0,3,"April 21, 2012",320421010,0,Rockets
-6,0-1,1,0,0,3-4,0-0,8,M.  Morris,0,0,6,PF,0,0,0,"April 21, 2012",320421010,0,Rockets
-4,2-4,1,0,3,4-7,1-2,27,C.  Budinger,0,0,11,SF,3,0,2,"April 21, 2012",320421010,0,Rockets
+11,0-0,0,0,0,0-0,0-0,0,D.  Simpson,0,0,0,SF,0,0,0,"April 21, 2012",320421010,0,Rockets
-9,0-0,0,3,5,2-2,5-8,19,S.  Dalembert,3,1,9,C,8,0,0,"April 21, 2012",320421010,0,Rockets
-4,0-0,0,0,0,0-0,0-0,0,C.  Fortson,0,0,0,PG,0,0,0,"April 21, 2012",320421010,0,Rockets
+0,0-0,0,0,0,0-0,0-0,0,E.  Boykins,0,0,0,PG,0,0,0,"April 21, 2012",320421010,0,Rockets
+0,0-2,3,0,0,0-3,0-1,7,K.  Lowry,0,1,0,PG,0,1,0,"April 21, 2012",320421010,0,Rockets
+0,0-0,0,0,0,0-0,0-0,0,K.  Martin,0,0,0,SG,0,0,0,"April 21, 2012",320421010,0,Rockets
-14,2-3,0,1,5,4-8,0-0,25,R.  Jefferson,1,0,10,SF,6,1,0,"April 22, 2012",320422016,1,Warriors
-13,0-0,0,0,2,0-3,0-0,12,M.  Gladness,1,5,0,C,3,0,1,"April 22, 2012",320422016,1,Warriors
-18,0-0,0,1,3,4-12,0-1,22,J.  Tyler,3,1,8,C,6,1,0,"April 22, 2012",320422016,1,Warriors
+5,0-0,9,0,6,12-22,0-0,48,C.  Jenkins,0,3,24,PG,6,0,3,"April 22, 2012",320422016,1,Warriors
+8,0-6,3,2,3,8-21,1-1,43,K.  Thompson,1,1,17,SG,4,1,3,"April 22, 2012",320422016,1,Warriors
+0,0-0,0,0,0,0-0,0-0,0,D.  Lee,0,0,0,PF,0,0,0,"April 22, 2012",320422016,0,Warriors
+22,0-0,4,1,4,4-5,4-6,32,D.  McGuire,3,1,12,PF,7,1,1,"April 22, 2012",320422016,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,C.  Wright,0,0,0,SF,0,0,0,"April 22, 2012",320422016,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,D.  Wright,0,0,0,SF,0,0,0,"April 22, 2012",320422016,0,Warriors
+19,0-0,0,1,2,1-4,1-2,24,M.  Moore,2,5,3,C,4,2,1,"April 22, 2012",320422016,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,A.  Biedrins,0,0,0,C,0,0,0,"April 22, 2012",320422016,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,A.  Bogut,0,0,0,C,0,0,0,"April 22, 2012",320422016,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,N.  Robinson,0,0,0,PG,0,0,0,"April 22, 2012",320422016,0,Warriors
-6,0-0,0,0,0,0-0,0-0,0,S.  Curry,0,0,0,PG,0,0,0,"April 22, 2012",320422016,0,Warriors
+16,3-7,2,1,9,8-17,0-0,34,B.  Rush,0,1,19,SG,9,0,0,"April 22, 2012",320422016,0,Warriors
+1,4-9,1,0,5,7-14,0-0,38,M.  Webster,0,2,18,SF,5,0,1,"April 22, 2012",320422016,1,Timberwolves
+6,0-0,0,5,5,3-10,8-8,34,A.  Randolph,2,3,14,SF,7,0,4,"April 22, 2012",320422016,1,Timberwolves
+10,1-2,1,1,1,1-2,2-2,22,W.  Johnson,0,2,5,SF,1,0,0,"April 22, 2012",320422016,1,Timberwolves
+5,0-0,2,1,13,7-13,5-5,37,N.  Pekovic,3,2,19,C,16,0,3,"April 22, 2012",320422016,1,Timberwolves
-5,2-9,12,0,2,5-18,2-2,48,J.J. ,0,1,14,PG,2,1,3,"April 22, 2012",320422016,1,Timberwolves
-10,0-0,0,0,0,1-5,2-2,11,D.  Williams,1,0,4,PF,1,0,0,"April 22, 2012",320422016,0,Timberwolves
-11,0-2,1,1,1,1-4,0-0,14,A.  Tolliver,1,0,2,PF,2,0,0,"April 22, 2012",320422016,0,Timberwolves
-15,0-3,1,2,7,3-11,2-2,26,M.  Beasley,2,2,8,SF,9,0,1,"April 22, 2012",320422016,0,Timberwolves
+0,0-0,0,0,0,0-0,0-0,0,B.  Miller,0,0,0,C,0,0,0,"April 22, 2012",320422016,0,Timberwolves
+0,0-0,0,0,0,0-0,0-0,0,D.  Milicic,0,0,0,C,0,0,0,"April 22, 2012",320422016,0,Timberwolves
+0,0-0,0,0,0,0-0,0-0,0,K.  Love,0,0,0,C,0,0,0,"April 22, 2012",320422016,0,Timberwolves
-14,0-0,0,0,0,0-0,0-0,0,L.  Ridnour,0,0,0,PG,0,0,0,"April 22, 2012",320422016,0,Timberwolves
+5,0-0,0,0,0,0-0,0-0,0,R.  Rubio,0,0,0,PG,0,0,0,"April 22, 2012",320422016,0,Timberwolves
+0,0-0,0,0,0,0-0,0-0,0,M.  Lee,0,0,0,SG,0,0,0,"April 22, 2012",320422016,0,Timberwolves
-6,0-1,0,0,3,2-5,0-0,10,W.  Ellington,0,1,4,SG,3,0,0,"April 22, 2012",320422016,0,Timberwolves
-3,0-1,2,1,8,3-8,2-3,36,A.  Aminu,3,2,8,PF,11,0,4,"April 24, 2012",320424009,1,Hornets
+14,0-0,4,4,5,6-11,1-4,29,G.  Ayon,2,3,13,PF,7,1,0,"April 24, 2012",320424009,1,Hornets
-4,0-0,2,0,3,1-6,2-2,34,L.  Thomas,1,0,4,SF,4,0,0,"April 24, 2012",320424009,1,Hornets
+16,0-2,7,0,4,4-12,3-4,28,G.  Vasquez,2,0,11,PG,6,0,2,"April 24, 2012",320424009,1,Hornets
+5,2-2,4,0,3,9-14,3-3,35,M.  Belinelli,1,2,23,SG,4,3,1,"April 24, 2012",320424009,1,Hornets
+5,0-0,0,0,2,5-10,4-6,26,C.  Landry,4,1,14,PF,6,0,1,"April 24, 2012",320424009,0,Hornets
+0,0-0,0,0,0,0-0,0-0,0,J.  Smith,0,0,0,PF,0,0,0,"April 24, 2012",320424009,0,Hornets
+0,0-0,0,0,0,0-0,0-0,0,T.  Ariza,0,0,0,SF,0,0,0,"April 24, 2012",320424009,0,Hornets
-12,0-0,0,1,3,2-4,0-3,19,D.  Watkins,1,5,4,C,4,2,2,"April 24, 2012",320424009,0,Hornets
+0,0-0,0,0,0,0-0,0-0,0,C.  Kaman,0,0,0,C,0,0,0,"April 24, 2012",320424009,0,Hornets
+0,0-0,0,0,0,0-0,0-0,0,E.  Okafor,0,0,0,C,0,0,0,"April 24, 2012",320424009,0,Hornets
-8,0-0,3,0,1,1-5,3-4,25,J.  Dyson,0,2,5,PG,1,2,1,"April 24, 2012",320424009,0,Hornets
+0,0-0,0,0,0,0-0,0-0,0,J.  Jack,0,0,0,PG,0,0,0,"April 24, 2012",320424009,0,Hornets
+0,0-0,0,0,0,0-0,0-0,0,E.  Gordon,0,0,0,SG,0,0,0,"April 24, 2012",320424009,0,Hornets
-3,0-0,0,0,0,0-1,1-2,7,X.  Henry,0,2,1,SG,0,1,2,"April 24, 2012",320424009,0,Hornets
-1,2-4,1,0,2,3-6,0-0,21,R.  Jefferson,0,0,8,SF,2,1,0,"April 24, 2012",320424009,1,Warriors
-9,0-0,0,4,3,3-7,1-2,30,M.  Gladness,0,1,7,C,3,0,0,"April 24, 2012",320424009,1,Warriors
+6,0-0,2,0,6,5-17,3-5,40,J.  Tyler,2,6,13,C,8,1,1,"April 24, 2012",320424009,1,Warriors
-12,0-2,10,0,5,4-16,2-2,42,C.  Jenkins,0,3,10,PG,5,0,4,"April 24, 2012",320424009,1,Warriors
+7,1-3,0,0,3,7-12,1-1,28,K.  Thompson,0,4,16,SG,3,1,2,"April 24, 2012",320424009,1,Warriors
+0,0-0,0,0,0,0-0,0-0,0,D.  Lee,0,0,0,PF,0,0,0,"April 24, 2012",320424009,0,Warriors
+1,0-1,2,0,2,1-3,0-0,17,D.  McGuire,1,0,2,PF,3,2,2,"April 24, 2012",320424009,0,Warriors
-1,0-0,1,1,2,2-4,1-2,27,C.  Wright,5,2,5,SF,7,0,1,"April 24, 2012",320424009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,D.  Wright,0,0,0,SF,0,0,0,"April 24, 2012",320424009,0,Warriors
-3,0-0,1,1,2,2-5,1-1,20,M.  Moore,0,3,5,C,2,0,2,"April 24, 2012",320424009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,A.  Biedrins,0,0,0,C,0,0,0,"April 24, 2012",320424009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,A.  Bogut,0,0,0,C,0,0,0,"April 24, 2012",320424009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,N.  Robinson,0,0,0,PG,0,0,0,"April 24, 2012",320424009,0,Warriors
+16,0-0,0,0,0,0-0,0-0,0,S.  Curry,0,0,0,PG,0,0,0,"April 24, 2012",320424009,0,Warriors
+2,3-4,1,0,3,6-9,0-0,17,B.  Rush,1,0,15,SG,4,1,1,"April 24, 2012",320424009,0,Warriors
+8,0-0,1,0,10,10-19,2-2,39,D.  Blair,3,3,22,C,13,1,0,"April 26, 2012",320426009,1,Spurs
+10,1-1,4,0,7,2-2,0-0,20,B.  Diaw,0,2,5,C,7,0,3,"April 26, 2012",320426009,1,Spurs
+10,4-10,12,1,3,14-25,2-2,43,P.  Mills,2,1,34,PG,5,1,4,"April 26, 2012",320426009,1,Spurs
+4,2-3,0,2,1,2-3,0-0,8,D.  Green,0,1,6,SG,1,1,1,"April 26, 2012",320426009,1,Spurs
+17,1-5,3,1,2,7-17,4-5,40,J.  Anderson,5,2,19,SG,7,1,3,"April 26, 2012",320426009,1,Spurs
-5,0-6,1,0,4,2-9,4-4,33,D.  Byars,4,2,8,SF,8,2,0,"April 26, 2012",320426009,0,Spurs
+0,0-0,0,0,0,0-0,0-0,0,K.  Leonard,0,0,0,SF,0,0,0,"April 26, 2012",320426009,0,Spurs
+0,0-0,0,0,0,0-0,0-0,0,S.  Jackson,0,0,0,SF,0,0,0,"April 26, 2012",320426009,0,Spurs
-2,0-0,0,0,3,1-4,2-2,7,T.  Splitter,2,1,4,C,5,0,0,"April 26, 2012",320426009,0,Spurs
+9,0-0,0,0,0,0-0,0-0,0,T.  Duncan,0,0,0,C,0,0,0,"April 26, 2012",320426009,0,Spurs
-8,1-3,2,1,2,2-5,0-0,13,M.  Bonner,1,1,5,C,3,0,0,"April 26, 2012",320426009,0,Spurs
+0,0-0,0,0,0,0-0,0-0,0,G.  Neal,0,0,0,PG,0,0,0,"April 26, 2012",320426009,0,Spurs
-4,0-3,4,0,3,2-12,0-2,38,C.  Joseph,2,1,4,PG,5,1,2,"April 26, 2012",320426009,0,Spurs
+0,0-0,0,0,0,0-0,0-0,0,T.  Parker,0,0,0,PG,0,0,0,"April 26, 2012",320426009,0,Spurs
+10,0-0,0,0,0,0-0,0-0,0,M.  Ginobili,0,0,0,SG,0,0,0,"April 26, 2012",320426009,0,Spurs
-2,0-0,0,2,7,11-14,3-4,46,C.  Wright,1,1,25,SF,8,1,1,"April 26, 2012",320426009,1,Warriors
-8,0-0,2,1,7,7-10,0-0,39,M.  Gladness,2,1,14,C,9,0,0,"April 26, 2012",320426009,1,Warriors
-11,0-1,0,1,4,7-19,2-3,44,J.  Tyler,5,1,16,C,9,1,5,"April 26, 2012",320426009,1,Warriors
+1,0-0,7,0,3,8-13,0-0,26,C.  Jenkins,0,4,16,PG,3,3,0,"April 26, 2012",320426009,1,Warriors
-3,2-7,6,0,5,6-16,3-4,29,K.  Thompson,0,3,17,SG,5,0,3,"April 26, 2012",320426009,1,Warriors
+0,0-0,0,0,0,0-0,0-0,0,D.  Lee,0,0,0,PF,0,0,0,"April 26, 2012",320426009,0,Warriors
-4,0-0,8,0,3,5-11,1-1,27,D.  McGuire,0,1,11,PF,3,2,6,"April 26, 2012",320426009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,R.  Jefferson,0,0,0,SF,0,0,0,"April 26, 2012",320426009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,D.  Wright,0,0,0,SF,0,0,0,"April 26, 2012",320426009,0,Warriors
-3,0-0,2,1,5,1-4,0-0,29,M.  Moore,0,3,2,C,5,1,0,"April 26, 2012",320426009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,A.  Biedrins,0,0,0,C,0,0,0,"April 26, 2012",320426009,0,Warriors
+10,0-0,0,0,0,0-0,0-0,0,A.  Bogut,0,0,0,C,0,0,0,"April 26, 2012",320426009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,N.  Robinson,0,0,0,PG,0,0,0,"April 26, 2012",320426009,0,Warriors
+1,0-0,0,0,0,0-0,0-0,0,S.  Curry,0,0,0,PG,0,0,0,"April 26, 2012",320426009,0,Warriors
+0,0-0,0,0,0,0-0,0-0,0,B.  Rush,0,0,0,SG,0,0,0,"April 26, 2012",320426009,0,Warriors
-8,0-0,3,0,4,8-18,3-4,38,L.  Scola,3,3,19,PF,7,0,1,"December 26, 2011",311226019,1,Rockets
+7,0-3,2,0,3,1-5,1-1,20,C.  Budinger,0,0,3,SF,3,0,1,"December 26, 2011",311226019,1,Rockets
+0,0-0,1,1,2,3-3,0-0,20,J.  Hill,4,2,6,C,6,0,1,"December 26, 2011",311226019,1,Rockets
-4,1-6,12,1,6,5-12,9-10,36,K.  Lowry,1,5,20,PG,7,1,3,"December 26, 2011",311226019,1,Rockets
-4,0-6,1,0,0,1-10,2-2,33,K.  Martin,0,1,4,SG,0,1,0,"December 26, 2011",311226019,1,Rockets
+2,0-0,0,0,0,0-0,0-0,0,P.  Patterson,0,0,0,PF,0,0,0,"December 26, 2011",311226019,0,Rockets
-1,0-2,0,0,0,0-2,0-0,4,M.  Morris,0,2,0,PF,0,0,0,"December 26, 2011",311226019,0,Rockets
-8,0-0,0,0,1,0-0,0-0,7,J.  Adrien,0,4,0,SF,1,0,1,"December 26, 2011",311226019,0,Rockets
+0,0-0,0,0,0,0-0,0-0,0,C.  Parsons,0,0,0,SF,0,0,0,"December 26, 2011",311226019,0,Rockets
-4,0-0,0,3,3,5-6,0-0,20,S.  Dalembert,2,0,10,C,5,2,1,"December 26, 2011",311226019,0,Rockets
+10,0-0,0,0,0,0-0,0-0,0,H.  Thabeet,0,0,0,C,0,0,0,"December 26, 2011",311226019,0,Rockets
+0,0-0,0,0,0,0-0,0-0,0,J.  Flynn,0,0,0,PG,0,0,0,"December 26, 2011",311226019,0,Rockets
-5,1-2,4,0,2,2-4,0-0,12,G.  Dragic,1,0,5,PG,3,0,0,"December 26, 2011",311226019,0,Rockets
-10,2-5,2,0,6,5-12,1-2,27,T.  Williams,0,0,13,SG,6,0,0,"December 26, 2011",311226019,0,Rockets
-8,2-3,1,0,3,6-10,1-1,24,C.  Lee,0,0,15,SG,3,0,1,"December 26, 2011",311226019,0,Rockets
+8,2-8,1,1,3,3-9,0-0,28,R.  Anderson,2,2,8,PF,5,0,0,"December 26, 2011",311226019,1,Magic
+8,3-4,4,0,5,10-14,0-0,35,H.  Turkoglu,1,1,23,SF,6,0,3,"December 26, 2011",311226019,1,Magic
+4,0-0,3,3,5,9-15,3-5,37,D.  Howard,2,2,21,C,7,0,2,"December 26, 2011",311226019,1,Magic
-4,0-1,6,0,3,1-6,0-0,30,J.  Nelson,0,1,2,PG,3,1,2,"December 26, 2011",311226019,1,Magic
+6,0-2,1,0,3,5-8,0-0,33,J.  Richardson,0,3,10,SG,3,0,2,"December 26, 2011",311226019,1,Magic
+2,0-0,0,0,0,0-0,0-0,1,J.  Harper,0,0,0,PF,0,0,0,"December 26, 2011",311226019,0,Magic
+4,0-0,0,0,3,5-11,3-4,21,G.  Davis,1,3,13,PF,4,0,1,"December 26, 2011",311226019,0,Magic
+0,0-0,0,0,0,0-0,0-0,0,E.  Clark,0,0,0,SF,0,0,0,"December 26, 2011",311226019,0,Magic
+0,0-0,0,0,0,0-0,0-0,0,Q.  Richardson,0,0,0,SF,0,0,0,"December 26, 2011",311226019,0,Magic
+11,0-0,0,0,0,0-0,0-0,0,D.  Orton,0,0,0,C,0,0,0,"December 26, 2011",311226019,0,Magic
+13,1-1,2,0,1,2-4,0-0,18,C.  Duhon,0,2,5,PG,1,0,1,"December 26, 2011",311226019,0,Magic
+8,0-0,0,0,0,0-0,0-0,0,D.  Liggins,0,0,0,SG,0,0,0,"December 26, 2011",311226019,0,Magic
-1,0-2,0,0,4,1-4,0-0,8,V.  Wafer,0,0,2,SG,4,0,0,"December 26, 2011",311226019,0,Magic
+5,3-4,2,0,2,8-12,1-1,28,J.  Redick,0,1,20,SG,2,0,0,"December 26, 2011",311226019,0,Magic
+0,0-0,0,0,0,0-0,0-0,0,L.  Hughes,0,0,0,SG,0,0,0,"December 26, 2011",311226019,0,Magic
-18,1-5,0,2,4,2-10,0-1,28,R.  Jefferson,0,2,5,SF,4,0,1,"December 29, 2011",311229010,1,Spurs
-28,0-0,1,1,0,1-8,2-2,16,T.  Duncan,1,0,4,C,1,0,0,"December 29, 2011",311229010,1,Spurs
-29,0-0,1,0,4,8-17,6-8,29,D.  Blair,8,2,22,C,12,0,0,"December 29, 2011",311229010,1,Spurs
-19,0-1,2,0,1,6-15,0-1,27,T.  Parker,0,0,12,PG,1,0,1,"December 29, 2011",311229010,1,Spurs
