+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,Pos,REB,STL,TO,date,game_id,starter,team
--,0-0,0,0,2,1-3,3-5,16,H.  Armstrong,1,4,5,PF,3,0,0,"February 20, 2008",280220003,0,Hornets
--,0-0,0,0,0,0-0,0-0,0,M.  Vieira,0,0,0,SF,0,0,0,"February 20, 2008",280220003,0,Hornets
--,0-0,0,0,0,1-1,0-0,1,J.  Wright,0,1,2,SF,0,0,0,"February 20, 2008",280220003,0,Hornets
--,0-0,1,0,0,0-2,0-0,8,R.  Butler,0,0,0,SF,0,0,0,"February 20, 2008",280220003,0,Hornets
--,0-0,1,0,3,0-1,1-2,14,R.  Bowen,1,2,1,SF,4,0,0,"February 20, 2008",280220003,0,Hornets
--,0-1,2,0,1,1-4,0-0,13,J.  Pargo,0,1,2,PG,1,0,4,"February 20, 2008",280220003,0,Hornets
--,5-9,2,0,4,6-11,0-0,27,B.  Jackson,0,1,17,PG,4,2,2,"February 20, 2008",280220003,0,Hornets
--,0-0,0,0,0,0-0,0-0,0,A.  Haluska,0,0,0,ka,0,0,0,"February 20, 2008",280220003,0,Hornets
,,,,,,,Did not play,M.  Ely,,,,C,,,,"February 20, 2008",280220003,0,Hornets
--,2-5,2,1,5,9-27,0-0,36,J.  Howard,2,3,20,SF,7,3,3,"February 22, 2008",280222029,1,Mavericks
--,0-0,3,1,2,3-3,0-1,28,E.  Dampier,6,5,6,C,8,0,3,"February 22, 2008",280222029,1,Mavericks
--,1-1,3,0,5,8-9,10-12,37,D.  Nowitzki,1,3,27,C,6,0,2,"February 22, 2008",280222029,1,Mavericks
--,0-0,15,0,3,1-4,0-0,32,J.  Kidd,2,3,2,PG,5,4,2,"February 22, 2008",280222029,1,Mavericks
--,4-7,4,0,6,9-15,0-0,37,J.  Terry,0,2,22,SG,6,2,3,"February 22, 2008",280222029,1,Mavericks
--,0-0,1,0,0,0-0,0-0,2,M.  Allen,0,0,0,PF,0,0,0,"February 22, 2008",280222029,0,Mavericks
--,0-0,1,0,5,2-2,1-3,17,B.  Bass,1,2,5,PF,6,1,2,"February 22, 2008",280222029,0,Mavericks
--,0-0,0,0,3,2-4,2-2,13,J.  Howard,1,2,6,PF,4,0,2,"February 22, 2008",280222029,0,Mavericks
--,2-4,0,0,1,3-8,0-0,19,J.  Stackhouse,0,1,8,SF,1,0,3,"February 22, 2008",280222029,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,A.  Wright,0,0,0,SF,0,0,0,"February 22, 2008",280222029,0,Mavericks
--,0-2,3,0,4,1-3,0-0,16,D.  George,0,1,2,SF,4,2,1,"February 22, 2008",280222029,0,Mavericks
--,0-0,0,0,0,0-1,0-0,2,J.J. ,0,0,0,PG,0,0,0,"February 22, 2008",280222029,0,Mavericks
,,,,,,,Did not play,E.  Jones,,,,SG,,,,"February 22, 2008",280222029,0,Mavericks
--,0-2,0,0,4,5-16,5-8,34,H.  Warrick,5,5,15,PF,9,1,3,"February 22, 2008",280222029,1,Grizzlies
--,1-5,3,2,5,5-15,7-9,38,R.  Gay,1,1,18,SF,6,3,2,"February 22, 2008",280222029,1,Grizzlies
--,0-0,1,0,2,2-5,0-0,15,D.  Milicic,0,3,4,C,2,1,1,"February 22, 2008",280222029,1,Grizzlies
--,0-2,1,0,2,0-3,0-0,21,J.  Navarro,0,2,0,PG,2,1,1,"February 22, 2008",280222029,1,Grizzlies
--,1-3,4,0,0,4-13,2-2,31,M.  Conley,0,0,11,PG,0,0,2,"February 22, 2008",280222029,1,Grizzlies
--,0-0,0,0,0,0-1,0-0,2,A.  Brown,0,0,0,PF,0,0,0,"February 22, 2008",280222029,0,Grizzlies
--,1-2,2,0,4,3-4,0-0,20,B.  Cardinal,1,5,7,PF,5,0,2,"February 22, 2008",280222029,0,Grizzlies
--,0-0,2,1,4,3-6,0-0,31,K.  Brown,5,2,6,C,9,1,3,"February 22, 2008",280222029,0,Grizzlies
--,1-2,0,0,4,3-6,3-4,18,J.  Crittenton,0,0,10,PG,4,0,2,"February 22, 2008",280222029,0,Grizzlies
--,0-3,3,0,2,5-11,2-4,30,K.  Lowry,1,4,12,PG,3,4,0,"February 22, 2008",280222029,0,Grizzlies
--,0-0,0,0,0,0-0,0-0,0,A.  McKie,0,0,0,SG,0,0,0,"February 22, 2008",280222029,0,Grizzlies
--,0-0,0,0,0,0-0,0-0,0,M.  Miller,0,0,0,SG,0,0,0,"February 22, 2008",280222029,0,Grizzlies
,,,,,,,Did not play,J.  Collins,,,,C,,,,"February 22, 2008",280222029,0,Grizzlies
,,,,,,,Did not play,C.  Jacobsen,,,,SG,,,,"February 22, 2008",280222029,0,Grizzlies
--,0-4,1,0,4,5-18,4-5,38,J.  Howard,3,3,14,SF,7,1,2,"February 24, 2008",280224016,1,Mavericks
--,0-0,0,2,6,4-4,1-2,29,E.  Dampier,0,4,9,C,6,0,1,"February 24, 2008",280224016,1,Mavericks
--,2-3,2,0,6,10-15,7-9,37,D.  Nowitzki,2,0,29,C,8,2,2,"February 24, 2008",280224016,1,Mavericks
--,1-2,17,0,3,5-9,1-1,36,J.  Kidd,4,1,12,PG,7,4,3,"February 24, 2008",280224016,1,Mavericks
--,0-3,1,1,4,8-16,4-4,37,J.  Terry,0,0,20,SG,4,0,0,"February 24, 2008",280224016,1,Mavericks
--,0-0,1,0,2,1-1,0-0,6,M.  Allen,0,0,2,PF,2,0,0,"February 24, 2008",280224016,0,Mavericks
--,0-0,0,0,1,0-4,2-2,16,B.  Bass,0,1,2,PF,1,0,0,"February 24, 2008",280224016,0,Mavericks
--,0-0,0,1,0,0-1,0-0,6,J.  Howard,1,0,0,PF,1,0,1,"February 24, 2008",280224016,0,Mavericks
--,2-5,1,0,1,2-8,2-2,18,J.  Stackhouse,0,1,8,SF,1,1,2,"February 24, 2008",280224016,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,A.  Wright,0,0,0,SF,0,0,0,"February 24, 2008",280224016,0,Mavericks
--,0-2,1,0,6,0-2,1-2,13,D.  George,0,2,1,SF,6,0,2,"February 24, 2008",280224016,0,Mavericks
--,0-0,0,0,0,0-0,0-0,2,J.J. ,0,0,0,PG,0,0,0,"February 24, 2008",280224016,0,Mavericks
--,0-1,0,0,0,1-2,0-0,2,E.  Jones,0,0,2,SG,0,0,0,"February 24, 2008",280224016,0,Mavericks
--,0-0,1,0,3,5-9,2-3,30,R.  Gomes,2,2,12,SF,5,0,2,"February 24, 2008",280224016,1,Timberwolves
--,0-0,1,2,5,10-19,2-4,37,A.  Jefferson,3,2,22,C,8,0,1,"February 24, 2008",280224016,1,Timberwolves
--,0-0,7,0,2,5-8,0-0,39,S.  Telfair,0,3,10,PG,2,2,4,"February 24, 2008",280224016,1,Timberwolves
--,0-0,1,0,3,1-6,0-0,25,R.  Foye,1,2,2,SG,4,1,2,"February 24, 2008",280224016,1,Timberwolves
--,0-0,1,1,1,3-4,0-0,20,C.  Brewer,1,0,6,SG,2,1,0,"February 24, 2008",280224016,1,Timberwolves
--,0-0,0,0,3,2-6,0-0,15,C.  Smith,0,3,4,PF,3,0,2,"February 24, 2008",280224016,0,Timberwolves
--,0-0,0,0,0,0-0,0-0,0,M.  Madsen,0,0,0,PF,0,0,0,"February 24, 2008",280224016,0,Timberwolves
--,0-0,0,0,0,0-0,0-0,0,A.  Walker,0,0,0,PF,0,0,0,"February 24, 2008",280224016,0,Timberwolves
--,0-0,0,0,0,0-0,0-0,0,M.  Doleac,0,0,0,C,0,0,0,"February 24, 2008",280224016,0,Timberwolves
--,0-0,2,2,4,1-3,1-2,13,T.  Ratliff,0,1,3,C,4,0,1,"February 24, 2008",280224016,0,Timberwolves
--,1-3,5,0,6,3-7,0-0,32,M.  Jaric,0,2,7,PG,6,2,1,"February 24, 2008",280224016,0,Timberwolves
--,1-3,1,0,1,8-15,0-0,28,R.  McCants,0,4,17,SG,1,2,2,"February 24, 2008",280224016,0,Timberwolves
,,,,,,,Did not play,C.  Richard,,,,PF,,,,"February 24, 2008",280224016,0,Timberwolves
,,,,,,,Did not play,K.  Snyder,,,,SG,,,,"February 24, 2008",280224016,0,Timberwolves
,,,,,,,Did not play,G.  Buckner,,,,SG,,,,"February 24, 2008",280224016,0,Timberwolves
--,0-4,1,0,7,6-14,4-4,41,J.  Howard,1,4,16,SF,8,0,1,"February 28, 2008",280228024,1,Mavericks
--,0-0,1,1,4,3-5,0-0,22,E.  Dampier,4,6,6,C,8,0,3,"February 28, 2008",280228024,1,Mavericks
--,1-2,2,1,6,5-15,17-21,40,D.  Nowitzki,0,1,28,C,6,0,1,"February 28, 2008",280228024,1,Mavericks
--,1-1,10,0,4,3-8,0-0,35,J.  Kidd,0,2,7,PG,4,2,2,"February 28, 2008",280228024,1,Mavericks
--,0-3,3,0,4,2-10,3-4,35,J.  Terry,2,4,7,SG,6,2,0,"February 28, 2008",280228024,1,Mavericks
--,0-0,0,1,4,7-10,2-2,30,B.  Bass,2,0,16,PF,6,0,2,"February 28, 2008",280228024,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,A.  Wright,0,0,0,SF,0,0,0,"February 28, 2008",280228024,0,Mavericks
--,1-3,0,0,1,3-8,0-0,21,J.  Stackhouse,0,0,7,SF,1,0,2,"February 28, 2008",280228024,0,Mavericks
--,1-1,0,0,5,3-4,0-0,16,D.  George,0,2,7,SF,5,0,0,"February 28, 2008",280228024,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,J.  Magloire,0,0,0,C,0,0,0,"February 28, 2008",280228024,0,Mavericks
,,,,,,,Did not play,M.  Allen,,,,PF,,,,"February 28, 2008",280228024,0,Mavericks
,,,,,,,Did not play,J.  Howard,,,,PF,,,,"February 28, 2008",280228024,0,Mavericks
,,,,,,,Did not play,J.J. ,,,,PG,,,,"February 28, 2008",280228024,0,Mavericks
,,,,,,,Did not play,E.  Jones,,,,SG,,,,"February 28, 2008",280228024,0,Mavericks
--,2-4,2,2,3,5-8,2-2,37,B.  Bowen,1,3,14,SF,4,0,0,"February 28, 2008",280228024,1,Spurs
--,0-0,3,1,11,12-20,7-10,40,T.  Duncan,4,3,31,C,15,1,1,"February 28, 2008",280228024,1,Spurs
--,0-0,1,0,0,2-3,0-0,14,F.  Oberto,1,3,4,C,1,2,1,"February 28, 2008",280228024,1,Spurs
--,0-0,4,0,5,5-13,0-2,33,T.  Parker,0,1,10,PG,5,2,1,"February 28, 2008",280228024,1,Spurs
--,1-7,5,0,3,6-20,4-4,38,M.  Ginobili,2,2,17,SG,5,0,2,"February 28, 2008",280228024,1,Spurs
--,0-0,0,0,1,0-2,0-0,10,R.  Horry,0,3,0,PF,1,1,1,"February 28, 2008",280228024,0,Spurs
--,0-0,0,0,0,0-0,0-0,4,K.  Thomas,0,0,0,PF,0,0,0,"February 28, 2008",280228024,0,Spurs
--,0-0,0,0,0,0-0,0-0,0,I.  Mahinmi,0,0,0,C,0,0,0,"February 28, 2008",280228024,0,Spurs
--,0-0,2,0,1,1-1,0-0,10,D.  Stoudamire,0,0,2,PG,1,0,0,"February 28, 2008",280228024,0,Spurs
--,0-0,1,0,0,0-1,0-0,5,J.  Vaughn,0,0,0,PG,0,0,0,"February 28, 2008",280228024,0,Spurs
--,3-5,1,0,1,5-9,3-4,30,M.  Finley,0,2,16,SG,1,0,0,"February 28, 2008",280228024,0,Spurs
--,1-2,0,1,3,1-4,0-0,19,I.  Udoka,0,4,3,SG,3,0,0,"February 28, 2008",280228024,0,Spurs
,,,,,,,Did not play,M.  Bonner,,,,C,,,,"February 28, 2008",280228024,0,Spurs
--,0-2,2,2,5,10-23,2-2,41,M.  World Peace,2,4,22,SF,7,2,3,"February 29, 2008",280229006,1,Kings
--,1-1,4,1,8,4-8,1-1,38,B.  Miller,1,5,10,C,9,1,4,"February 29, 2008",280229006,1,Kings
--,0-0,1,2,5,4-8,1-3,27,M.  Moore,7,3,9,C,12,1,1,"February 29, 2008",280229006,1,Kings
--,0-1,5,1,5,10-16,5-6,40,B.  Udrih,0,3,25,PG,5,0,1,"February 29, 2008",280229006,1,Kings
--,2-4,5,0,4,5-11,13-13,39,K.  Martin,1,3,25,SG,5,1,1,"February 29, 2008",280229006,1,Kings
--,0-0,0,0,0,0-0,0-0,0,S.  Abdur-Rahim,0,0,0,PF,0,0,0,"February 29, 2008",280229006,0,Kings
--,0-0,1,0,2,1-2,0-0,9,S.  Hawes,0,0,2,PF,2,0,1,"February 29, 2008",280229006,0,Kings
--,0-0,0,0,0,0-0,0-0,0,L.  Wright,0,0,0,PF,0,0,0,"February 29, 2008",280229006,0,Kings
--,1-1,1,0,0,2-6,1-2,21,J.  Salmons,1,0,6,SF,1,0,0,"February 29, 2008",280229006,0,Kings
--,0-0,1,0,0,0-0,0-0,8,A.  Johnson,0,0,0,PG,0,0,1,"February 29, 2008",280229006,0,Kings
--,1-3,0,1,2,3-9,0-0,17,F.  Garcia,0,3,7,SG,2,0,0,"February 29, 2008",280229006,0,Kings
,,,,,,,Did not play,K.  Thomas,,,,PF,,,,"February 29, 2008",280229006,0,Kings
,,,,,,,Did not play,S.  Williams,,,,C,,,,"February 29, 2008",280229006,0,Kings
,,,,,,,Did not play,Q.  Douby,,,,SG,,,,"February 29, 2008",280229006,0,Kings
--,0-1,2,1,7,10-19,0-0,43,J.  Howard,2,3,20,SF,9,1,1,"February 29, 2008",280229006,1,Mavericks
--,0-0,2,0,8,0-1,3-4,22,E.  Dampier,5,3,3,C,13,0,1,"February 29, 2008",280229006,1,Mavericks
--,2-4,3,3,7,15-26,2-2,41,D.  Nowitzki,3,4,34,C,10,0,0,"February 29, 2008",280229006,1,Mavericks
--,1-2,9,1,7,9-18,2-3,41,J.  Kidd,4,3,21,PG,11,1,3,"February 29, 2008",280229006,1,Mavericks
--,0-1,2,0,1,1-5,0-0,21,J.  Terry,0,2,2,SG,1,1,0,"February 29, 2008",280229006,1,Mavericks
--,0-0,1,0,2,1-5,0-0,20,B.  Bass,1,2,2,PF,3,1,1,"February 29, 2008",280229006,0,Mavericks
--,0-0,1,1,0,4-5,0-0,14,M.  Allen,0,3,8,PF,0,1,1,"February 29, 2008",280229006,0,Mavericks
--,2-3,4,0,1,5-12,11-11,33,J.  Stackhouse,0,0,23,SF,1,1,0,"February 29, 2008",280229006,0,Mavericks
--,0-1,0,0,0,1-3,0-0,5,D.  George,0,0,2,SF,0,0,0,"February 29, 2008",280229006,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,J.  Magloire,0,0,0,C,0,0,0,"February 29, 2008",280229006,0,Mavericks
--,0-0,0,0,1,0-0,0-0,1,J.J. ,0,0,0,PG,1,0,1,"February 29, 2008",280229006,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,E.  Jones,0,0,0,SG,0,0,0,"February 29, 2008",280229006,0,Mavericks
,,,,,,,Did not play,J.  Howard,,,,PF,,,,"February 29, 2008",280229006,0,Mavericks
,,,,,,,Did not play,A.  Wright,,,,SF,,,,"February 29, 2008",280229006,0,Mavericks
--,1-3,2,0,5,4-15,2-3,28,J.  Howard,2,3,11,SF,7,0,4,"March 2, 2008",280302013,1,Mavericks
--,0-0,2,0,11,7-7,2-5,31,E.  Dampier,6,6,16,C,17,1,2,"March 2, 2008",280302013,1,Mavericks
--,3-7,5,2,11,10-26,7-8,45,D.  Nowitzki,2,4,30,C,13,2,2,"March 2, 2008",280302013,1,Mavericks
--,3-5,11,0,5,6-17,0-1,47,J.  Kidd,1,5,15,PG,6,4,1,"March 2, 2008",280302013,1,Mavericks
--,4-8,1,0,1,5-13,4-4,44,J.  Terry,0,3,18,SG,1,0,1,"March 2, 2008",280302013,1,Mavericks
--,0-0,1,0,1,4-7,1-2,19,B.  Bass,4,1,9,PF,5,0,0,"March 2, 2008",280302013,0,Mavericks
--,0-0,0,0,0,0-1,1-2,8,M.  Allen,2,2,1,PF,2,0,0,"March 2, 2008",280302013,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,A.  Wright,0,0,0,SF,0,0,0,"March 2, 2008",280302013,0,Mavericks
--,0-3,1,0,0,2-12,0-0,31,J.  Stackhouse,0,4,4,SF,0,0,0,"March 2, 2008",280302013,0,Mavericks
--,0-1,0,0,2,0-5,0-0,11,D.  George,0,1,0,SF,2,0,0,"March 2, 2008",280302013,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,E.  Jones,0,0,0,SG,0,0,0,"March 2, 2008",280302013,0,Mavericks
,,,,,,,Did not play,J.  Howard,,,,PF,,,,"March 2, 2008",280302013,0,Mavericks
,,,,,,,Did not play,J.  Magloire,,,,C,,,,"March 2, 2008",280302013,0,Mavericks
,,,,,,,Did not play,J.J. ,,,,PG,,,,"March 2, 2008",280302013,0,Mavericks
--,0-1,1,2,6,2-8,2-6,48,L.  Odom,4,5,6,PF,10,0,1,"March 2, 2008",280302013,1,Lakers
--,0-2,2,1,5,4-8,3-4,25,L.  Walton,1,6,11,SF,6,2,0,"March 2, 2008",280302013,1,Lakers
--,2-3,4,2,10,15-27,20-27,51,K.  Bryant,1,2,52,SF,11,1,5,"March 2, 2008",280302013,1,Lakers
--,0-0,5,2,9,5-14,7-8,44,P.  Gasol,5,3,17,C,14,3,1,"March 2, 2008",280302013,1,Lakers
--,1-4,4,0,5,3-11,4-4,25,D.  Fisher,0,0,11,PG,5,1,0,"March 2, 2008",280302013,1,Lakers
--,0-0,0,0,0,0-0,0-0,0,C.  Mihm,0,0,0,C,0,0,0,"March 2, 2008",280302013,0,Lakers
--,0-0,0,0,0,0-0,0-0,0,A.  Bynum,0,0,0,C,0,0,0,"March 2, 2008",280302013,0,Lakers
--,0-0,0,2,1,0-1,0-0,12,R.  Turiaf,0,2,0,C,1,0,1,"March 2, 2008",280302013,0,Lakers
--,1-3,2,0,4,1-6,0-0,28,J.  Farmar,2,2,3,PG,6,1,1,"March 2, 2008",280302013,0,Lakers
--,1-10,2,0,4,3-12,1-1,32,S.  Vujacic,1,3,8,SG,5,1,2,"March 2, 2008",280302013,0,Lakers
,,,,,,,Did not play,V.  Radmanovic,,,,SF,,,,"March 2, 2008",280302013,0,Lakers
,,,,,,,Did not play,T.  Ariza,,,,SF,,,,"March 2, 2008",280302013,0,Lakers
,,,,,,,Did not play,D.  Ilunga-Mbenga,,,,C,,,,"March 2, 2008",280302013,0,Lakers
,,,,,,,Did not play,C.  Karl,,,,PG,,,,"March 2, 2008",280302013,0,Lakers
--,0-1,2,0,3,9-13,7-8,37,J.  Howard,1,5,25,SF,4,0,3,"March 3, 2008",280303026,1,Mavericks
--,0-0,0,0,3,2-3,2-4,26,E.  Dampier,2,4,6,C,5,0,2,"March 3, 2008",280303026,1,Mavericks
--,1-3,1,0,6,8-17,6-6,38,D.  Nowitzki,1,5,23,C,7,0,6,"March 3, 2008",280303026,1,Mavericks
--,3-4,9,0,4,5-10,6-7,40,J.  Kidd,0,3,19,PG,4,3,2,"March 3, 2008",280303026,1,Mavericks
--,2-5,2,0,0,7-15,5-5,34,J.  Terry,0,3,21,SG,0,0,0,"March 3, 2008",280303026,1,Mavericks
--,0-0,1,2,2,1-3,0-0,15,B.  Bass,0,2,2,PF,2,0,0,"March 3, 2008",280303026,0,Mavericks
--,0-0,0,0,2,0-1,0-0,6,M.  Allen,0,0,0,PF,2,0,0,"March 3, 2008",280303026,0,Mavericks
--,0-0,0,0,1,0-1,0-0,3,J.  Howard,0,0,0,PF,1,0,0,"March 3, 2008",280303026,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,A.  Wright,0,0,0,SF,0,0,0,"March 3, 2008",280303026,0,Mavericks
--,0-1,2,0,3,1-4,0-0,12,J.  Stackhouse,0,0,2,SF,3,1,0,"March 3, 2008",280303026,0,Mavericks
--,1-3,1,1,1,4-7,3-4,24,D.  George,3,1,12,SF,4,0,0,"March 3, 2008",280303026,0,Mavericks
--,0-0,0,0,0,0-0,0-0,5,J.  Magloire,0,0,0,C,0,0,1,"March 3, 2008",280303026,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,E.  Jones,0,0,0,SG,0,0,0,"March 3, 2008",280303026,0,Mavericks
,,,,,,,Did not play,J.J. ,,,,PG,,,,"March 3, 2008",280303026,0,Mavericks
--,0-0,4,0,6,12-19,4-4,38,C.  Boozer,1,6,28,PF,7,3,2,"March 3, 2008",280303026,1,Jazz
--,0-1,0,0,0,1-2,2-2,5,A.  Kirilenko,1,0,4,SF,1,1,0,"March 3, 2008",280303026,1,Jazz
--,1-2,0,0,1,5-8,4-4,24,R.  Brewer,1,1,15,SF,2,1,1,"March 3, 2008",280303026,1,Jazz
--,0-2,2,2,10,7-10,6-9,41,M.  Okur,2,3,20,C,12,1,0,"March 3, 2008",280303026,1,Jazz
--,1-5,20,2,5,7-17,2-2,45,D.  Williams,0,4,17,PG,5,0,4,"March 3, 2008",280303026,1,Jazz
--,0-0,1,0,0,3-3,0-0,16,P.  Millsap,0,4,6,PF,0,0,0,"March 3, 2008",280303026,0,Jazz
--,0-1,1,0,3,0-2,0-0,15,C.  Miles,1,3,0,SF,4,2,1,"March 3, 2008",280303026,0,Jazz
--,0-0,1,0,2,2-4,5-5,28,M.  Harpring,1,3,9,SF,3,1,2,"March 3, 2008",280303026,0,Jazz
--,0-0,0,0,0,0-0,0-0,0,K.  Fesenko,0,0,0,C,0,0,0,"March 3, 2008",280303026,0,Jazz
--,0-0,0,0,0,0-1,0-0,2,R.  Price,0,3,0,PG,0,0,1,"March 3, 2008",280303026,0,Jazz
--,0-0,0,0,0,0-1,0-0,0,J.  Hart,0,0,0,PG,0,0,0,"March 3, 2008",280303026,0,Jazz
--,0-0,0,0,0,0-0,0-0,0,M.  Almond,0,0,0,SG,0,0,0,"March 3, 2008",280303026,0,Jazz
--,2-5,0,2,1,4-10,7-7,24,K.  Korver,0,1,17,SG,1,0,0,"March 3, 2008",280303026,0,Jazz
,,,,,,,Did not play,J.  Collins,,,,C,,,,"March 3, 2008",280303026,0,Jazz
--,0-0,3,2,6,5-10,2-2,33,L.  Scola,3,3,12,PF,9,2,1,"March 6, 2008",280306006,1,Rockets
--,2-3,3,1,4,3-7,1-2,41,S.  Battier,0,2,9,SF,4,0,0,"March 6, 2008",280306006,1,Rockets
--,0-0,0,0,4,2-3,0-0,19,D.  Mutombo,3,2,4,C,7,1,0,"March 6, 2008",280306006,1,Rockets
--,2-7,4,0,4,10-21,2-2,36,R.  Alston,1,2,24,PG,5,2,0,"March 6, 2008",280306006,1,Rockets
--,1-3,9,0,2,13-23,4-5,41,T.  McGrady,1,0,31,SG,3,0,1,"March 6, 2008",280306006,1,Rockets
--,0-0,1,0,1,1-1,0-0,12,C.  Hayes,0,1,2,PF,1,1,0,"March 6, 2008",280306006,0,Rockets
--,0-0,0,0,2,6-9,5-8,24,C.  Landry,0,4,17,PF,2,0,0,"March 6, 2008",280306006,0,Rockets
--,0-0,0,0,0,0-1,0-0,2,B.  Jones,0,0,0,SF,0,1,0,"March 6, 2008",280306006,0,Rockets
--,0-0,0,0,1,1-1,1-2,2,S.  Novak,0,0,3,SF,1,0,0,"March 6, 2008",280306006,0,Rockets
--,0-0,0,0,0,0-0,0-0,0,Y.  Ming,0,0,0,C,0,0,0,"March 6, 2008",280306006,0,Rockets
--,0-0,0,0,0,0-0,0-0,0,S.  Francis,0,0,0,PG,0,0,0,"March 6, 2008",280306006,0,Rockets
--,2-2,1,0,5,4-4,0-0,18,B.  Jackson,0,2,10,PG,5,0,3,"March 6, 2008",280306006,0,Rockets
--,0-1,2,0,1,0-2,0-0,10,L.  Head,0,1,0,PG,1,1,0,"March 6, 2008",280306006,0,Rockets
--,0-0,0,0,0,0-1,1-2,2,A.  Brooks,0,0,1,PG,0,0,0,"March 6, 2008",280306006,0,Rockets
--,0-0,0,0,0,0-0,0-0,0,G.  Green,0,0,0,SG,0,0,0,"March 6, 2008",280306006,0,Rockets
--,0-0,2,1,5,3-9,1-1,29,B.  Bass,0,1,7,PF,5,0,0,"March 6, 2008",280306006,1,Mavericks
--,1-2,1,0,6,8-19,4-6,40,J.  Howard,1,2,21,SF,7,0,1,"March 6, 2008",280306006,1,Mavericks
--,0-0,0,2,4,3-5,1-4,29,E.  Dampier,4,3,7,C,8,1,1,"March 6, 2008",280306006,1,Mavericks
--,1-1,6,0,4,3-6,0-0,30,J.  Kidd,2,2,7,PG,6,0,4,"March 6, 2008",280306006,1,Mavericks
--,0-2,3,0,1,6-15,5-5,35,J.  Terry,1,2,17,SG,2,0,3,"March 6, 2008",280306006,1,Mavericks
--,0-0,1,0,1,2-4,0-0,13,M.  Allen,1,0,4,PF,2,0,0,"March 6, 2008",280306006,0,Mavericks
--,0-0,2,0,1,1-3,1-2,12,J.  Howard,3,3,3,PF,4,0,1,"March 6, 2008",280306006,0,Mavericks
--,1-1,0,0,1,3-5,0-0,5,A.  Wright,1,0,7,SF,2,0,0,"March 6, 2008",280306006,0,Mavericks
--,0-0,4,0,0,3-8,5-5,24,J.  Stackhouse,0,2,11,SF,0,0,1,"March 6, 2008",280306006,0,Mavericks
--,2-4,0,1,5,3-6,0-0,18,D.  George,0,4,8,SF,5,0,0,"March 6, 2008",280306006,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,J.  Magloire,0,0,0,C,0,0,0,"March 6, 2008",280306006,0,Mavericks
--,2-2,1,0,0,2-3,0-0,6,J.J. ,0,1,6,PG,0,0,1,"March 6, 2008",280306006,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,T.  Lue,0,0,0,PG,0,0,0,"March 6, 2008",280306006,0,Mavericks
--,0-0,0,0,0,0-0,0-0,0,E.  Jones,0,0,0,SG,0,0,0,"March 6, 2008",280306006,0,Mavericks
,,,,,,,Did not play,D.  Nowitzki,,,,C,,,,"March 6, 2008",280306006,0,Mavericks
--,0-0,0,0,4,5-10,4-4,34,D.  Lee,1,2,14,PF,5,1,0,"March 10, 2008",280310006,1,Knicks
--,0-0,1,0,11,9-18,3-5,33,Z.  Randolph,3,3,21,PF,14,1,3,"March 10, 2008",280310006,1,Knicks
--,0-1,2,0,5,0-5,2-2,22,Q.  Richardson,0,2,2,SF,5,1,0,"March 10, 2008",280310006,1,Knicks
--,0-0,0,1,0,1-5,0-0,17,W.  Chandler,2,1,2,SF,2,0,0,"March 10, 2008",280310006,1,Knicks
--,1-5,4,0,1,5-15,2-2,37,J.  Crawford,0,1,13,SG,1,0,0,"March 10, 2008",280310006,1,Knicks
--,0-0,0,0,0,0-1,0-0,7,J.  Jeffries,0,0,0,PF,0,0,0,"March 10, 2008",280310006,0,Knicks
--,0-0,0,0,0,1-5,0-0,6,M.  Rose,1,1,2,PF,1,0,0,"March 10, 2008",280310006,0,Knicks
--,0-0,0,0,2,0-2,0-0,4,R.  Balkman,0,2,0,SF,2,0,2,"March 10, 2008",280310006,0,Knicks
--,0-0,0,0,2,2-3,0-0,10,R.  Morris,0,2,4,C,2,0,0,"March 10, 2008",280310006,0,Knicks
--,0-0,0,0,0,0-0,0-0,0,E.  Curry,0,0,0,C,0,0,0,"March 10, 2008",280310006,0,Knicks
--,0-0,0,0,0,0-0,0-0,0,J.  James,0,0,0,C,0,0,0,"March 10, 2008",280310006,0,Knicks
--,1-5,2,0,3,2-14,0-0,35,N.  Robinson,1,3,5,PG,4,1,2,"March 10, 2008",280310006,0,Knicks
--,0-0,0,0,0,2-2,2-2,6,M.  Collins,0,0,6,PG,0,0,2,"March 10, 2008",280310006,0,Knicks
--,0-0,0,0,0,0-0,0-0,0,S.  Marbury,0,0,0,PG,0,0,0,"March 10, 2008",280310006,0,Knicks
--,0-2,4,1,1,4-6,2-2,29,F.  Jones,0,5,10,SG,1,3,1,"March 10, 2008",280310006,0,Knicks
