+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,Pos,REB,STL,TO,date,game_id,starter,team
+0,2-3,4,1,3,9-13,4-4,36,P.  Pierce,0,6,24,SF,3,1,3,"January 22, 2010",300122002,1,Celtics
+3,0-0,0,2,8,1-2,2-2,28,K.  Perkins,3,5,4,C,11,1,1,"January 22, 2010",300122002,1,Celtics
-6,0-1,9,0,4,9-14,1-1,39,R.  Rondo,2,4,19,PG,6,2,6,"January 22, 2010",300122002,1,Celtics
+2,1-5,4,1,3,3-14,2-4,43,R.  Allen,0,1,9,SG,3,1,1,"January 22, 2010",300122002,1,Celtics
+3,0-0,0,0,1,0-1,2-2,18,G.  Davis,1,1,2,PF,2,1,1,"January 22, 2010",300122002,0,Celtics
+9,2-7,2,1,6,6-13,0-0,29,R.  Wallace,0,4,14,PF,6,0,1,"January 22, 2010",300122002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,B.  Scalabrine,0,0,0,PF,0,0,0,"January 22, 2010",300122002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,H.  Walker,0,0,0,SF,0,0,0,"January 22, 2010",300122002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,S.  Williams,0,0,0,C,0,0,0,"January 22, 2010",300122002,0,Celtics
-11,0-0,0,0,0,0-0,0-0,0,M.  Daniels,0,0,0,SG,0,0,0,"January 22, 2010",300122002,0,Celtics
+10,0-0,0,0,1,4-5,0-0,23,T.  Allen,0,2,8,SG,1,0,2,"January 22, 2010",300122002,0,Celtics
+3,1-4,3,0,1,2-7,0-0,18,E.  House,0,0,5,SG,1,1,0,"January 22, 2010",300122002,0,Celtics
-2,2-4,2,1,2,6-12,3-3,44,R.  Butler,0,1,17,SF,2,2,2,"January 25, 2010",300125002,1,Clippers
-17,0-0,1,0,4,4-8,4-4,26,A.  Thornton,0,3,12,SF,4,0,0,"January 25, 2010",300125002,1,Clippers
-6,0-0,0,1,10,1-7,1-2,26,M.  Camby,4,2,3,C,14,3,3,"January 25, 2010",300125002,1,Clippers
-13,0-0,0,0,7,5-19,0-0,38,C.  Kaman,2,3,10,C,9,1,2,"January 25, 2010",300125002,1,Clippers
-10,1-5,7,0,4,5-13,5-5,33,B.  Davis,0,3,16,PG,4,2,4,"January 25, 2010",300125002,1,Clippers
-9,0-0,0,0,0,0-0,0-0,0,B.  Griffin,0,0,0,PF,0,0,0,"January 25, 2010",300125002,0,Clippers
+0,0-0,1,0,3,3-6,7-10,21,C.  Smith,2,4,13,PF,5,0,0,"January 25, 2010",300125002,0,Clippers
+0,0-0,0,0,0,0-0,0-0,0,B.  Skinner,0,0,0,PF,0,0,0,"January 25, 2010",300125002,0,Clippers
+2,0-0,1,0,0,0-0,0-0,1,S.  Novak,0,1,0,SF,0,0,0,"January 25, 2010",300125002,0,Clippers
+5,0-0,0,0,2,0-0,0-2,10,D.  Jordan,2,1,0,C,4,0,1,"January 25, 2010",300125002,0,Clippers
-17,0-0,0,0,0,0-0,0-0,0,S.  Telfair,0,0,0,PG,0,0,0,"January 25, 2010",300125002,0,Clippers
+4,0-0,3,0,1,3-5,0-0,15,M.  Collins,1,1,6,PG,2,2,3,"January 25, 2010",300125002,0,Clippers
+0,0-0,0,0,0,0-0,0-0,0,J.  Curry,0,0,0,PG,0,0,0,"January 25, 2010",300125002,0,Clippers
+5,0-0,0,0,0,0-0,0-0,0,E.  Gordon,0,0,0,SG,0,0,0,"January 25, 2010",300125002,0,Clippers
+7,2-3,3,0,4,4-10,2-2,26,R.  Davis,0,4,12,SG,4,1,1,"January 25, 2010",300125002,0,Clippers
+15,0-0,2,0,2,7-12,3-5,31,K.  Garnett,0,1,17,PF,2,0,0,"January 25, 2010",300125002,1,Celtics
+10,1-2,2,1,5,5-10,11-11,37,P.  Pierce,0,3,22,SF,5,0,5,"January 25, 2010",300125002,1,Celtics
+13,0-0,0,2,14,4-8,1-4,33,K.  Perkins,1,2,9,C,15,0,2,"January 25, 2010",300125002,1,Celtics
+14,0-1,12,0,6,6-8,4-6,42,R.  Rondo,1,1,16,PG,7,4,3,"January 25, 2010",300125002,1,Celtics
+12,2-7,4,0,5,5-14,3-4,39,R.  Allen,1,0,15,SG,6,3,2,"January 25, 2010",300125002,1,Celtics
-7,0-0,0,0,2,1-3,0-0,15,G.  Davis,0,2,2,PF,2,0,1,"January 25, 2010",300125002,0,Celtics
-9,1-4,0,0,4,2-8,0-0,17,R.  Wallace,0,3,5,PF,4,1,1,"January 25, 2010",300125002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,B.  Scalabrine,0,0,0,PF,0,0,0,"January 25, 2010",300125002,0,Celtics
-9,0-0,0,0,0,0-0,0-0,3,H.  Walker,0,1,0,SF,0,0,0,"January 25, 2010",300125002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,S.  Williams,0,0,0,C,0,0,0,"January 25, 2010",300125002,0,Celtics
-13,0-0,0,0,0,0-0,0-0,0,M.  Daniels,0,0,0,SG,0,0,0,"January 25, 2010",300125002,0,Celtics
-5,0-0,1,0,0,2-5,1-4,11,T.  Allen,2,1,5,SG,2,2,0,"January 25, 2010",300125002,0,Celtics
-4,0-0,0,0,0,2-4,0-0,12,E.  House,0,1,4,SG,0,0,0,"January 25, 2010",300125002,0,Celtics
-4,0-0,3,0,7,2-8,2-2,33,K.  Garnett,0,3,6,PF,7,2,0,"January 28, 2010",300128019,1,Celtics
+0,1-4,3,1,2,3-12,5-5,40,P.  Pierce,0,3,12,SF,2,1,4,"January 28, 2010",300128019,1,Celtics
+1,0-0,0,0,3,1-2,2-5,15,K.  Perkins,0,5,4,C,3,0,1,"January 28, 2010",300128019,1,Celtics
+0,1-1,8,0,5,5-9,0-2,37,R.  Rondo,2,2,11,PG,7,0,2,"January 28, 2010",300128019,1,Celtics
-2,4-8,3,2,3,8-12,0-0,41,R.  Allen,0,3,20,SG,3,0,4,"January 28, 2010",300128019,1,Celtics
-1,0-0,2,0,1,2-6,2-2,17,G.  Davis,4,5,6,PF,5,0,1,"January 28, 2010",300128019,0,Celtics
-5,3-6,0,1,2,7-14,0-0,26,R.  Wallace,0,4,17,PF,2,3,0,"January 28, 2010",300128019,0,Celtics
+5,1-2,0,0,0,1-2,0-0,4,B.  Scalabrine,0,2,3,PF,0,0,0,"January 28, 2010",300128019,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,H.  Walker,0,0,0,SF,0,0,0,"January 28, 2010",300128019,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,S.  Williams,0,0,0,C,0,0,0,"January 28, 2010",300128019,0,Celtics
-7,0-0,0,0,0,0-0,0-0,0,M.  Daniels,0,0,0,SG,0,0,0,"January 28, 2010",300128019,0,Celtics
-1,0-0,1,0,1,2-2,1-2,12,T.  Allen,0,2,5,SG,1,1,1,"January 28, 2010",300128019,0,Celtics
+1,0-0,0,0,0,0-0,0-0,0,J.R. ,0,0,0,SG,0,0,0,"January 28, 2010",300128019,0,Celtics
-3,2-5,2,0,2,4-7,0-0,14,E.  House,0,1,10,SG,2,0,1,"January 28, 2010",300128019,0,Celtics
-7,2-3,0,0,5,8-13,5-6,36,R.  Lewis,3,1,23,PF,8,0,2,"January 28, 2010",300128019,1,Magic
-6,0-2,0,0,4,1-4,3-4,23,M.  Barnes,2,2,5,SF,6,1,2,"January 28, 2010",300128019,1,Magic
+6,0-0,0,4,6,8-12,3-10,32,D.  Howard,4,4,19,C,10,2,3,"January 28, 2010",300128019,1,Magic
-7,0-1,2,0,3,5-10,2-2,28,J.  Nelson,2,3,12,PG,5,1,3,"January 28, 2010",300128019,1,Magic
+4,0-2,2,0,2,2-13,2-3,29,V.  Carter,2,3,6,SG,4,0,3,"January 28, 2010",300128019,1,Magic
+0,0-0,0,0,0,0-0,0-0,0,B.  Bass,0,0,0,PF,0,0,0,"January 28, 2010",300128019,0,Magic
-3,0-2,0,0,1,1-4,2-4,10,R.  Anderson,0,0,4,PF,1,0,0,"January 28, 2010",300128019,0,Magic
-3,0-0,0,0,1,1-2,0-0,7,M.  Pietrus,1,0,2,SF,2,0,0,"January 28, 2010",300128019,0,Magic
+4,0-0,1,3,5,1-1,4-6,27,M.  Gortat,3,3,6,C,8,0,1,"January 28, 2010",300128019,0,Magic
-2,0-0,0,0,0,0-0,0-0,0,A.  Foyle,0,0,0,C,0,0,0,"January 28, 2010",300128019,0,Magic
+9,2-5,2,0,1,3-7,0-0,20,J.  Williams,0,0,8,PG,1,0,1,"January 28, 2010",300128019,0,Magic
+0,0-0,0,0,0,0-0,0-0,0,A.  Johnson,0,0,0,PG,0,0,0,"January 28, 2010",300128019,0,Magic
+13,2-5,1,0,2,2-7,5-5,27,J.  Redick,0,3,11,SG,2,0,1,"January 28, 2010",300128019,0,Magic
-7,1-6,0,1,0,4-12,2-2,31,M.  World Peace,0,4,11,SF,0,3,1,"January 31, 2010",300131002,1,Lakers
+6,1-3,6,0,3,8-20,2-4,45,K.  Bryant,0,1,19,SF,3,0,4,"January 31, 2010",300131002,1,Lakers
-1,0-0,2,0,10,4-9,3-5,41,P.  Gasol,1,4,11,C,11,0,4,"January 31, 2010",300131002,1,Lakers
+9,0-0,1,2,6,7-13,5-7,33,A.  Bynum,5,2,19,C,11,2,1,"January 31, 2010",300131002,1,Lakers
+4,1-3,3,0,3,3-5,2-2,30,D.  Fisher,0,2,9,PG,3,1,2,"January 31, 2010",300131002,1,Lakers
+0,0-0,0,0,0,0-0,0-0,0,J.  Powell,0,0,0,PF,0,0,0,"January 31, 2010",300131002,0,Lakers
-6,1-1,2,3,3,3-5,0-0,22,L.  Odom,1,0,7,PF,4,0,2,"January 31, 2010",300131002,0,Lakers
-1,0-0,0,0,0,0-0,0-0,0,A.  Morrison,0,0,0,SF,0,0,0,"January 31, 2010",300131002,0,Lakers
-5,0-0,1,0,0,0-0,0-0,3,L.  Walton,0,3,0,SF,0,0,0,"January 31, 2010",300131002,0,Lakers
+0,0-0,0,0,0,0-0,0-0,0,D.  Ilunga-Mbenga,0,0,0,C,0,0,0,"January 31, 2010",300131002,0,Lakers
-1,0-1,1,0,3,2-4,2-2,14,S.  Brown,1,2,6,PG,4,1,0,"January 31, 2010",300131002,0,Lakers
-5,0-0,1,0,0,4-4,0-0,14,J.  Farmar,0,1,8,PG,0,1,1,"January 31, 2010",300131002,0,Lakers
+11,0-0,0,0,0,0-1,0-0,6,S.  Vujacic,0,0,0,SG,0,0,0,"January 31, 2010",300131002,0,Lakers
-13,0-0,3,1,9,5-9,0-0,31,K.  Garnett,0,3,10,PF,9,1,5,"January 31, 2010",300131002,1,Celtics
+7,3-7,1,0,3,4-11,4-4,32,P.  Pierce,0,5,15,SF,3,1,4,"January 31, 2010",300131002,1,Celtics
+3,0-0,0,0,7,3-7,2-5,30,K.  Perkins,3,3,8,C,10,0,2,"January 31, 2010",300131002,1,Celtics
+0,0-0,12,0,3,9-16,3-4,38,R.  Rondo,2,1,21,PG,5,2,3,"January 31, 2010",300131002,1,Celtics
-16,0-6,0,0,3,2-10,3-3,34,R.  Allen,2,2,7,SG,5,1,1,"January 31, 2010",300131002,1,Celtics
+10,0-0,0,0,0,1-2,0-0,14,G.  Davis,2,2,2,PF,2,0,1,"January 31, 2010",300131002,0,Celtics
-2,1-3,4,0,1,1-3,0-0,21,R.  Wallace,0,4,3,PF,1,2,0,"January 31, 2010",300131002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,B.  Scalabrine,0,0,0,PF,0,0,0,"January 31, 2010",300131002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,H.  Walker,0,0,0,SF,0,0,0,"January 31, 2010",300131002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,S.  Williams,0,0,0,C,0,0,0,"January 31, 2010",300131002,0,Celtics
-5,0-0,0,0,0,0-0,0-0,0,M.  Daniels,0,0,0,SG,0,0,0,"January 31, 2010",300131002,0,Celtics
+4,0-0,0,1,2,6-9,2-2,25,T.  Allen,1,1,14,SG,3,2,2,"January 31, 2010",300131002,0,Celtics
+3,0-0,0,0,0,0-0,0-0,0,J.R. ,0,0,0,SG,0,0,0,"January 31, 2010",300131002,0,Celtics
+2,2-4,0,0,1,3-6,1-1,15,E.  House,0,0,9,SG,1,1,0,"January 31, 2010",300131002,0,Celtics
+13,0-0,3,0,6,8-9,3-4,32,K.  Garnett,0,3,19,PF,6,1,1,"February 1, 2010",300201027,1,Celtics
+8,1-2,0,0,7,3-6,5-6,28,P.  Pierce,1,0,12,SF,8,1,2,"February 1, 2010",300201027,1,Celtics
+3,0-0,1,2,3,4-7,1-1,26,K.  Perkins,0,2,9,C,3,0,1,"February 1, 2010",300201027,1,Celtics
+16,0-0,12,0,4,6-9,5-8,36,R.  Rondo,0,4,17,PG,4,2,6,"February 1, 2010",300201027,1,Celtics
+16,2-5,2,0,4,6-13,3-3,38,R.  Allen,1,4,17,SG,5,0,3,"February 1, 2010",300201027,1,Celtics
+5,0-0,2,0,2,0-1,1-4,8,G.  Davis,0,0,1,PF,2,0,0,"February 1, 2010",300201027,0,Celtics
+8,0-1,0,2,5,4-7,6-6,22,R.  Wallace,0,4,14,PF,5,1,1,"February 1, 2010",300201027,0,Celtics
-10,0-0,1,0,0,0-0,0-0,10,B.  Scalabrine,0,3,0,PF,0,0,0,"February 1, 2010",300201027,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,H.  Walker,0,0,0,SF,0,0,0,"February 1, 2010",300201027,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,S.  Williams,0,0,0,C,0,0,0,"February 1, 2010",300201027,0,Celtics
-14,0-0,0,0,0,0-0,0-0,0,M.  Daniels,0,0,0,SG,0,0,0,"February 1, 2010",300201027,0,Celtics
+1,0-0,3,1,4,3-9,4-4,28,T.  Allen,2,2,10,SG,6,1,1,"February 1, 2010",300201027,0,Celtics
+3,0-0,0,0,0,0-0,0-0,0,J.R. ,0,0,0,SG,0,0,0,"February 1, 2010",300201027,0,Celtics
-5,0-0,0,1,0,0-1,0-0,12,E.  House,0,1,0,SG,0,0,1,"February 1, 2010",300201027,0,Celtics
-4,0-4,2,0,8,2-17,4-6,40,A.  Jamison,0,5,8,PF,8,2,1,"February 1, 2010",300201027,1,Wizards
-14,0-2,2,0,9,6-15,8-8,41,C.  Butler,2,3,20,SF,11,3,6,"February 1, 2010",300201027,1,Wizards
-15,0-0,0,0,3,4-6,4-4,29,B.  Haywood,2,3,12,C,5,1,0,"February 1, 2010",300201027,1,Wizards
-7,1-2,2,1,4,5-7,2-3,41,M.  Miller,3,1,13,SG,7,0,1,"February 1, 2010",300201027,1,Wizards
-13,0-2,4,0,0,0-3,2-2,18,R.  Foye,0,2,2,SG,0,0,2,"February 1, 2010",300201027,1,Wizards
+0,0-0,0,0,0,0-0,0-0,0,D.  McGuire,0,0,0,PF,0,0,0,"February 1, 2010",300201027,0,Wizards
-1,0-0,1,1,2,3-10,3-4,22,A.  Blatche,2,2,9,C,4,3,0,"February 1, 2010",300201027,0,Wizards
-2,0-0,0,0,0,0-0,0-0,4,F.  Oberto,0,2,0,C,0,0,1,"February 1, 2010",300201027,0,Wizards
+0,0-0,0,0,0,0-0,0-0,0,J.  McGee,0,0,0,C,0,0,0,"February 1, 2010",300201027,0,Wizards
+2,0-0,3,0,0,5-9,4-4,31,E.  Boykins,0,2,14,PG,0,1,2,"February 1, 2010",300201027,0,Wizards
-1,0-0,0,0,0,0-0,0-0,0,J.  Crittenton,0,0,0,PG,0,0,0,"February 1, 2010",300201027,0,Wizards
-10,0-0,0,0,0,0-0,0-0,0,M.  James,0,0,0,PG,0,0,0,"February 1, 2010",300201027,0,Wizards
-1,0-0,1,0,0,3-5,4-5,14,N.  Young,0,4,10,SG,0,0,0,"February 1, 2010",300201027,0,Wizards
+0,0-0,0,0,0,0-0,0-0,0,D.  Stevenson,0,0,0,SG,0,0,0,"February 1, 2010",300201027,0,Wizards
+0,2-5,3,0,3,4-7,2-2,34,Q.  Richardson,2,3,12,SF,5,1,1,"February 3, 2010",300203002,1,Heat
-11,1-1,1,0,4,3-7,6-8,27,M.  Beasley,0,4,13,SF,4,3,2,"February 3, 2010",300203002,1,Heat
-2,0-0,1,3,3,5-11,0-0,31,J.  O'Neal,1,4,10,C,4,0,3,"February 3, 2010",300203002,1,Heat
+3,3-5,3,0,1,6-10,0-0,30,R.  Alston,0,1,15,PG,1,1,0,"February 3, 2010",300203002,1,Heat
+6,2-4,13,2,4,11-16,6-8,41,D.  Wade,1,5,30,SG,5,1,6,"February 3, 2010",300203002,1,Heat
+1,0-0,0,1,7,6-8,3-4,32,U.  Haslem,1,3,15,PF,8,1,0,"February 3, 2010",300203002,0,Heat
+2,0-0,0,1,0,0-0,0-0,6,J.  Anthony,0,0,0,PF,0,0,0,"February 3, 2010",300203002,0,Heat
-10,0-3,0,0,1,2-7,0-0,16,D.  Wright,1,2,4,SF,2,0,0,"February 3, 2010",300203002,0,Heat
+0,0-0,0,0,0,0-0,0-0,0,J.  Magloire,0,0,0,C,0,0,0,"February 3, 2010",300203002,0,Heat
-1,0-0,0,0,0,0-0,0-0,0,M.  Chalmers,0,0,0,PG,0,0,0,"February 3, 2010",300203002,0,Heat
-11,0-0,0,0,0,0-0,0-0,7,C.  Arroyo,0,1,0,PG,0,0,0,"February 3, 2010",300203002,0,Heat
+0,0-0,0,0,0,0-0,0-0,0,J.  Jones,0,0,0,SG,0,0,0,"February 3, 2010",300203002,0,Heat
+5,0-0,0,0,0,0-0,0-0,0,Y.  Diawara,0,0,0,SG,0,0,0,"February 3, 2010",300203002,0,Heat
-3,1-5,1,0,2,1-7,0-0,16,D.  Cook,0,4,3,SG,2,1,1,"February 3, 2010",300203002,0,Heat
+3,0-0,9,0,4,6-10,2-3,31,K.  Garnett,2,4,14,PF,6,0,1,"February 3, 2010",300203002,1,Celtics
+5,0-0,0,2,4,5-8,3-6,27,K.  Perkins,1,2,13,C,5,0,3,"February 3, 2010",300203002,1,Celtics
+2,2-3,14,0,2,6-13,8-14,44,R.  Rondo,4,0,22,PG,6,3,4,"February 3, 2010",300203002,1,Celtics
+9,1-5,3,0,6,7-15,8-9,42,R.  Allen,1,2,23,SG,7,3,3,"February 3, 2010",300203002,1,Celtics
-4,0-0,0,0,2,2-6,2-2,27,T.  Allen,4,4,6,SG,6,2,2,"February 3, 2010",300203002,1,Celtics
-1,0-0,0,0,2,3-5,0-1,17,G.  Davis,3,0,6,PF,5,0,0,"February 3, 2010",300203002,0,Celtics
+6,1-4,1,0,2,3-10,0-0,21,R.  Wallace,0,3,7,PF,2,0,2,"February 3, 2010",300203002,0,Celtics
+6,0-0,0,0,0,0-0,0-0,5,B.  Scalabrine,0,1,0,PF,0,0,0,"February 3, 2010",300203002,0,Celtics
-3,0-0,0,0,0,0-0,0-0,2,H.  Walker,0,0,0,SF,0,0,0,"February 3, 2010",300203002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,P.  Pierce,0,0,0,SF,0,0,0,"February 3, 2010",300203002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,S.  Williams,0,0,0,C,0,0,0,"February 3, 2010",300203002,0,Celtics
+1,0-0,0,0,0,0-0,0-0,0,M.  Daniels,0,0,0,SG,0,0,0,"February 3, 2010",300203002,0,Celtics
+5,0-0,0,0,0,0-0,0-0,0,J.R. ,0,0,0,SG,0,0,0,"February 3, 2010",300203002,0,Celtics
+2,2-4,2,0,4,5-9,4-4,24,E.  House,0,3,16,SG,4,1,2,"February 3, 2010",300203002,0,Celtics
-5,2-5,0,0,3,4-8,0-0,27,J.  Hayes,1,3,10,SF,4,1,0,"February 5, 2010",300205002,1,Nets
-11,0-0,0,1,4,4-10,2-2,31,Y.  Jianlian,1,3,10,SF,5,0,0,"February 5, 2010",300205002,1,Nets
-9,0-0,3,0,5,6-13,7-10,41,B.  Lopez,1,0,19,C,6,2,4,"February 5, 2010",300205002,1,Nets
-1,0-5,8,0,1,6-15,5-6,35,D.  Harris,1,3,17,PG,2,0,3,"February 5, 2010",300205002,1,Nets
-10,1-4,0,1,3,4-8,3-3,39,C.  Lee,0,2,12,SG,3,1,2,"February 5, 2010",300205002,1,Nets
+4,0-0,1,0,5,1-6,1-2,24,K.  Humphries,3,2,3,PF,8,1,1,"February 5, 2010",300205002,0,Nets
+10,0-0,0,0,0,0-0,0-0,0,J.  Boone,0,0,0,PF,0,0,0,"February 5, 2010",300205002,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,T.  Hassell,0,0,0,SF,0,0,0,"February 5, 2010",300205002,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,B.  Simmons,0,0,0,SF,0,0,0,"February 5, 2010",300205002,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,T.  Battie,0,0,0,C,0,0,0,"February 5, 2010",300205002,0,Nets
+0,0-0,0,0,0,0-0,0-0,0,C.  Quinn,0,0,0,PG,0,0,0,"February 5, 2010",300205002,0,Nets
-8,1-1,1,0,0,1-2,0-0,13,K.  Dooling,0,1,3,PG,0,0,2,"February 5, 2010",300205002,0,Nets
-6,0-0,2,0,2,2-3,0-0,19,T.  Williams,0,2,4,SG,2,0,1,"February 5, 2010",300205002,0,Nets
+1,1-1,0,0,2,2-3,4-4,10,C.  Douglas-Roberts,1,2,9,SG,3,0,2,"February 5, 2010",300205002,0,Nets
+6,0-1,3,0,7,5-8,0-0,26,K.  Garnett,0,1,10,PF,7,2,0,"February 5, 2010",300205002,1,Celtics
+10,0-0,1,0,4,2-6,3-6,26,K.  Perkins,2,3,7,C,6,0,2,"February 5, 2010",300205002,1,Celtics
+17,0-0,11,1,3,6-8,5-6,44,R.  Rondo,0,2,17,PG,3,3,2,"February 5, 2010",300205002,1,Celtics
+4,3-7,2,0,5,9-17,5-5,33,R.  Allen,2,2,26,SG,7,0,3,"February 5, 2010",300205002,1,Celtics
-5,0-0,2,0,2,2-7,0-0,28,T.  Allen,0,2,4,SG,2,0,1,"February 5, 2010",300205002,1,Celtics
+3,0-0,2,0,1,5-7,3-4,21,G.  Davis,2,4,13,PF,3,0,1,"February 5, 2010",300205002,0,Celtics
-3,0-2,5,0,2,3-7,1-2,23,R.  Wallace,1,4,7,PF,3,0,0,"February 5, 2010",300205002,0,Celtics
+1,0-0,0,0,0,0-0,0-0,5,B.  Scalabrine,0,0,0,PF,0,0,0,"February 5, 2010",300205002,0,Celtics
+4,0-0,0,0,1,0-2,2-2,9,H.  Walker,0,0,2,SF,1,0,2,"February 5, 2010",300205002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,P.  Pierce,0,0,0,SF,0,0,0,"February 5, 2010",300205002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,S.  Williams,0,0,0,C,0,0,0,"February 5, 2010",300205002,0,Celtics
-5,0-0,0,0,0,0-0,0-0,0,M.  Daniels,0,0,0,SG,0,0,0,"February 5, 2010",300205002,0,Celtics
+10,0-0,0,0,0,0-0,0-0,0,J.R. ,0,0,0,SG,0,0,0,"February 5, 2010",300205002,0,Celtics
+8,2-5,0,0,4,4-10,0-0,25,E.  House,0,1,10,SG,4,1,1,"February 5, 2010",300205002,0,Celtics
+8,2-3,2,0,1,5-13,2-2,37,R.  Lewis,1,2,14,PF,2,2,2,"February 7, 2010",300207002,1,Magic
+25,3-4,3,0,4,4-6,0-0,26,M.  Barnes,1,2,11,SF,5,0,2,"February 7, 2010",300207002,1,Magic
+10,0-0,1,2,11,4-9,8-12,32,D.  Howard,2,5,16,C,13,0,2,"February 7, 2010",300207002,1,Magic
+8,1-3,4,0,0,5-10,4-4,35,J.  Nelson,0,3,15,PG,0,0,5,"February 7, 2010",300207002,1,Magic
+10,3-4,3,1,3,7-13,3-4,34,V.  Carter,0,2,20,SG,3,0,2,"February 7, 2010",300207002,1,Magic
+0,0-0,0,0,0,0-0,0-0,0,B.  Bass,0,0,0,PF,0,0,0,"February 7, 2010",300207002,0,Magic
-1,0-1,0,2,1,0-2,0-0,11,R.  Anderson,0,1,0,PF,1,0,1,"February 7, 2010",300207002,0,Magic
-8,2-4,1,0,4,2-5,2-3,18,M.  Pietrus,0,1,8,SF,4,0,1,"February 7, 2010",300207002,0,Magic
-3,0-1,0,2,4,1-4,0-0,16,M.  Gortat,1,2,2,C,5,0,0,"February 7, 2010",300207002,0,Magic
-3,0-0,0,0,0,0-0,0-0,0,A.  Foyle,0,0,0,C,0,0,0,"February 7, 2010",300207002,0,Magic
+1,0-0,2,0,1,2-2,2-2,12,J.  Williams,1,0,6,PG,2,0,0,"February 7, 2010",300207002,0,Magic
+0,0-0,0,0,0,0-0,0-0,0,A.  Johnson,0,0,0,PG,0,0,0,"February 7, 2010",300207002,0,Magic
-15,0-2,1,0,3,1-3,2-2,18,J.  Redick,0,1,4,SG,3,0,0,"February 7, 2010",300207002,0,Magic
-7,0-0,4,0,6,5-13,3-3,31,K.  Garnett,3,2,13,PF,9,1,4,"February 7, 2010",300207002,1,Celtics
-2,1-6,0,0,2,5-12,2-2,30,P.  Pierce,2,3,13,SF,4,3,3,"February 7, 2010",300207002,1,Celtics
-5,0-0,1,0,3,1-3,0-0,22,K.  Perkins,0,4,2,C,3,0,2,"February 7, 2010",300207002,1,Celtics
-3,2-2,9,0,5,7-13,1-3,36,R.  Rondo,3,1,17,PG,8,3,0,"February 7, 2010",300207002,1,Celtics
-3,1-5,2,0,1,4-13,5-6,40,R.  Allen,1,2,14,SG,2,0,1,"February 7, 2010",300207002,1,Celtics
+3,0-0,1,1,4,4-11,1-3,22,G.  Davis,3,1,9,PF,7,1,0,"February 7, 2010",300207002,0,Celtics
-10,0-2,3,0,1,1-6,0-0,19,R.  Wallace,0,3,2,PF,1,0,0,"February 7, 2010",300207002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,B.  Scalabrine,0,0,0,PF,0,0,0,"February 7, 2010",300207002,0,Celtics
-1,0-0,0,0,0,0-0,0-0,0,H.  Walker,0,0,0,SF,0,0,0,"February 7, 2010",300207002,0,Celtics
+0,0-0,0,0,0,0-0,0-0,0,S.  Williams,0,0,0,C,0,0,0,"February 7, 2010",300207002,0,Celtics
-2,0-0,0,0,3,4-7,0-0,13,M.  Daniels,0,1,8,SG,3,1,0,"February 7, 2010",300207002,0,Celtics
-11,0-0,2,0,0,1-1,2-2,11,T.  Allen,0,2,4,SG,0,0,1,"February 7, 2010",300207002,0,Celtics
-5,0-0,0,0,0,0-0,0-0,0,J.R. ,0,0,0,SG,0,0,0,"February 7, 2010",300207002,0,Celtics
+5,1-1,2,0,3,3-4,0-0,17,E.  House,0,3,7,SG,3,0,0,"February 7, 2010",300207002,0,Celtics
-5,0-1,1,1,7,2-9,3-5,26,K.  Garnett,0,3,7,PF,7,1,0,"February 10, 2010",300210003,1,Celtics
-17,0-3,4,0,3,4-11,7-8,34,P.  Pierce,0,4,15,SF,3,0,8,"February 10, 2010",300210003,1,Celtics
-5,0-0,1,1,7,1-4,1-2,23,K.  Perkins,0,0,3,C,7,0,2,"February 10, 2010",300210003,1,Celtics
-18,0-1,4,0,1,2-7,3-6,25,R.  Rondo,2,4,7,PG,3,3,2,"February 10, 2010",300210003,1,Celtics
-9,0-0,1,0,1,6-9,1-3,24,T.  Allen,2,3,13,SG,3,3,2,"February 10, 2010",300210003,1,Celtics
-1,0-0,0,0,3,4-7,1-1,21,G.  Davis,1,2,9,PF,4,1,1,"February 10, 2010",300210003,0,Celtics
-5,1-2,3,2,5,6-9,0-1,25,R.  Wallace,0,2,13,PF,5,2,3,"February 10, 2010",300210003,0,Celtics
+11,0-0,2,0,1,0-1,0-0,13,B.  Scalabrine,0,1,0,PF,1,0,0,"February 10, 2010",300210003,0,Celtics
