+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,REB,STL,TO,date,game_id,starter,team,Position
-2,2-3,1,1,3,2-5,0-0,17,J.  Harris,0,3,6,3,1,1,"October 22, 2017",400974789,0,Nets,SF
+0,0-1,0,4,1,1-5,2-4,15,J.  Allen,3,2,4,4,0,0,"October 22, 2017",400974789,0,Nets,C
+1,1-3,5,0,2,2-6,0-0,19,S.  Dinwiddie,1,0,5,3,1,0,"October 22, 2017",400974789,0,Nets,PG
+13,4-7,0,1,4,7-12,2-2,26,A.  Crabbe,1,2,20,5,1,1,"October 22, 2017",400974789,0,Nets,SG
,,,,,,,DNP-COACH'S DECISION,T.  Zeller,,,,,,,"October 22, 2017",400974789,0,Nets,C
,,,,,,,DNP-COACH'S DECISION,S.  Kilpatrick,,,,,,,"October 22, 2017",400974789,0,Nets,SG
+0,1-2,0,0,3,2-5,0-0,23,M.  Muscala,1,1,5,4,0,3,"October 23, 2017",400974793,1,Hawks,PF
-4,2-3,2,0,7,9-14,0-0,37,T.  Prince,0,2,20,7,3,7,"October 23, 2017",400974793,1,Hawks,SF
-11,0-2,1,0,6,0-5,0-0,30,D.  Dedmon,0,1,0,6,1,0,"October 23, 2017",400974793,1,Hawks,C
-16,1-2,1,0,4,3-9,3-4,33,M.  Delaney,0,5,10,4,2,3,"October 23, 2017",400974793,1,Hawks,PG
-7,1-4,4,0,3,6-17,7-10,31,K.  Bazemore,1,1,20,4,2,1,"October 23, 2017",400974793,1,Hawks,SG
+0,0-0,2,1,7,6-11,2-2,18,J.  Collins,4,2,14,11,0,0,"October 23, 2017",400974793,0,Hawks,F
-8,1-1,0,0,1,4-5,0-0,23,L.  Babbitt,0,2,9,1,0,1,"October 23, 2017",400974793,0,Hawks,SF
+3,1-3,2,0,2,5-9,0-0,27,M.  Belinelli,0,2,11,2,1,3,"October 23, 2017",400974793,0,Hawks,SG
-4,0-0,2,0,1,1-1,2-2,13,I.  Taylor,0,1,4,1,0,1,"October 23, 2017",400974793,0,Hawks,G
-8,0-0,0,0,1,0-0,0-0,5,T.  Dorsey,0,0,0,1,0,1,"October 23, 2017",400974793,0,Hawks,G
,,,,,,,DNP-STRAINED LEFT KNEE,E.  Ilyasova,,,,,,,"October 23, 2017",400974793,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,N.  Brussino,,,,,,,"October 23, 2017",400974793,0,Hawks,SF
,,,,,,,DNP-COACH'S DECISION,J.  Magette,,,,,,,"October 23, 2017",400974793,0,Hawks,G
+7,0-2,5,0,7,4-6,0-0,26,J.  Johnson,0,3,8,7,3,4,"October 23, 2017",400974793,1,Heat,PF
+10,3-9,2,2,3,8-17,2-3,37,J.  Richardson,1,3,21,4,2,1,"October 23, 2017",400974793,1,Heat,SF
+2,0-1,0,2,4,1-4,0-0,15,J.  Mickey,2,3,2,6,0,1,"October 23, 2017",400974793,1,Heat,C
+3,2-5,6,0,1,7-16,3-6,33,G.  Dragic,0,1,19,1,1,2,"October 23, 2017",400974793,1,Heat,PG
+1,2-3,1,1,2,4-8,0-0,23,D.  Waiters,0,3,10,2,0,3,"October 23, 2017",400974793,1,Heat,SG
+6,1-3,4,1,8,4-8,1-3,29,K.  Olynyk,2,3,10,10,2,5,"October 23, 2017",400974793,0,Heat,PF
+7,0-2,1,0,3,4-8,0-0,26,J.  Winslow,2,2,8,5,1,0,"October 23, 2017",400974793,0,Heat,SF
+15,6-8,2,0,1,6-9,2-2,25,W.  Ellington,1,1,20,2,1,1,"October 23, 2017",400974793,0,Heat,SG
+4,0-4,0,0,2,1-9,4-4,27,T.  Johnson,2,0,6,4,2,2,"October 23, 2017",400974793,0,Heat,SG
,,,,,,,DNP-COACH'S DECISION,U.  Haslem,,,,,,,"October 23, 2017",400974793,0,Heat,PF
,,,,,,,DNP-COACH'S DECISION,B.  Adebayo,,,,,,,"October 23, 2017",400974793,0,Heat,F
,,,,,,,DNP-COACH'S DECISION,O.  White,,,,,,,"October 23, 2017",400974793,0,Heat,F
,,,,,,,DNP-COACH'S DECISION,M.  Williams J,,,,,,,"October 23, 2017",400974793,0,Heat,SG
-6,2-4,4,1,6,5-11,2-2,31,M.  Muscala,4,3,14,10,1,1,"October 26, 2017",400974816,1,Hawks,PF
-9,1-2,2,0,2,1-7,0-0,28,T.  Prince,0,3,3,2,2,3,"October 26, 2017",400974816,1,Hawks,SF
-3,0-1,4,1,9,2-5,0-0,23,D.  Dedmon,1,3,4,10,0,0,"October 26, 2017",400974816,1,Hawks,C
-15,0-3,4,0,2,3-11,0-0,35,M.  Delaney,0,4,6,2,1,0,"October 26, 2017",400974816,1,Hawks,PG
+3,2-5,3,1,5,7-19,0-0,33,K.  Bazemore,0,2,16,5,3,4,"October 26, 2017",400974816,1,Hawks,SG
-2,0-0,0,1,4,5-6,3-5,25,J.  Collins,1,3,13,5,0,1,"October 26, 2017",400974816,0,Hawks,PF
+0,0-2,0,0,1,0-3,0-0,14,L.  Babbitt,0,1,0,1,0,0,"October 26, 2017",400974816,0,Hawks,SF
+11,5-9,2,0,2,8-16,2-2,31,M.  Belinelli,0,2,23,2,1,0,"October 26, 2017",400974816,0,Hawks,SG
+2,1-2,3,1,2,1-3,2-2,16,I.  Taylor,1,2,5,3,2,1,"October 26, 2017",400974816,0,Hawks,G
-6,0-0,0,0,0,0-0,2-2,4,J.  Magette,0,0,2,0,0,0,"October 26, 2017",400974816,0,Hawks,G
,,,,,,,DNP-COACH'S DECISION,E.  Ilyasova,,,,,,,"October 26, 2017",400974816,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,N.  Brussino,,,,,,,"October 26, 2017",400974816,0,Hawks,SF
,,,,,,,DNP-COACH'S DECISION,T.  Dorsey,,,,,,,"October 26, 2017",400974816,0,Hawks,SG
+4,2-8,1,0,11,5-13,2-3,31,L.  Markkanen,1,2,14,12,0,2,"October 26, 2017",400974816,1,Bulls,PF
+1,2-9,5,0,8,3-14,3-3,36,D.  Valentine,1,0,11,9,2,2,"October 26, 2017",400974816,1,Bulls,SF
+12,0-1,4,2,1,8-19,0-0,36,R.  Lopez,7,3,16,8,0,2,"October 26, 2017",400974816,1,Bulls,C
+4,0-2,7,0,3,2-7,7-10,36,J.  Grant,1,0,11,4,2,2,"October 26, 2017",400974816,1,Bulls,PG
+11,2-7,0,0,7,4-11,3-5,37,J.  Holiday,3,2,13,10,0,2,"October 26, 2017",400974816,1,Bulls,SG
-2,1-1,0,0,10,5-8,4-5,23,D.  Nwaba,1,2,15,11,0,1,"October 26, 2017",400974816,0,Bulls,SF
-7,0-0,0,0,2,1-3,0-0,12,C.  Felicio,2,1,2,4,0,0,"October 26, 2017",400974816,0,Bulls,C
+1,0-2,2,0,0,1-5,0-0,12,K.  Felder,0,4,2,0,1,0,"October 26, 2017",400974816,0,Bulls,PG
+1,0-2,1,2,2,2-6,3-3,17,Q.  Pondexter,2,1,7,4,0,2,"October 26, 2017",400974816,0,Bulls,SG
,,,,,,,DNP-RIGHT KNEE CONTUSION,P.  Zipser,,,,,,,"October 26, 2017",400974816,0,Bulls,SF
,,,,,,,DNP-COACH'S DECISION,R.  Arcidiacono,,,,,,,"October 26, 2017",400974816,0,Bulls,PG
,,,,,,,DNP-COACH'S DECISION,A.  Blakeney,,,,,,,"October 26, 2017",400974816,0,Bulls,SG
-5,0-2,3,1,4,6-12,4-6,30,P.  Millsap,2,4,16,6,2,1,"October 27, 2017",400974823,1,Nuggets,PF
-2,0-1,0,0,1,1-3,0-0,23,W.  Chandler,0,1,2,1,0,1,"October 27, 2017",400974823,1,Nuggets,SF
+12,0-1,5,0,11,8-16,2-2,33,N.  Jokic,4,0,18,15,1,2,"October 27, 2017",400974823,1,Nuggets,C
-4,0-2,0,0,2,3-12,0-0,20,J.  Murray,1,1,6,3,0,1,"October 27, 2017",400974823,1,Nuggets,PG
-1,2-5,3,0,2,7-13,2-3,34,G.  Harris,1,2,18,3,2,0,"October 27, 2017",400974823,1,Nuggets,SG
+2,0-0,0,0,0,0-0,0-0,12,K.  Faried,0,0,0,0,0,1,"October 27, 2017",400974823,0,Nuggets,PF
+9,2-6,3,0,5,8-17,0-0,29,W.  Barton,1,2,18,6,2,5,"October 27, 2017",400974823,0,Nuggets,SF
+3,0-0,6,3,3,3-4,3-6,21,M.  Plumlee,2,1,9,5,1,0,"October 27, 2017",400974823,0,Nuggets,C
+9,0-2,4,0,4,5-12,6-6,28,E.  Mudiay,0,1,16,4,0,0,"October 27, 2017",400974823,0,Nuggets,PG
+2,0-1,1,0,3,1-2,0-0,11,M.  Beasley,0,0,2,3,0,0,"October 27, 2017",400974823,0,Nuggets,SG
,,,,,,,DNP-COACH'S DECISION,T.  Lyles,,,,,,,"October 27, 2017",400974823,0,Nuggets,PF
,,,,,,,DNP-COACH'S DECISION,D.  Arthur,,,,,,,"October 27, 2017",400974823,0,Nuggets,PF
,,,,,,,DNP-COACH'S DECISION,R.  Jefferson,,,,,,,"October 27, 2017",400974823,0,Nuggets,SF
+1,1-5,2,0,3,3-11,0-0,30,E.  Ilyasova,0,4,7,3,2,0,"October 27, 2017",400974823,1,Hawks,PF
-1,3-5,3,0,6,8-14,0-0,33,T.  Prince,1,2,19,7,2,4,"October 27, 2017",400974823,1,Hawks,SF
+6,1-2,1,1,8,4-9,4-4,31,D.  Dedmon,2,4,13,10,0,0,"October 27, 2017",400974823,1,Hawks,C
+4,2-6,6,0,2,7-16,4-4,33,D.  Schroder,1,1,20,3,1,0,"October 27, 2017",400974823,1,Hawks,PG
-5,1-3,4,2,4,3-9,0-0,27,K.  Bazemore,2,1,7,6,1,3,"October 27, 2017",400974823,1,Hawks,SG
-7,0-0,0,0,3,2-11,2-2,14,J.  Collins,5,5,6,8,0,0,"October 27, 2017",400974823,0,Hawks,PF
-6,0-3,1,1,3,1-6,2-2,21,M.  Muscala,0,2,4,3,1,1,"October 27, 2017",400974823,0,Hawks,PF
+0,0-0,0,0,0,0-0,0-0,0,L.  Babbitt,0,1,0,0,0,0,"October 27, 2017",400974823,0,Hawks,SF
-11,1-2,4,0,1,3-4,0-0,19,M.  Delaney,0,0,7,1,0,1,"October 27, 2017",400974823,0,Hawks,PG
-1,5-7,2,0,2,5-8,0-0,28,M.  Belinelli,0,0,15,2,0,3,"October 27, 2017",400974823,0,Hawks,SG
-5,0-0,0,0,0,1-1,0-0,5,I.  Taylor,0,1,2,0,0,0,"October 27, 2017",400974823,0,Hawks,G
,,,,,,,DNP-COACH'S DECISION,T.  Dorsey,,,,,,,"October 27, 2017",400974823,0,Hawks,SG
,,,,,,,DNP-COACH'S DECISION,J.  Magette,,,,,,,"October 27, 2017",400974823,0,Hawks,G
+8,1-3,6,0,10,14-21,4-6,38,G.  Antetokounmpo,1,4,33,11,0,1,"October 29, 2017",400974836,1,Bucks,PF
+26,3-5,9,0,7,9-19,6-7,38,K.  Middleton,0,2,27,7,2,2,"October 29, 2017",400974836,1,Bucks,SF
+7,1-1,2,0,3,1-1,0-0,20,T.  Maker,2,4,3,5,2,0,"October 29, 2017",400974836,1,Bucks,C
+6,2-5,4,0,1,5-11,4-4,31,M.  Brogdon,0,4,16,1,2,2,"October 29, 2017",400974836,1,Bucks,PG
+8,1-5,2,0,1,1-7,0-0,32,T.  Snell,0,2,3,1,0,1,"October 29, 2017",400974836,1,Bucks,SG
-2,0-0,0,0,1,0-0,0-0,1,D.J. ,0,0,0,1,0,0,"October 29, 2017",400974836,0,Bucks,PF
-2,1-1,1,0,1,2-2,0-0,12,M.  Teletovic,1,0,5,2,1,2,"October 29, 2017",400974836,0,Bucks,PF
+4,0-0,3,3,9,5-8,2-4,28,J.  Henson,0,6,12,9,2,3,"October 29, 2017",400974836,0,Bucks,C
+1,0-0,1,0,2,3-6,0-0,19,M.  Dellavedova,1,2,6,3,0,2,"October 29, 2017",400974836,0,Bucks,PG
-2,0-0,0,0,0,0-0,0-0,1,S.  Brown,0,0,0,0,0,0,"October 29, 2017",400974836,0,Bucks,SG
+1,4-6,2,0,3,4-6,0-0,21,R.  Vaughn,0,3,12,3,0,1,"October 29, 2017",400974836,0,Bucks,SG
,,,,,,,DNP-COACH'S DECISION,J.  Terry,,,,,,,"October 29, 2017",400974836,0,Bucks,SG
,,,,,,,DNP-COACH'S DECISION,D.  Liggins,,,,,,,"October 29, 2017",400974836,0,Bucks,SG
-14,2-2,1,1,2,3-5,2-2,29,M.  Muscala,0,5,10,2,0,1,"October 29, 2017",400974836,1,Hawks,PF
-16,3-9,3,0,5,7-20,0-1,38,T.  Prince,0,4,17,5,2,3,"October 29, 2017",400974836,1,Hawks,SF
-20,0-0,0,0,5,4-5,0-0,17,D.  Dedmon,0,1,8,5,0,2,"October 29, 2017",400974836,1,Hawks,C
-19,2-3,8,0,2,8-16,3-4,35,D.  Schroder,0,2,21,2,3,3,"October 29, 2017",400974836,1,Hawks,PG
-2,1-4,6,0,2,2-9,10-10,32,K.  Bazemore,0,3,15,2,2,4,"October 29, 2017",400974836,1,Hawks,SG
+9,0-0,0,1,6,5-7,4-7,25,J.  Collins,1,2,14,7,0,0,"October 29, 2017",400974836,0,Hawks,PF
+1,1-4,1,0,4,2-5,0-0,14,L.  Babbitt,0,1,5,4,0,0,"October 29, 2017",400974836,0,Hawks,SF
-11,0-1,2,0,0,0-2,0-0,7,M.  Delaney,1,0,0,1,0,1,"October 29, 2017",400974836,0,Hawks,PG
+7,3-5,4,0,2,3-5,0-0,25,M.  Belinelli,1,1,9,3,2,2,"October 29, 2017",400974836,0,Hawks,SG
+8,1-1,2,0,0,2-3,2-2,16,I.  Taylor,0,2,7,0,0,0,"October 29, 2017",400974836,0,Hawks,G
+2,0-0,0,0,0,0-0,0-0,1,J.  Magette,0,0,0,0,0,0,"October 29, 2017",400974836,0,Hawks,G
,,,,,,,DNP-COACH'S DECISION,N.  Brussino,,,,,,,"October 29, 2017",400974836,0,Hawks,SF
,,,,,,,DNP-COACH'S DECISION,T.  Dorsey,,,,,,,"October 29, 2017",400974836,0,Hawks,SG
-13,0-0,0,0,4,1-3,0-0,22,M.  Muscala,0,3,2,4,2,1,"November 1, 2017",400974858,1,Hawks,PF
-16,1-3,3,2,10,6-17,4-6,40,T.  Prince,1,3,17,11,2,1,"November 1, 2017",400974858,1,Hawks,SF
-8,0-0,0,1,5,4-10,2-3,22,D.  Dedmon,4,5,10,9,0,3,"November 1, 2017",400974858,1,Hawks,C
-12,2-2,6,0,3,10-17,3-3,33,D.  Schroder,0,2,25,3,0,4,"November 1, 2017",400974858,1,Hawks,PG
-16,1-3,3,0,4,1-4,5-8,27,K.  Bazemore,0,4,8,4,4,3,"November 1, 2017",400974858,1,Hawks,SG
+0,0-1,2,1,1,3-7,1-2,14,J.  Collins,6,6,7,7,0,1,"November 1, 2017",400974858,0,Hawks,PF
+4,2-4,0,0,5,7-12,0-0,25,L.  Babbitt,0,1,16,5,0,2,"November 1, 2017",400974858,0,Hawks,SF
+2,0-0,0,0,1,0-0,0-0,1,N.  Brussino,0,0,0,1,0,0,"November 1, 2017",400974858,0,Hawks,SF
+6,1-1,1,0,1,3-3,1-1,9,M.  Delaney,0,1,8,1,2,1,"November 1, 2017",400974858,0,Hawks,PG
-4,1-7,4,0,1,2-11,3-4,29,M.  Belinelli,1,0,8,2,0,0,"November 1, 2017",400974858,0,Hawks,SG
+2,0-1,1,0,0,0-1,0-0,1,T.  Dorsey,0,0,0,0,0,0,"November 1, 2017",400974858,0,Hawks,SG
+5,0-1,2,0,2,4-9,0-0,18,I.  Taylor,0,3,8,2,1,2,"November 1, 2017",400974858,0,Hawks,G
+1,1-3,0,0,3,1-9,2-2,20,D.  Saric,3,0,5,6,0,2,"November 1, 2017",400974858,1,76ers,PF
+14,6-11,3,0,3,7-15,2-2,34,R.  Covington,0,4,22,3,2,2,"November 1, 2017",400974858,1,76ers,SF
+2,1-3,6,3,10,9-16,2-5,30,J.  Embiid,2,4,21,12,3,2,"November 1, 2017",400974858,1,76ers,C
+12,0-1,9,0,9,8-16,3-6,34,B.  Simmons,4,2,19,13,2,4,"November 1, 2017",400974858,1,76ers,PG
+0,1-6,3,0,1,3-11,1-2,32,J.  Redick,0,4,8,1,0,1,"November 1, 2017",400974858,1,76ers,SG
+10,0-0,3,0,4,5-6,2-4,17,A.  Johnson,4,4,12,8,1,0,"November 1, 2017",400974858,0,76ers,C
+11,2-5,3,1,1,5-9,2-2,31,J.  Bayless,1,3,14,2,1,0,"November 1, 2017",400974858,0,76ers,PG
+7,0-0,7,0,6,6-10,0-0,26,T.J. ,0,4,12,6,1,2,"November 1, 2017",400974858,0,76ers,PG
-7,2-6,2,0,1,2-7,0-2,16,T.  Luwawu-Cabarrot,1,1,6,2,0,3,"November 1, 2017",400974858,0,76ers,SG
,,,,,,,DNP-COACH'S DECISION,J.  Okafor,,,,,,,"November 1, 2017",400974858,0,76ers,C
,,,,,,,DNP-COACH'S DECISION,F.  Korkmaz,,,,,,,"November 1, 2017",400974858,0,76ers,SG
,,,,,,,DNP-COACH'S DECISION,J.  Anderson,,,,,,,"November 1, 2017",400974858,0,76ers,SG
,,,,,,,DNP-COACH'S DECISION,N.  Stauskas,,,,,,,"November 1, 2017",400974858,0,76ers,SG
+14,3-8,0,0,8,4-9,0-0,25,R.  Anderson,0,1,11,8,0,0,"November 3, 2017",400974874,1,Rockets,PF
+22,2-8,4,1,5,5-11,0-0,32,T.  Ariza,2,2,12,7,1,1,"November 3, 2017",400974874,1,Rockets,SF
+4,0-0,1,0,3,5-9,2-2,22,C.  Capela,3,0,12,6,0,1,"November 3, 2017",400974874,1,Rockets,C
+19,6-11,11,0,2,8-15,7-10,31,J.  Harden,1,0,29,3,1,2,"November 3, 2017",400974874,1,Rockets,PG
+8,3-7,5,1,2,6-13,5-5,30,E.  Gordon,0,0,20,2,4,4,"November 3, 2017",400974874,1,Rockets,SG
-15,0-2,0,0,1,0-3,2-2,7,Z.  Qi,0,1,2,1,0,0,"November 3, 2017",400974874,0,Rockets,PF
-4,0-1,2,0,2,1-3,0-0,9,T.  Black,0,1,2,2,1,0,"November 3, 2017",400974874,0,Rockets,PF
+10,2-4,2,1,2,8-11,2-3,34,L.  Mbah a Moute,2,4,20,4,2,0,"November 3, 2017",400974874,0,Rockets,PF
