+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,REB,STL,TO,date,game_id,starter,team,Position
--,1-1,2,0,6,2-8,1-4,35,M.  Williams,3,2,6,9,1,2,"November 4, 2005",251104012,1,Hawks,PF
--,1-1,3,1,2,2-5,2-2,32,J.  Childress,0,2,7,2,2,1,"November 4, 2005",251104012,1,Hawks,SF
--,0-0,1,2,4,1-9,11-12,33,Z.  Pachulia,3,2,13,7,0,1,"November 4, 2005",251104012,1,Hawks,C
--,1-4,7,0,2,3-10,3-4,32,J.  Johnson,2,3,10,4,2,6,"November 4, 2005",251104012,1,Hawks,SG
--,0-0,0,0,1,1-2,0-0,8,E.  Batista,1,2,2,2,1,0,"November 4, 2005",251104012,0,Hawks,PF
--,0-0,0,0,0,0-0,0-0,0,A.  Harrington,0,0,0,0,0,0,"November 4, 2005",251104012,0,Hawks,PF
--,0-0,0,0,1,2-3,0-0,17,J.  Edwards,0,6,4,1,0,1,"November 4, 2005",251104012,0,Hawks,C
--,0-0,0,0,0,0-0,0-0,0,T.  Delk,0,0,0,0,0,0,"November 4, 2005",251104012,0,Hawks,PG
--,0-0,4,0,3,2-8,4-6,23,T.  Lue,0,1,8,3,1,3,"November 4, 2005",251104012,0,Hawks,PG
--,0-0,0,0,0,2-2,0-0,3,R.  Ivey,0,0,4,0,0,0,"November 4, 2005",251104012,0,Hawks,PG
--,3-4,2,0,3,5-8,2-4,25,S.  Stoudamire,0,3,15,3,1,3,"November 4, 2005",251104012,0,Hawks,SG
--,0-0,0,0,0,0-1,0-0,7,D.  Smith,0,0,0,0,0,0,"November 4, 2005",251104012,0,Hawks,SG
--,0-0,4,3,6,4-12,4-6,26,E.  Brand,3,2,12,9,0,1,"November 4, 2005",251104012,1,Clippers,PF
--,0-1,2,0,5,1-5,2-4,26,Q.  Ross,0,3,4,5,3,0,"November 4, 2005",251104012,1,Clippers,SF
--,0-0,1,4,4,3-5,2-6,23,C.  Kaman,1,4,8,5,1,4,"November 4, 2005",251104012,1,Clippers,C
--,0-0,4,0,2,4-12,4-4,24,S.  Cassell,0,3,12,2,0,3,"November 4, 2005",251104012,1,Clippers,PG
--,1-2,2,2,5,6-10,6-6,30,C.  Mobley,0,2,19,5,1,3,"November 4, 2005",251104012,1,Clippers,SG
--,0-0,0,1,2,7-8,0-2,22,C.  Wilcox,4,3,14,6,0,2,"November 4, 2005",251104012,0,Clippers,PF
--,0-0,0,0,0,0-0,0-0,0,W.  McCarty,0,0,0,0,0,0,"November 4, 2005",251104012,0,Clippers,PF
--,0-0,0,0,0,0-0,0-0,0,C.  Maggette,0,0,0,0,0,0,"November 4, 2005",251104012,0,Clippers,SF
--,0-0,0,0,0,0-0,0-0,4,Y.  Korolev,0,0,0,0,0,0,"November 4, 2005",251104012,0,Clippers,SF
--,0-0,2,0,6,4-9,5-6,29,J.  Singleton,7,4,13,13,3,1,"November 4, 2005",251104012,0,Clippers,SF
--,0-0,0,1,3,1-4,0-0,20,Z.  Rebraca,1,2,2,4,0,1,"November 4, 2005",251104012,0,Clippers,C
--,0-0,0,0,0,0-0,0-0,1,B.  N'Dong,0,0,0,0,0,0,"November 4, 2005",251104012,0,Clippers,C
--,0-2,1,0,0,1-4,0-0,6,A.  Goldwire,0,0,2,0,0,0,"November 4, 2005",251104012,0,Clippers,PG
--,0-0,0,0,0,0-0,0-0,0,S.  Livingston,0,0,0,0,0,0,"November 4, 2005",251104012,0,Clippers,PG
--,0-2,2,0,1,3-8,0-0,29,D.  Ewing,1,4,6,2,2,3,"November 4, 2005",251104012,0,Clippers,PG
--,-----,--,--,--,-----,-----,--,B.  Napos;Dong,--,--,--,--,--,--,"November 4, 2005",251104012,0,Clippers,g
--,0-1,1,4,1,6-12,2-2,31,J.  Smith,0,1,14,1,1,0,"November 5, 2005",251105022,1,Hawks,PF
--,0-0,1,1,2,1-5,0-0,25,M.  Williams,0,6,2,2,0,0,"November 5, 2005",251105022,1,Hawks,PF
--,2-2,3,0,2,4-7,3-5,29,J.  Childress,3,3,13,5,1,0,"November 5, 2005",251105022,1,Hawks,SF
--,0-0,0,1,5,6-11,0-1,32,Z.  Pachulia,1,3,12,6,2,3,"November 5, 2005",251105022,1,Hawks,C
--,3-7,7,1,4,9-16,2-5,41,J.  Johnson,1,3,23,5,1,5,"November 5, 2005",251105022,1,Hawks,SG
--,0-0,0,0,2,0-1,0-0,15,E.  Batista,1,3,0,3,1,0,"November 5, 2005",251105022,0,Hawks,PF
--,0-0,0,0,0,0-0,0-0,0,A.  Harrington,0,0,0,0,0,0,"November 5, 2005",251105022,0,Hawks,PF
--,0-0,1,3,4,3-6,0-0,15,J.  Edwards,2,4,6,6,1,0,"November 5, 2005",251105022,0,Hawks,C
--,0-0,0,0,0,0-0,0-0,0,T.  Delk,0,0,0,0,0,0,"November 5, 2005",251105022,0,Hawks,PG
--,0-1,5,0,1,2-5,4-4,28,T.  Lue,0,4,8,1,1,1,"November 5, 2005",251105022,0,Hawks,PG
--,2-4,2,0,3,4-11,5-6,23,S.  Stoudamire,0,2,15,3,1,0,"November 5, 2005",251105022,0,Hawks,SG
--,0-0,0,0,0,0-0,0-0,0,D.  Smith,0,0,0,0,0,0,"November 5, 2005",251105022,0,Hawks,SG
,,,,,,,Did not play,R.  Ivey,,,,,,,"November 5, 2005",251105022,0,Hawks,PG
--,0-0,1,0,6,7-16,7-9,37,Z.  Randolph,7,5,21,13,0,5,"November 5, 2005",251105022,1,Trail Blazers,PF
--,0-0,2,0,4,5-15,4-7,37,D.  Miles,1,4,14,5,0,4,"November 5, 2005",251105022,1,Trail Blazers,SF
--,0-0,0,2,2,2-4,4-6,28,J.  Przybilla,2,3,8,4,0,3,"November 5, 2005",251105022,1,Trail Blazers,C
--,2-5,3,0,5,7-15,2-2,35,S.  Telfair,0,4,18,5,1,2,"November 5, 2005",251105022,1,Trail Blazers,PG
,,,,,,,Did not play,C.  Smith,,,,,,,"November 5, 2005",251105022,1,Trail Blazers,SG
--,0-0,0,0,0,0-0,0-0,0,V.  Khryapa,0,0,0,0,0,0,"November 5, 2005",251105022,0,Trail Blazers,PF
--,0-0,0,0,1,3-7,2-5,22,R.  Patterson,0,1,8,1,0,1,"November 5, 2005",251105022,0,Trail Blazers,PF
--,0-2,5,0,4,3-6,2-2,30,S.  Monia,2,3,8,6,1,0,"November 5, 2005",251105022,0,Trail Blazers,SF
--,0-0,0,0,0,0-0,0-0,3,M.  Webster,0,0,0,0,0,0,"November 5, 2005",251105022,0,Trail Blazers,SF
--,0-0,0,0,0,0-0,0-0,0,T.  Outlaw,0,0,0,0,0,0,"November 5, 2005",251105022,0,Trail Blazers,SF
--,0-0,0,0,0,0-0,0-0,0,S.  Ha,0,0,0,0,0,0,"November 5, 2005",251105022,0,Trail Blazers,C
--,0-0,1,1,4,1-1,1-1,20,T.  Ratliff,1,0,3,5,0,0,"November 5, 2005",251105022,0,Trail Blazers,C
--,1-1,4,0,2,4-6,1-2,19,J.  Jack,1,2,10,3,1,0,"November 5, 2005",251105022,0,Trail Blazers,PG
--,1-2,2,0,0,1-7,1-2,11,J.  Dixon,0,1,4,0,0,0,"November 5, 2005",251105022,0,Trail Blazers,SG
,,,,,,,Did not play,S.  Blake,,,,,,,"November 5, 2005",251105022,0,Trail Blazers,PG
--,1-3,6,1,10,3-8,6-10,45,L.  Odom,1,3,13,11,5,3,"November 8, 2005",251108001,1,Lakers,PF
--,0-0,5,1,2,15-26,7-11,38,K.  Bryant,1,5,37,3,1,1,"November 8, 2005",251108001,1,Lakers,SF
--,0-1,1,0,4,2-4,1-3,25,K.  Brown,1,4,5,5,0,3,"November 8, 2005",251108001,1,Lakers,C
--,0-0,3,0,1,1-1,0-0,12,C.  Mihm,0,4,2,1,0,1,"November 8, 2005",251108001,1,Lakers,C
--,3-5,2,0,3,7-9,4-7,36,S.  Parker,1,2,21,4,3,3,"November 8, 2005",251108001,1,Lakers,PG
--,1-1,1,1,0,3-5,0-0,15,B.  Cook,2,3,7,2,1,2,"November 8, 2005",251108001,0,Lakers,PF
--,2-5,2,1,4,4-10,2-2,37,D.  George,0,2,12,4,4,0,"November 8, 2005",251108001,0,Lakers,SF
--,0-0,0,0,0,0-0,0-0,0,L.  Walton,0,0,0,0,0,0,"November 8, 2005",251108001,0,Lakers,SF
--,0-0,0,0,0,0-0,0-0,4,A.  Bynum,0,0,0,0,0,0,"November 8, 2005",251108001,0,Lakers,C
--,0-1,0,0,1,2-6,0-0,15,L.  Profit,0,1,4,1,1,0,"November 8, 2005",251108001,0,Lakers,SG
--,0-0,0,0,0,0-0,0-0,2,A.  McKie,0,0,0,0,0,0,"November 8, 2005",251108001,0,Lakers,SG
--,0-2,1,0,1,1-4,0-0,13,S.  Vujacic,0,0,2,1,0,1,"November 8, 2005",251108001,0,Lakers,SG
--,0-0,0,0,0,0-0,0-0,0,V.  Wafer,0,0,0,0,0,0,"November 8, 2005",251108001,0,Lakers,SG
--,0-0,0,0,0,0-0,0-0,0,D.  Green,0,0,0,0,0,0,"November 8, 2005",251108001,0,Lakers,SG
,,,,,,,Did not play,S.  Medvedenko,,,,,,,"November 8, 2005",251108001,0,Lakers,PF
--,0-1,0,0,7,7-16,4-5,38,A.  Harrington,3,5,18,10,2,2,"November 8, 2005",251108001,1,Hawks,PF
--,0-0,2,0,2,2-3,4-7,26,J.  Childress,0,2,8,2,0,3,"November 8, 2005",251108001,1,Hawks,SF
--,0-0,1,0,5,5-8,3-3,30,Z.  Pachulia,4,3,13,9,1,5,"November 8, 2005",251108001,1,Hawks,C
--,2-3,2,0,3,5-10,1-1,31,T.  Lue,0,2,13,3,0,3,"November 8, 2005",251108001,1,Hawks,PG
--,1-5,4,0,3,11-20,3-6,41,J.  Johnson,0,1,26,3,1,5,"November 8, 2005",251108001,1,Hawks,SG
--,0-2,1,0,4,3-9,2-2,21,J.  Smith,2,1,8,6,1,3,"November 8, 2005",251108001,0,Hawks,PF
--,0-1,1,1,5,1-3,2-2,27,M.  Williams,0,5,4,5,0,1,"November 8, 2005",251108001,0,Hawks,PF
--,0-0,0,0,1,0-0,0-0,2,E.  Batista,0,1,0,1,0,0,"November 8, 2005",251108001,0,Hawks,PF
--,0-0,0,0,0,0-0,0-0,3,J.  Edwards,0,2,0,0,0,0,"November 8, 2005",251108001,0,Hawks,C
--,0-0,0,0,0,0-0,0-0,0,R.  Ivey,0,0,0,0,0,0,"November 8, 2005",251108001,0,Hawks,PG
--,0-0,0,0,0,0-0,0-0,1,D.  Smith,0,0,0,0,0,0,"November 8, 2005",251108001,0,Hawks,SG
--,1-3,0,0,1,3-6,0-0,21,S.  Stoudamire,0,3,7,1,0,0,"November 8, 2005",251108001,0,Hawks,SG
,,,,,,,Did not play,T.  Delk,,,,,,,"November 8, 2005",251108001,0,Hawks,PG
--,0-0,0,3,5,9-14,5-8,39,E.  Brand,2,3,23,7,0,1,"November 10, 2005",251110001,1,Clippers,PF
--,0-0,1,0,4,2-6,3-4,36,Q.  Ross,2,3,7,6,0,0,"November 10, 2005",251110001,1,Clippers,SF
--,0-0,2,2,7,3-4,3-3,26,C.  Kaman,1,5,9,8,2,3,"November 10, 2005",251110001,1,Clippers,C
--,0-0,9,0,5,7-15,7-8,38,S.  Cassell,3,3,21,8,3,4,"November 10, 2005",251110001,1,Clippers,PG
--,2-4,2,0,4,5-12,0-1,33,C.  Mobley,0,3,12,4,2,3,"November 10, 2005",251110001,1,Clippers,SG
--,0-0,2,0,1,0-1,2-4,11,C.  Wilcox,2,3,2,3,0,2,"November 10, 2005",251110001,0,Clippers,PF
--,0-0,0,0,0,0-0,0-0,0,W.  McCarty,0,0,0,0,0,0,"November 10, 2005",251110001,0,Clippers,PF
--,0-1,0,0,4,6-13,5-5,25,C.  Maggette,0,2,17,4,1,2,"November 10, 2005",251110001,0,Clippers,SF
--,0-0,0,2,4,2-5,2-2,19,Z.  Rebraca,0,2,6,4,0,0,"November 10, 2005",251110001,0,Clippers,C
--,0-0,0,0,0,0-0,0-0,0,B.  N'Dong,0,0,0,0,0,0,"November 10, 2005",251110001,0,Clippers,C
--,0-0,0,0,0,0-0,0-0,0,S.  Livingston,0,0,0,0,0,0,"November 10, 2005",251110001,0,Clippers,PG
--,1-1,2,0,3,2-5,0-0,13,D.  Ewing,0,2,5,3,0,2,"November 10, 2005",251110001,0,Clippers,PG
--,-----,--,--,--,-----,-----,--,B.  Napos;Dong,--,--,--,--,--,--,"November 10, 2005",251110001,0,Clippers,g
,,,,,,,Did not play,Y.  Korolev,,,,,,,"November 10, 2005",251110001,0,Clippers,SF
,,,,,,,Did not play,J.  Singleton,,,,,,,"November 10, 2005",251110001,0,Clippers,SF
,,,,,,,Did not play,A.  Goldwire,,,,,,,"November 10, 2005",251110001,0,Clippers,PG
--,0-1,4,0,5,6-17,2-2,38,A.  Harrington,3,5,14,8,0,1,"November 10, 2005",251110001,1,Hawks,PF
--,0-0,1,0,1,3-5,0-2,19,J.  Childress,0,3,6,1,1,1,"November 10, 2005",251110001,1,Hawks,SF
--,0-0,6,1,10,4-10,8-12,38,Z.  Pachulia,3,5,16,13,1,3,"November 10, 2005",251110001,1,Hawks,C
--,0-0,2,0,0,4-7,0-0,21,T.  Lue,0,2,8,0,0,2,"November 10, 2005",251110001,1,Hawks,PG
--,0-3,5,2,4,10-25,4-5,45,J.  Johnson,6,1,24,10,2,3,"November 10, 2005",251110001,1,Hawks,SG
--,0-0,0,1,2,1-7,0-0,12,J.  Smith,2,0,2,4,0,2,"November 10, 2005",251110001,0,Hawks,PF
--,0-0,0,2,2,5-7,2-2,28,M.  Williams,0,3,12,2,0,0,"November 10, 2005",251110001,0,Hawks,PF
--,0-0,0,0,0,0-0,0-0,1,E.  Batista,0,0,0,0,0,0,"November 10, 2005",251110001,0,Hawks,PF
--,0-0,0,0,0,0-2,0-0,9,J.  Edwards,1,2,0,1,0,0,"November 10, 2005",251110001,0,Hawks,C
--,0-0,0,0,0,0-0,0-0,0,T.  Delk,0,0,0,0,0,0,"November 10, 2005",251110001,0,Hawks,PG
--,0-0,0,0,0,1-2,0-0,1,D.  Smith,2,0,2,2,0,0,"November 10, 2005",251110001,0,Hawks,SG
--,1-5,1,0,1,3-9,4-4,29,S.  Stoudamire,0,2,11,1,0,0,"November 10, 2005",251110001,0,Hawks,SG
,,,,,,,Did not play,R.  Ivey,,,,,,,"November 10, 2005",251110001,0,Hawks,PG
--,0-0,3,2,2,2-3,0-0,31,L.  Wright,2,3,4,4,1,0,"November 12, 2005",251112001,1,Grizzlies,PF
--,0-3,5,0,3,9-16,4-6,41,S.  Battier,5,3,22,8,1,2,"November 12, 2005",251112001,1,Grizzlies,SF
--,0-0,2,4,8,6-12,8-10,38,P.  Gasol,1,2,20,9,0,4,"November 12, 2005",251112001,1,Grizzlies,C
--,3-7,2,0,4,6-13,2-2,35,B.  Jackson,2,4,17,6,1,4,"November 12, 2005",251112001,1,Grizzlies,PG
--,4-8,2,1,7,5-14,0-0,36,E.  Jones,0,2,14,7,2,0,"November 12, 2005",251112001,1,Grizzlies,SG
--,0-0,0,0,0,0-0,0-0,0,B.  Cardinal,0,0,0,0,0,0,"November 12, 2005",251112001,0,Grizzlies,PF
--,0-0,0,0,0,0-1,0-0,1,L.  Roberts,0,0,0,0,0,0,"November 12, 2005",251112001,0,Grizzlies,PF
--,0-0,0,0,1,0-0,1-2,7,H.  Warrick,0,2,1,1,0,2,"November 12, 2005",251112001,0,Grizzlies,PF
--,0-0,0,0,0,0-0,0-0,4,J.  Thomas,0,1,0,0,0,0,"November 12, 2005",251112001,0,Grizzlies,C
--,0-0,0,0,0,0-0,0-0,0,J.  Tsakalidis,0,0,0,0,0,0,"November 12, 2005",251112001,0,Grizzlies,C
--,0-0,1,0,0,0-3,0-0,13,A.  Burks,0,0,0,0,1,0,"November 12, 2005",251112001,0,Grizzlies,PG
--,0-3,1,0,3,0-7,5-6,26,M.  Miller,0,1,5,3,0,0,"November 12, 2005",251112001,0,Grizzlies,SG
--,0-2,0,0,0,1-3,0-0,8,D.  Jones,0,1,2,0,0,0,"November 12, 2005",251112001,0,Grizzlies,SG
--,0-0,0,0,0,0-0,0-0,0,A.  Roberson,0,0,0,0,0,0,"November 12, 2005",251112001,0,Grizzlies,SG
,,,,,,,Did not play,D.  Stoudamire,,,,,,,"November 12, 2005",251112001,0,Grizzlies,PG
--,0-1,2,0,4,3-11,0-0,25,A.  Harrington,1,2,6,5,1,3,"November 12, 2005",251112001,1,Hawks,PF
--,0-0,0,0,1,1-2,0-2,11,J.  Childress,1,2,2,2,0,2,"November 12, 2005",251112001,1,Hawks,SF
--,0-0,1,2,6,2-11,6-8,35,Z.  Pachulia,6,4,10,12,1,1,"November 12, 2005",251112001,1,Hawks,C
--,1-2,2,0,1,3-8,0-0,23,T.  Lue,0,1,7,1,0,0,"November 12, 2005",251112001,1,Hawks,PG
--,1-5,12,0,2,7-21,2-2,44,J.  Johnson,4,2,17,6,3,3,"November 12, 2005",251112001,1,Hawks,SG
--,0-0,1,2,10,5-10,4-4,32,J.  Smith,0,4,14,10,0,1,"November 12, 2005",251112001,0,Hawks,PF
--,0-0,1,0,3,5-6,2-2,19,M.  Williams,1,3,12,4,0,0,"November 12, 2005",251112001,0,Hawks,PF
--,0-0,0,0,0,0-1,0-0,7,E.  Batista,0,2,0,0,0,0,"November 12, 2005",251112001,0,Hawks,PF
--,0-0,0,1,1,3-6,0-1,13,J.  Edwards,3,3,6,4,1,0,"November 12, 2005",251112001,0,Hawks,C
--,0-0,0,0,0,0-0,0-0,2,R.  Ivey,0,0,0,0,0,0,"November 12, 2005",251112001,0,Hawks,PG
--,0-0,0,0,0,0-0,0-0,0,T.  Delk,0,0,0,0,0,0,"November 12, 2005",251112001,0,Hawks,PG
--,0-0,0,0,0,0-0,0-0,3,D.  Smith,0,2,0,0,0,1,"November 12, 2005",251112001,0,Hawks,SG
--,2-4,4,0,1,4-7,0-0,27,S.  Stoudamire,0,1,10,1,1,1,"November 12, 2005",251112001,0,Hawks,SG
--,2-3,1,0,4,10-22,1-4,35,A.  Harrington,5,2,23,9,0,5,"November 15, 2005",251115024,1,Hawks,PF
--,0-0,1,0,6,1-4,0-0,27,J.  Childress,0,1,2,6,1,2,"November 15, 2005",251115024,1,Hawks,SF
--,0-0,1,0,0,3-5,0-0,21,Z.  Pachulia,2,2,6,2,0,3,"November 15, 2005",251115024,1,Hawks,C
--,0-0,1,0,0,2-5,3-4,23,T.  Lue,2,3,7,2,0,2,"November 15, 2005",251115024,1,Hawks,PG
--,0-2,1,0,1,4-12,4-4,37,J.  Johnson,2,3,12,3,0,2,"November 15, 2005",251115024,1,Hawks,SG
--,0-0,0,5,1,1-7,3-4,21,J.  Smith,2,2,5,3,1,0,"November 15, 2005",251115024,0,Hawks,PF
--,0-0,1,1,2,0-2,4-6,25,M.  Williams,2,1,4,4,0,0,"November 15, 2005",251115024,0,Hawks,PF
--,0-0,0,2,4,4-6,0-0,23,J.  Edwards,3,2,8,7,0,0,"November 15, 2005",251115024,0,Hawks,C
--,0-0,1,0,0,0-1,1-2,5,R.  Ivey,0,1,1,0,0,0,"November 15, 2005",251115024,0,Hawks,PG
--,0-0,0,0,0,0-0,0-0,0,T.  Delk,0,0,0,0,0,0,"November 15, 2005",251115024,0,Hawks,PG
--,1-1,1,0,3,5-9,0-0,23,S.  Stoudamire,0,2,11,3,1,4,"November 15, 2005",251115024,0,Hawks,SG
,,,,,,,Did not play,E.  Batista,,,,,,,"November 15, 2005",251115024,0,Hawks,PF
,,,,,,,Did not play,D.  Smith,,,,,,,"November 15, 2005",251115024,0,Hawks,SG
--,2-3,1,0,2,2-6,0-0,34,B.  Bowen,0,4,6,2,1,1,"November 15, 2005",251115024,1,Spurs,SF
--,0-0,3,1,3,11-14,1-2,30,T.  Duncan,4,2,23,7,0,2,"November 15, 2005",251115024,1,Spurs,C
--,0-0,0,0,2,2-3,0-0,10,R.  Nesterovic,0,0,4,2,0,0,"November 15, 2005",251115024,1,Spurs,C
--,0-1,8,0,2,7-12,4-8,36,T.  Parker,1,2,18,3,3,0,"November 15, 2005",251115024,1,Spurs,PG
--,1-2,2,1,3,9-13,5-5,29,M.  Ginobili,0,1,24,3,5,1,"November 15, 2005",251115024,1,Spurs,SG
--,0-0,0,3,1,0-3,0-0,17,R.  Horry,2,2,0,3,1,1,"November 15, 2005",251115024,0,Spurs,PF
--,0-0,1,0,1,1-3,0-0,10,S.  Marks,1,0,2,2,0,0,"November 15, 2005",251115024,0,Spurs,PF
--,0-1,0,1,5,4-9,0-0,21,F.  Oberto,3,4,8,8,0,1,"November 15, 2005",251115024,0,Spurs,C
--,0-0,0,0,0,1-3,0-0,6,N.  Mohammed,1,2,2,1,0,1,"November 15, 2005",251115024,0,Spurs,C
--,0-1,4,0,0,2-6,1-2,9,B.  Udrih,2,1,5,2,0,0,"November 15, 2005",251115024,0,Spurs,PG
--,0-1,3,0,1,3-5,0-0,20,N.  Van Exel,1,1,6,2,0,0,"November 15, 2005",251115024,0,Spurs,PG
--,0-0,0,0,4,2-7,1-2,18,M.  Sanders,1,1,5,5,1,2,"November 15, 2005",251115024,0,Spurs,SG
--,0-0,0,0,0,0-0,0-0,0,B.  Barry,0,0,0,0,0,0,"November 15, 2005",251115024,0,Spurs,SG
--,0-0,0,0,0,0-0,0-0,0,M.  Finley,0,0,0,0,0,0,"November 15, 2005",251115024,0,Spurs,SG
--,0-2,2,0,6,7-17,1-3,43,A.  Harrington,4,5,15,10,1,2,"November 17, 2005",251117006,1,Hawks,PF
--,0-0,1,0,3,2-6,0-0,19,M.  Williams,2,1,4,5,0,3,"November 17, 2005",251117006,1,Hawks,PF
--,0-0,0,1,4,1-4,0-0,19,J.  Childress,1,1,2,5,1,1,"November 17, 2005",251117006,1,Hawks,SF
--,0-0,3,0,6,7-16,7-11,42,Z.  Pachulia,6,3,21,12,0,2,"November 17, 2005",251117006,1,Hawks,C
--,1-3,2,0,2,8-17,1-3,41,J.  Johnson,0,2,18,2,1,3,"November 17, 2005",251117006,1,Hawks,SG
--,0-0,0,0,1,0-0,0-0,3,E.  Batista,0,0,0,1,0,0,"November 17, 2005",251117006,0,Hawks,PF
--,0-0,2,3,4,1-6,4-4,31,J.  Smith,1,2,6,5,0,1,"November 17, 2005",251117006,0,Hawks,PF
--,0-0,0,0,0,0-1,0-0,6,J.  Edwards,0,1,0,0,0,0,"November 17, 2005",251117006,0,Hawks,C
--,0-0,3,0,2,2-3,3-3,22,T.  Lue,1,5,7,3,0,2,"November 17, 2005",251117006,0,Hawks,PG
--,0-0,0,0,0,0-0,0-0,0,T.  Delk,0,0,0,0,0,0,"November 17, 2005",251117006,0,Hawks,PG
--,0-4,1,0,0,1-6,3-4,14,S.  Stoudamire,0,1,5,0,1,2,"November 17, 2005",251117006,0,Hawks,SG
,,,,,,,Did not play,R.  Ivey,,,,,,,"November 17, 2005",251117006,0,Hawks,PG
,,,,,,,Did not play,D.  Smith,,,,,,,"November 17, 2005",251117006,0,Hawks,SG
--,2-2,1,5,3,10-13,3-4,41,J.  Howard,1,2,25,4,1,0,"November 17, 2005",251117006,1,Mavericks,SF
--,0-0,0,0,5,0-2,0-0,20,E.  Dampier,3,6,0,8,0,6,"November 17, 2005",251117006,1,Mavericks,C
--,1-1,1,1,9,8-21,3-3,39,D.  Nowitzki,4,4,20,13,0,2,"November 17, 2005",251117006,1,Mavericks,C
--,0-3,2,2,4,4-17,4-4,34,J.  Terry,0,1,12,4,1,1,"November 17, 2005",251117006,1,Mavericks,SG
--,0-2,4,1,2,4-9,3-4,40,M.  Daniels,2,4,11,4,2,2,"November 17, 2005",251117006,1,Mavericks,SG
--,0-1,2,0,3,5-10,4-4,25,K.  Van Horn,2,4,14,5,0,2,"November 17, 2005",251117006,0,Mavericks,PF
--,0-0,0,0,0,0-0,0-0,0,J.  Stackhouse,0,0,0,0,0,0,"November 17, 2005",251117006,0,Mavericks,SF
