+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,REB,STL,TO,date,game_id,starter,team,Position
-3,1-1,1,2,2,5-9,3-4,15,J.  Embiid,0,3,14,2,1,3,"October 29, 2016",400899476,1,76ers,C
-14,0-2,5,0,3,7-13,0-0,29,S.  Rodriguez,1,1,14,4,1,4,"October 29, 2016",400899476,1,76ers,PG
-2,0-1,1,0,1,0-5,0-0,18,G.  Henderson,0,0,0,1,1,0,"October 29, 2016",400899476,1,76ers,SG
-24,0-0,1,0,5,5-8,0-0,20,R.  Holmes,1,3,10,6,0,1,"October 29, 2016",400899476,0,76ers,PF
-14,1-1,0,0,5,1-4,0-0,20,H.  Thompson,0,2,3,5,0,0,"October 29, 2016",400899476,0,76ers,SF
-15,0-1,0,2,3,2-7,2-4,19,J.  Grant,0,3,6,3,0,1,"October 29, 2016",400899476,0,76ers,SF
-5,0-0,1,0,3,2-7,4-4,15,J.  Okafor,1,1,8,4,1,0,"October 29, 2016",400899476,0,76ers,C
-18,0-1,2,0,2,2-5,2-3,19,T.J. ,1,2,6,3,1,2,"October 29, 2016",400899476,0,76ers,PG
-10,0-0,1,0,1,0-1,0-0,6,T.  Luwawu-Cabarrot,0,0,0,1,1,1,"October 29, 2016",400899476,0,76ers,SG
-20,2-3,1,1,5,2-7,0-0,29,N.  Stauskas,0,3,6,5,0,3,"October 29, 2016",400899476,0,76ers,SG
+0,1-2,5,0,3,8-13,5-7,31,R.  Gay,0,5,22,3,2,2,"October 31, 2016",400899494,1,Kings,SF
+10,0-0,3,2,7,2-5,0-0,25,K.  Koufos,1,4,4,8,2,4,"October 31, 2016",400899494,1,Kings,C
-4,1-5,1,1,10,6-16,1-3,32,D.  Cousins,2,5,14,12,0,4,"October 31, 2016",400899494,1,Kings,C
-4,1-1,6,0,1,3-5,1-2,23,T.  Lawson,1,3,8,2,3,1,"October 31, 2016",400899494,1,Kings,PG
-3,0-0,2,0,2,3-3,3-3,25,A.  Afflalo,0,3,9,2,1,1,"October 31, 2016",400899494,1,Kings,SG
-10,1-3,1,0,1,1-3,0-0,14,A.  Tolliver,0,1,3,1,0,1,"October 31, 2016",400899494,0,Kings,PF
-7,1-2,3,1,2,4-8,0-0,25,G.  Temple,0,3,9,2,0,1,"October 31, 2016",400899494,0,Kings,SF
-24,4-8,3,0,5,4-9,2-2,28,M.  Barnes,0,4,14,5,1,4,"October 31, 2016",400899494,0,Kings,SF
-4,0-0,1,1,0,0-2,0-0,12,W.  Cauley-Stein,1,3,0,1,1,1,"October 31, 2016",400899494,0,Kings,C
-9,1-2,1,1,1,5-11,1-2,26,B.  McLemore,1,3,12,2,0,0,"October 31, 2016",400899494,0,Kings,SG
,,,,,,,DNP-COACH'S DECISION,S.  Labissiere,,,,,,,"October 31, 2016",400899494,0,Kings,PF
,,,,,,,DNP-SUSPENDED BY LEAGUE,D.  Collison,,,,,,,"October 31, 2016",400899494,0,Kings,PG
,,,,,,,DNP-COACH'S DECISION,M.  Richardson,,,,,,,"October 31, 2016",400899494,0,Kings,SG
+12,0-1,8,1,8,5-14,3-4,32,P.  Millsap,5,4,13,13,3,4,"October 31, 2016",400899494,1,Hawks,PF
+9,0-0,1,4,4,5-9,8-20,30,D.  Howard,7,5,18,11,0,2,"October 31, 2016",400899494,1,Hawks,C
+11,2-5,5,0,2,5-14,5-6,32,D.  Schroder,1,0,17,3,0,1,"October 31, 2016",400899494,1,Hawks,PG
+0,5-8,0,0,0,6-11,0-0,32,K.  Korver,0,1,17,0,1,2,"October 31, 2016",400899494,1,Hawks,SG
-3,1-5,1,1,2,3-9,4-4,28,K.  Bazemore,0,3,11,2,3,0,"October 31, 2016",400899494,1,Hawks,SG
+3,0-1,0,0,0,2-4,6-8,20,M.  Muscala,2,1,10,2,0,0,"October 31, 2016",400899494,0,Hawks,PF
+1,1-1,2,0,1,1-1,2-2,13,K.  Humphries,0,1,5,1,0,1,"October 31, 2016",400899494,0,Hawks,PF
+2,0-3,0,0,1,2-6,1-3,13,T.  Hardaway J,1,1,5,2,0,1,"October 31, 2016",400899494,0,Hawks,SF
+20,0-2,3,0,6,2-5,0-0,24,T.  Sefolosha,1,1,4,7,4,2,"October 31, 2016",400899494,0,Hawks,SF
+0,2-4,4,0,2,2-6,0-0,16,M.  Delaney,0,3,6,2,0,0,"October 31, 2016",400899494,0,Hawks,PG
,,,,,,,DNP-COACH'S DECISION,R.  Kelly,,,,,,,"October 31, 2016",400899494,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,D.  Bembry,,,,,,,"October 31, 2016",400899494,0,Hawks,SF
,,,,,,,DNP-COACH'S DECISION,T.  Prince,,,,,,,"October 31, 2016",400899494,0,Hawks,SF
+10,0-1,2,1,4,3-7,3-4,28,J.  Randle,2,4,9,6,1,2,"November 2, 2016",400899509,1,Lakers,PF
+12,1-1,2,1,7,4-11,4-4,26,L.  Deng,3,1,13,10,2,1,"November 2, 2016",400899509,1,Lakers,SF
+10,0-0,0,0,2,3-4,0-0,19,I.  Zubac,2,4,6,4,1,0,"November 2, 2016",400899509,1,Lakers,C
+8,1-3,8,3,3,9-19,4-4,31,D.  Russell,1,1,23,4,2,4,"November 2, 2016",400899509,1,Lakers,PG
+10,3-7,2,0,1,6-11,2-2,26,N.  Young,0,1,17,1,0,1,"November 2, 2016",400899509,1,Lakers,SG
-10,0-0,0,1,1,2-4,0-0,16,T.  Black,2,5,4,3,0,0,"November 2, 2016",400899509,0,Lakers,PF
+0,0-1,1,1,6,6-8,0-0,26,L.  Nance J,1,1,12,7,2,1,"November 2, 2016",400899509,0,Lakers,PF
-3,1-1,2,1,2,1-2,0-0,22,B.  Ingram,0,2,3,2,0,2,"November 2, 2016",400899509,0,Lakers,SF
-5,1-3,3,1,2,8-13,1-2,23,J.  Clarkson,0,4,18,2,1,3,"November 2, 2016",400899509,0,Lakers,PG
+3,2-5,4,0,3,6-11,4-4,23,L.  Williams,0,2,18,3,2,1,"November 2, 2016",400899509,0,Lakers,SG
,,,,,,,DNP-COACH'S DECISION,T.  Robinson,,,,,,,"November 2, 2016",400899509,0,Lakers,PF
,,,,,,,DNP-COACH'S DECISION,J.  Calderon,,,,,,,"November 2, 2016",400899509,0,Lakers,PG
,,,,,,,DNP-COACH'S DECISION,M.  Huertas,,,,,,,"November 2, 2016",400899509,0,Lakers,PG
-3,1-4,2,0,6,3-10,3-4,35,P.  Millsap,1,2,10,7,1,3,"November 2, 2016",400899509,1,Hawks,PF
-7,0-0,0,0,8,12-16,7-10,32,D.  Howard,3,4,31,11,3,3,"November 2, 2016",400899509,1,Hawks,C
-11,1-3,6,0,2,4-11,2-2,29,D.  Schroder,0,2,11,2,1,2,"November 2, 2016",400899509,1,Hawks,PG
-12,1-6,2,0,4,1-6,0-0,27,K.  Korver,0,3,3,4,0,1,"November 2, 2016",400899509,1,Hawks,SG
-7,1-6,6,0,0,5-13,0-0,31,K.  Bazemore,0,1,11,0,3,0,"November 2, 2016",400899509,1,Hawks,SG
+4,1-1,3,0,2,3-3,0-0,15,M.  Muscala,3,1,7,5,0,1,"November 2, 2016",400899509,0,Hawks,PF
-10,1-2,1,0,0,3-6,4-4,14,K.  Humphries,1,3,11,1,0,2,"November 2, 2016",400899509,0,Hawks,PF
+7,5-7,1,1,0,8-10,5-7,21,T.  Hardaway J,0,0,26,0,0,3,"November 2, 2016",400899509,0,Hawks,SF
+4,0-2,3,0,3,2-6,0-0,19,T.  Sefolosha,1,0,4,4,2,2,"November 2, 2016",400899509,0,Hawks,SF
+0,0-1,6,0,2,0-4,2-2,18,M.  Delaney,1,3,2,3,0,1,"November 2, 2016",400899509,0,Hawks,PG
,,,,,,,DNP-COACH'S DECISION,R.  Kelly,,,,,,,"November 2, 2016",400899509,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,D.  Bembry,,,,,,,"November 2, 2016",400899509,0,Hawks,SF
,,,,,,,DNP-COACH'S DECISION,T.  Prince,,,,,,,"November 2, 2016",400899509,0,Hawks,SF
-15,1-3,2,0,6,5-14,5-10,33,P.  Millsap,1,3,16,7,4,3,"November 4, 2016",400899520,1,Hawks,PF
-9,0-0,1,0,7,7-12,6-12,29,D.  Howard,5,5,20,12,2,4,"November 4, 2016",400899520,1,Hawks,C
-5,0-3,3,0,6,7-16,6-8,33,D.  Schroder,1,1,20,7,0,4,"November 4, 2016",400899520,1,Hawks,PG
+0,1-6,2,0,3,1-9,0-0,21,K.  Korver,0,1,3,3,1,4,"November 4, 2016",400899520,1,Hawks,SG
-5,0-3,5,2,2,0-7,0-0,27,K.  Bazemore,1,3,0,3,1,1,"November 4, 2016",400899520,1,Hawks,SG
+19,0-2,0,0,6,5-7,0-0,22,M.  Muscala,1,4,10,7,1,1,"November 4, 2016",400899520,0,Hawks,PF
-8,0-0,0,1,1,0-2,0-0,6,K.  Humphries,1,1,0,2,0,0,"November 4, 2016",400899520,0,Hawks,PF
-1,0-3,3,0,4,3-7,4-4,28,T.  Hardaway J,0,3,10,4,1,1,"November 4, 2016",400899520,0,Hawks,SF
+7,1-2,3,0,2,2-4,0-0,27,T.  Sefolosha,0,3,5,2,2,0,"November 4, 2016",400899520,0,Hawks,SF
+2,2-3,3,0,0,2-5,2-2,15,M.  Delaney,0,0,8,0,0,0,"November 4, 2016",400899520,0,Hawks,PG
,,,,,,,DNP-COACH'S DECISION,R.  Kelly,,,,,,,"November 4, 2016",400899520,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,D.  Bembry,,,,,,,"November 4, 2016",400899520,0,Hawks,SF
,,,,,,,DNP-COACH'S DECISION,T.  Prince,,,,,,,"November 4, 2016",400899520,0,Hawks,SF
+15,1-3,1,1,9,5-13,7-9,33,M.  Morris,0,5,18,9,3,2,"November 4, 2016",400899520,1,Wizards,PF
-1,0-3,2,0,0,4-7,0-0,38,O.  Porter J,0,2,8,0,0,1,"November 4, 2016",400899520,1,Wizards,SF
-5,0-0,0,1,10,5-8,2-2,31,M.  Gortat,5,4,12,15,1,2,"November 4, 2016",400899520,1,Wizards,C
+2,1-2,6,0,7,7-17,6-8,33,J.  Wall,3,3,21,10,2,2,"November 4, 2016",400899520,1,Wizards,PG
+4,3-8,3,1,1,6-16,13-14,39,B.  Beal,1,1,28,2,0,5,"November 4, 2016",400899520,1,Wizards,SG
+11,0-0,0,0,3,0-3,0-0,14,J.  Smith,1,5,0,4,0,3,"November 4, 2016",400899520,0,Wizards,PF
-8,0-0,0,0,0,0-2,0-2,7,A.  Nicholson,0,1,0,0,1,1,"November 4, 2016",400899520,0,Wizards,PF
+2,0-0,0,0,2,0-3,0-0,7,T.  Burke,0,0,0,2,0,0,"November 4, 2016",400899520,0,Wizards,PG
-2,0-1,0,0,0,2-5,0-0,17,M.  Thornton,1,0,4,1,0,0,"November 4, 2016",400899520,0,Wizards,SG
-3,0-3,1,0,3,2-6,0-0,22,T.  Satoransky,0,2,4,3,0,3,"November 4, 2016",400899520,0,Wizards,SG
,,,,,,,DNP-COACH'S DECISION,D.  Ochefu,,,,,,,"November 4, 2016",400899520,0,Wizards,PF
,,,,,,,DNP-COACH'S DECISION,K.  Oubre J,,,,,,,"November 4, 2016",400899520,0,Wizards,SF
,,,,,,,DNP-COACH'S DECISION,S.  Mac,,,,,,,"November 4, 2016",400899520,0,Wizards,SG
-10,4-10,0,0,2,4-13,0-0,31,R.  Anderson,1,1,12,3,0,2,"November 5, 2016",400899534,1,Rockets,PF
-10,2-7,3,1,3,4-10,0-0,31,T.  Ariza,0,2,10,3,2,1,"November 5, 2016",400899534,1,Rockets,SF
-6,0-0,0,0,9,6-7,0-0,21,C.  Capela,1,5,12,10,1,4,"November 5, 2016",400899534,1,Rockets,C
-8,4-8,11,0,8,10-19,6-7,37,J.  Harden,1,4,30,9,3,8,"November 5, 2016",400899534,1,Rockets,PG
-18,0-4,2,3,2,3-11,3-4,30,E.  Gordon,0,3,9,2,0,2,"November 5, 2016",400899534,1,Rockets,SG
-1,0-0,2,1,1,2-2,0-0,15,M.  Harrell,2,3,4,3,0,2,"November 5, 2016",400899534,0,Rockets,PF
+2,0-0,0,0,0,0-0,0-0,2,K.  Wiltjer,0,0,0,0,0,1,"November 5, 2016",400899534,0,Rockets,F
-5,1-3,3,0,2,1-6,0-0,17,S.  Dekker,2,1,3,4,1,1,"November 5, 2016",400899534,0,Rockets,SF
-8,0-0,0,1,1,1-5,0-0,12,N.  Hilario,4,3,2,5,0,1,"November 5, 2016",400899534,0,Rockets,C
-5,0-0,0,0,0,0-1,0-0,3,B.  Brown,0,1,0,0,0,0,"November 5, 2016",400899534,0,Rockets,PG
+3,1-2,0,1,2,5-6,2-2,19,K.  McDaniels,0,2,13,2,0,1,"November 5, 2016",400899534,0,Rockets,SG
-7,0-2,0,0,0,0-3,0-0,15,C.  Brewer,0,1,0,0,2,2,"November 5, 2016",400899534,0,Rockets,SG
-2,0-0,1,0,1,1-2,0-0,7,T.  Ennis,1,0,2,2,0,1,"November 5, 2016",400899534,0,Rockets,G
+9,0-2,5,1,9,10-20,3-5,34,P.  Millsap,2,3,23,11,5,2,"November 5, 2016",400899534,1,Hawks,PF
+11,0-0,3,2,8,8-10,4-10,29,D.  Howard,7,3,20,15,1,3,"November 5, 2016",400899534,1,Hawks,C
+3,2-5,10,0,3,6-14,3-4,32,D.  Schroder,0,1,17,3,1,4,"November 5, 2016",400899534,1,Hawks,PG
+23,2-3,2,1,2,4-6,0-0,30,K.  Korver,0,0,10,2,2,2,"November 5, 2016",400899534,1,Hawks,SG
+21,3-4,4,0,4,7-12,3-3,32,K.  Bazemore,0,2,20,4,3,2,"November 5, 2016",400899534,1,Hawks,SG
-2,0-0,0,0,0,0-0,0-0,2,R.  Kelly,0,0,0,0,1,0,"November 5, 2016",400899534,0,Hawks,PF
+4,1-1,1,1,2,2-3,0-0,21,M.  Muscala,1,2,5,3,1,3,"November 5, 2016",400899534,0,Hawks,PF
-2,0-0,0,0,0,0-0,0-0,2,D.  Bembry,0,0,0,0,0,0,"November 5, 2016",400899534,0,Hawks,SF
-9,0-2,2,0,1,1-5,1-2,19,T.  Hardaway J,0,2,3,1,0,0,"November 5, 2016",400899534,0,Hawks,SF
-2,0-0,0,0,0,0-0,0-0,2,T.  Prince,0,0,0,0,0,0,"November 5, 2016",400899534,0,Hawks,SF
+7,0-1,1,1,1,4-8,0-0,24,T.  Sefolosha,3,0,8,4,3,1,"November 5, 2016",400899534,0,Hawks,SF
+12,0-2,1,0,1,3-7,0-0,16,M.  Delaney,0,0,6,1,0,2,"November 5, 2016",400899534,0,Hawks,PG
,,,,,,,DNP-COACH'S DECISION,K.  Humphries,,,,,,,"November 5, 2016",400899534,0,Hawks,PF
+10,2-4,1,0,4,7-16,5-6,36,P.  Millsap,1,5,21,5,0,3,"November 8, 2016",400899550,1,Hawks,PF
-6,1-3,1,0,3,2-6,0-0,35,T.  Sefolosha,2,3,5,5,1,1,"November 8, 2016",400899550,1,Hawks,SF
+3,0-0,2,3,15,3-5,1-4,27,D.  Howard,2,4,7,17,0,3,"November 8, 2016",400899550,1,Hawks,C
+3,3-6,6,0,1,10-16,5-5,32,D.  Schroder,1,3,28,2,0,4,"November 8, 2016",400899550,1,Hawks,PG
-6,4-6,3,0,5,8-13,5-7,33,K.  Bazemore,1,2,25,6,0,1,"November 8, 2016",400899550,1,Hawks,SG
-1,0-1,1,0,2,0-1,0-0,4,K.  Humphries,0,1,0,2,0,0,"November 8, 2016",400899550,0,Hawks,PF
-6,0-2,2,1,0,5-8,0-0,22,M.  Muscala,3,0,10,3,0,2,"November 8, 2016",400899550,0,Hawks,PF
+13,1-7,2,0,1,3-11,1-2,29,T.  Hardaway J,1,0,8,2,0,1,"November 8, 2016",400899550,0,Hawks,SF
+7,0-0,0,0,4,1-2,0-0,9,T.  Prince,0,1,2,4,0,1,"November 8, 2016",400899550,0,Hawks,SF
+3,0-0,4,0,4,2-3,0-0,14,M.  Delaney,0,2,4,4,0,3,"November 8, 2016",400899550,0,Hawks,PG
,,,,,,,DNP-COACH'S DECISION,R.  Kelly,,,,,,,"November 8, 2016",400899550,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,D.  Bembry,,,,,,,"November 8, 2016",400899550,0,Hawks,SF
,,,,,,,DNP-PERSONAL REASONS,K.  Korver,,,,,,,"November 8, 2016",400899550,0,Hawks,SG
+7,2-5,5,0,7,8-17,5-5,37,L.  James,2,3,23,9,3,1,"November 8, 2016",400899550,1,Cavaliers,SF
-9,0-4,3,0,6,7-17,10-11,38,K.  Love,6,4,24,12,3,2,"November 8, 2016",400899550,1,Cavaliers,C
-14,0-0,0,0,2,0-0,0-2,25,T.  Thompson,0,3,0,2,1,0,"November 8, 2016",400899550,1,Cavaliers,C
-4,1-7,4,1,1,11-27,6-7,39,K.  Irving,0,3,29,1,0,0,"November 8, 2016",400899550,1,Cavaliers,PG
-2,2-10,3,0,1,2-13,0-0,32,J.  Smith,1,1,6,2,2,1,"November 8, 2016",400899550,1,Cavaliers,SG
+10,3-8,1,0,5,5-15,0-0,27,C.  Frye,2,0,13,7,0,0,"November 8, 2016",400899550,0,Cavaliers,PF
+2,1-2,0,0,0,1-2,0-0,7,R.  Jefferson,0,2,3,0,0,0,"November 8, 2016",400899550,0,Cavaliers,SF
-2,1-2,4,0,3,2-4,0-0,22,I.  Shumpert,2,2,5,5,2,2,"November 8, 2016",400899550,0,Cavaliers,SG
-8,1-4,1,0,1,1-4,0-0,13,M.  Dunleavy,0,2,3,1,1,0,"November 8, 2016",400899550,0,Cavaliers,SG
,,,,,,,DNP-COACH'S DECISION,C.  Andersen,,,,,,,"November 8, 2016",400899550,0,Cavaliers,PF
,,,,,,,DNP-COACH'S DECISION,K.  Felder,,,,,,,"November 8, 2016",400899550,0,Cavaliers,PG
,,,,,,,DNP-COACH'S DECISION,J.  McRae,,,,,,,"November 8, 2016",400899550,0,Cavaliers,SG
,,,,,,,DNP-COACH'S DECISION,J.  Jones,,,,,,,"November 8, 2016",400899550,0,Cavaliers,SG
+1,0-0,1,2,4,6-15,1-1,37,T.  Gibson,3,2,13,7,1,0,"November 9, 2016",400899561,1,Bulls,PF
+4,0-0,1,0,4,3-4,0-0,30,R.  Lopez,1,3,6,5,0,0,"November 9, 2016",400899561,1,Bulls,C
+6,1-4,7,0,4,2-10,1-2,34,R.  Rondo,1,4,6,5,1,2,"November 9, 2016",400899561,1,Bulls,PG
-6,2-5,3,0,1,10-17,3-4,34,D.  Wade,2,1,25,3,5,3,"November 9, 2016",400899561,1,Bulls,SG
+8,4-9,7,0,3,13-24,9-12,39,J.  Butler,1,1,39,4,6,4,"November 9, 2016",400899561,1,Bulls,SG
-14,0-3,1,0,1,0-3,2-2,11,N.  Mirotic,0,1,2,1,0,2,"November 9, 2016",400899561,0,Bulls,PF
-9,0-0,2,0,2,0-3,0-0,14,B.  Portis,0,4,0,2,1,1,"November 9, 2016",400899561,0,Bulls,PF
-15,0-1,0,0,1,4-6,0-0,19,D.  McDermott,0,3,8,1,0,0,"November 9, 2016",400899561,0,Bulls,SF
-15,2-5,2,1,3,3-9,0-0,22,I.  Canaan,0,2,8,3,0,1,"November 9, 2016",400899561,0,Bulls,PG
,,,,,,,DNP-COACH'S DECISION,D.  Valentine,,,,,,,"November 9, 2016",400899561,0,Bulls,SF
,,,,,,,DNP-COACH'S DECISION,P.  Zipser,,,,,,,"November 9, 2016",400899561,0,Bulls,SF
,,,,,,,DNP-COACH'S DECISION,C.  Felicio,,,,,,,"November 9, 2016",400899561,0,Bulls,C
,,,,,,,DNP-COACH'S DECISION,J.  Grant,,,,,,,"November 9, 2016",400899561,0,Bulls,PG
+11,2-3,6,2,11,5-13,4-4,34,P.  Millsap,0,4,16,11,1,6,"November 9, 2016",400899561,1,Hawks,PF
-3,0-0,0,2,4,6-9,6-9,34,D.  Howard,6,3,18,10,3,2,"November 9, 2016",400899561,1,Hawks,C
-17,1-4,3,0,5,5-19,2-3,31,D.  Schroder,2,2,13,7,0,4,"November 9, 2016",400899561,1,Hawks,PG
+8,2-2,2,0,2,4-5,1-1,26,K.  Korver,0,5,11,2,0,3,"November 9, 2016",400899561,1,Hawks,SG
-8,0-1,7,1,1,1-4,1-2,22,K.  Bazemore,0,3,3,1,1,0,"November 9, 2016",400899561,1,Hawks,SG
-8,1-3,1,0,3,4-8,2-2,16,M.  Muscala,3,2,11,6,0,1,"November 9, 2016",400899561,0,Hawks,PF
+12,0-0,0,1,1,0-1,2-2,12,K.  Humphries,1,0,2,2,0,0,"November 9, 2016",400899561,0,Hawks,PF
+12,1-3,2,0,3,5-9,0-0,19,T.  Hardaway J,0,1,11,3,0,0,"November 9, 2016",400899561,0,Hawks,SF
+8,2-3,1,1,4,8-9,2-2,29,T.  Sefolosha,1,0,20,5,3,4,"November 9, 2016",400899561,0,Hawks,SF
+25,0-1,2,0,1,4-6,2-2,17,M.  Delaney,0,0,10,1,0,1,"November 9, 2016",400899561,0,Hawks,PG
,,,,,,,DNP-COACH'S DECISION,R.  Kelly,,,,,,,"November 9, 2016",400899561,0,Hawks,PF
,,,,,,,DNP-COACH'S DECISION,D.  Bembry,,,,,,,"November 9, 2016",400899561,0,Hawks,SF
,,,,,,,DNP-COACH'S DECISION,T.  Prince,,,,,,,"November 9, 2016",400899561,0,Hawks,SF
-11,2-4,1,0,6,5-13,0-0,28,D.  Saric,1,0,12,7,1,3,"November 12, 2016",400899582,1,76ers,PF
-10,3-7,0,1,3,3-8,2-2,26,R.  Covington,0,3,11,3,4,3,"November 12, 2016",400899582,1,76ers,SF
+0,0-0,2,1,3,7-13,4-8,24,J.  Okafor,3,4,18,6,0,2,"November 12, 2016",400899582,1,76ers,C
-14,3-4,4,1,3,5-9,0-0,25,S.  Rodriguez,0,1,13,3,1,0,"November 12, 2016",400899582,1,76ers,PG
-5,0-1,2,0,2,3-6,0-2,21,G.  Henderson,1,1,6,3,1,0,"November 12, 2016",400899582,1,76ers,SG
-16,1-5,2,1,5,4-12,0-0,24,E.  Ilyasova,0,3,9,5,1,4,"November 12, 2016",400899582,0,76ers,PF
-15,0-1,2,0,3,2-8,3-4,20,R.  Holmes,2,1,7,5,1,0,"November 12, 2016",400899582,0,76ers,PF
